#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
          91     3.58884      3.0257   0.0227424
          92     3.60233     3.03197    0.023343
          93     3.61496     3.03824   0.0239189
          94     3.62647      3.0445   0.0244693
          95     3.63613     3.05073   0.0249917
          96     3.64445     3.05691   0.0254851
          97     3.65094     3.06303   0.0259478
          98      3.6566     3.06909   0.0263804
          99      3.6612     3.07507   0.0267833
         100     3.66406     3.08096   0.0271554
         101     3.66543     3.08675   0.0274962
         102     3.66608     3.09243   0.0278071
         103     3.66554     3.09799   0.0280883
         104     3.66314     3.10343    0.028339
         105     3.65985     3.10873   0.0285602
         106     3.65572     3.11389   0.0287532
         107     3.65078      3.1189    0.028919
         108     3.64481     3.12377   0.0290583
         109     3.63857      3.1285    0.029173
         110     3.63162     3.13307   0.0292642
         111     3.62351     3.13749   0.0293322
         112     3.61475     3.14175   0.0293782
         113     3.60396     3.14584   0.0294016
         114     3.59188     3.14975   0.0294028
         115     3.58048      3.1535   0.0293848
         116     3.56765     3.15707   0.0293475
         117     3.55414     3.16046   0.0292923
         118     3.53952     3.16367   0.0292196
         119     3.52432     3.16671   0.0291308
         120     3.50859     3.16955   0.0290271
         121     3.49309     3.17223   0.0289101
         122     3.47667     3.17472   0.0287806
         123      3.4594     3.17704   0.0286395
         124     3.44228     3.17918   0.0284883
         125     3.42516     3.18115   0.0283283
         126     3.40715     3.18294   0.0281602
         127      3.3912     3.18458   0.0279862
         128      3.3743     3.18606   0.0278068
         129     3.35726     3.18739   0.0276228
         130     3.33994     3.18856   0.0274353
         131      3.3232     3.18959   0.0272451
         132     3.30617     3.19047    0.027053
         133     3.29117     3.19123   0.0268602
         134     3.27589     3.19186   0.0266672
         135     3.26168     3.19238   0.0264746
         136     3.24817     3.19279   0.0262832
         137     3.23571      3.1931   0.0260932
         138      3.2249     3.19333   0.0259051
         139     3.21439     3.19348   0.0257192
         140     3.20618     3.19357   0.0255356
         141     3.19939     3.19362   0.0253546
         142     3.19408     3.19362    0.025176
         143     3.19029      3.1936       0.025
         144     3.18733     3.19355   0.0248264
         145     3.18666      3.1935   0.0246552
         146     3.18706     3.19346   0.0244864
         147     3.18924     3.19343   0.0243198
         148     3.19318     3.19343   0.0241555
         149     3.19835     3.19346   0.0239934
         150     3.20446     3.19354   0.0238336
         151     3.21216     3.19366   0.0236761
         152     3.22114     3.19384    0.023521
         153     3.23181     3.19409   0.0233686
         154     3.24384     3.19441    0.023219
         155      3.2569     3.19482   0.0230727
         156      3.2704      3.1953   0.0229299
         157     3.28449     3.19587   0.0227909
         158      3.2998     3.19653   0.0226562
         159     3.31476     3.19727   0.0225259
         160     3.33119     3.19811   0.0224006
         161     3.34802     3.19904   0.0222808
         162     3.36464     3.20006   0.0221667
         163     3.38261     3.20118    0.022059
         164     3.39915     3.20239   0.0219575
         165     3.41605     3.20368   0.0218626
         166      3.4322     3.20506   0.0217742
         167      3.4489     3.20652   0.0216927
         168     3.46479     3.20806    0.021618
         169     3.47946     3.20966   0.0215496
         170     3.49442     3.21134   0.0214879
         171     3.50782     3.21307   0.0214321
         172     3.51973     3.21485   0.0213815
         173      3.5295     3.21667   0.0213351
         174     3.53768     3.21852   0.0212921
         175     3.54509     3.22038    0.021252
         176     3.55085     3.22226   0.0212141
         177     3.55317     3.22413   0.0211764
         178     3.55482     3.22599   0.0211388
         179     3.55357     3.22782   0.0210998
         180     3.54959     3.22961   0.0210582
         181     3.54359     3.23134   0.0210131
         182     3.53582     3.23301   0.0209642
         183     3.52537     3.23461   0.0209104
         184     3.51229     3.23612   0.0208511
         185     3.49766     3.23753   0.0207863
         186     3.48137     3.23884   0.0207158
         187     3.46407     3.24005   0.0206401
         188     3.44448     3.24114   0.0205589
         189     3.42329      3.2421   0.0204727
         190     3.40143     3.24294   0.0203821
         191     3.37914     3.24365   0.0202879
         192     3.35496     3.24423   0.0201905
         193     3.33105     3.24468   0.0200909
         194     3.30644       3.245   0.0199898
         195      3.2828     3.24519   0.0198883
         196     3.25892     3.24526   0.0197869
         197     3.23573     3.24522   0.0196865
         198     3.21174     3.24505   0.0195878
         199     3.18955     3.24477   0.0194914
         200      3.1679     3.24438   0.0193977
         201     3.14791      3.2439   0.0193071
         202      3.1285     3.24333     0.01922
         203     3.11125     3.24268   0.0191363
         204     3.09554     3.24196   0.0190561
         205     3.08146     3.24118   0.0189793
         206     3.06858     3.24034   0.0189056
         207     3.05742     3.23946   0.0188349
         208     3.04899     3.23854   0.0187666
         209     3.04254      3.2376   0.0187002
         210     3.03758     3.23665   0.0186354
         211     3.03383     3.23569   0.0185719
         212     3.03172     3.23473   0.0185092
         213     3.03093     3.23377    0.018447
         214     3.03162     3.23282    0.018385
         215     3.03415      3.2319   0.0183227
         216     3.03769       3.231   0.0182599
         217     3.04139     3.23013   0.0181966
         218      3.0468     3.22929   0.0181326
         219     3.05354     3.22848   0.0180675
         220     3.06074     3.22772   0.0180015
         221     3.06753       3.227   0.0179346
         222     3.07544     3.22631   0.0178668
         223      3.0836     3.22567   0.0177982
         224     3.09137     3.22507   0.0177288
         225     3.09981     3.22452   0.0176587
         226      3.1078       3.224   0.0175882
         227     3.11567     3.22352   0.0175172
         228     3.12328     3.22308   0.0174458
         229     3.12975     3.22268   0.0173744
         230     3.13589      3.2223    0.017303
         231     3.14034     3.22194   0.0172317
         232     3.14538     3.22161   0.0171606
         233     3.14748      3.2213   0.0170899
         234     3.14748     3.22098   0.0170198
         235     3.14647     3.22066   0.0169503
         236     3.14505     3.22034   0.0168815
         237      3.1412     3.22001   0.0168136
         238     3.13532     3.21965   0.0167467
         239     3.12785     3.21927    0.016681
         240       3.119     3.21885   0.0166168
         241     3.10755     3.21839   0.0165542
         242     3.09449     3.21788   0.0164937
         243     3.08058     3.21731   0.0164355
         244      3.0642     3.21669   0.0163801
         245     3.04642     3.21599    0.016328
         246     3.02757     3.21522   0.0162796
         247     3.00634     3.21438   0.0162356
         248     2.98456     3.21345   0.0161966
         249      2.9612     3.21244   0.0161632
         250     2.93664     3.21134   0.0161362
         251     2.91083     3.21014   0.0161162
         252     2.88536     3.20885   0.0161037
         253     2.85873     3.20747   0.0160994
         254     2.83205     3.20599   0.0161037
         255     2.80549     3.20442    0.016117
         256     2.77847     3.20275   0.0161397
         257     2.75136       3.201   0.0161722
         258     2.72549     3.19915   0.0162142
         259     2.69952     3.19723   0.0162659
         260     2.67454     3.19521   0.0163271
         261     2.65037     3.19313   0.0163975
         262     2.62638     3.19096    0.016477
         263     2.60361     3.18873    0.016565
         264     2.58238     3.18643   0.0166607
         265     2.56106     3.18407   0.0167641
         266     2.54046     3.18165   0.0168748
         267     2.52088     3.17918   0.0169921
         268     2.50191     3.17665   0.0171156
         269     2.48385     3.17408   0.0172447
         270     2.46751     3.17146   0.0173782
         271     2.45321     3.16881    0.017515
         272     2.43957     3.16613   0.0176546
         273     2.42739     3.16342   0.0177961
         274     2.41748      3.1607   0.0179382
         275     2.40869     3.15797   0.0180802
         276     2.40156     3.15523   0.0182212
         277     2.39664     3.15249   0.0183601
         278     2.39299     3.14975   0.0184962
         279     2.39135     3.14704   0.0186286
         280     2.39127     3.14434   0.0187566
         281     2.39223     3.14166   0.0188798
         282      2.3959     3.13902   0.0189972
         283     2.40102     3.13641   0.0191082
         284     2.40727     3.13384   0.0192126
         285     2.41574     3.13132   0.0193097
         286     2.42464     3.12885   0.0193997
         287     2.43478     3.12643   0.0194822
         288     2.44647     3.12407   0.0195571
         289     2.45857     3.12177   0.0196245
         290     2.47208     3.11953   0.0196843
         291     2.48678     3.11735   0.0197364
         292     2.50123     3.11524   0.0197813
         293     2.51521      3.1132   0.0198195
         294      2.5292     3.11121   0.0198514
         295     2.54226     3.10928   0.0198776
         296     2.55415     3.10741   0.0198987
         297     2.56637     3.10558   0.0199149
         298     2.57871     3.10382   0.0199264
         299     2.58789     3.10209   0.0199343
         300     2.59522      3.1004   0.0199393
         301     2.60253     3.09875   0.0199416
         302     2.60806     3.09712   0.0199416
         303     2.61228     3.09552   0.0199399
         304     2.61445     3.09394    0.019937
         305     2.61436     3.09237   0.0199336
         306     2.61402      3.0908   0.0199296
         307     2.61205     3.08924   0.0199256
         308     2.60833     3.08768    0.019922
         309     2.60394     3.08612    0.019919
         310     2.59879     3.08455   0.0199166
         311     2.59206     3.08296   0.0199155
         312     2.58509     3.08137   0.0199154
         313     2.57779     3.07976   0.0199167
         314     2.56934     3.07813   0.0199195
         315     2.56083     3.07649   0.0199238
         316     2.55238     3.07483   0.0199297
         317     2.54338     3.07315   0.0199372
         318     2.53417     3.07146   0.0199464
         319     2.52604     3.06975   0.0199571
         320     2.51714     3.06802   0.0199693
         321     2.50851     3.06628    0.019983
         322     2.50043     3.06452    0.019998
         323     2.49224     3.06275   0.0200145
         324     2.48542     3.06097   0.0200319
         325     2.47856     3.05918   0.0200502
         326     2.47265     3.05738   0.0200693
         327     2.46749     3.05557   0.0200888
         328      2.4631     3.05377   0.0201086
         329     2.45732     3.05195    0.020129
         330     2.45355     3.05014   0.0201496
         331     2.44989     3.04833   0.0201701
         332     2.44705     3.04652   0.0201905
         333     2.44554     3.04471   0.0202104
         334     2.44439     3.04291   0.0202296
         335     2.44382     3.04113   0.0202481
         336     2.44287     3.03935    0.020266
         337     2.44319     3.03758   0.0202829
         338     2.44307     3.03582    0.020299
         339     2.44415     3.03407   0.0203141
         340     2.44565     3.03234   0.0203279
         341     2.44704     3.03062   0.0203406
         342     2.44943     3.02893    0.020352
         343      2.4518     3.02724   0.0203621
         344     2.45357     3.02558   0.0203711
         345     2.45585     3.02392   0.0203789
         346     2.45879     3.02229   0.0203853
         347      2.4611     3.02067   0.0203906
         348     2.46317     3.01907   0.0203949
         349     2.46563     3.01749    0.020398
         350     2.46695     3.01591   0.0204003
         351     2.46804     3.01435   0.0204018
         352     2.46837      3.0128   0.0204027
         353     2.46812     3.01126   0.0204032
         354     2.46681     3.00972   0.0204034
         355     2.46539     3.00819   0.0204035
         356     2.46363     3.00666   0.0204034
         357     2.46084     3.00513   0.0204035
         358     2.45804      3.0036   0.0204036
         359     2.45433     3.00207   0.0204041
         360     2.44978     3.00054    0.020405
         361     2.44568       2.999   0.0204063
         362      2.4419     2.99746   0.0204078
         363     2.43783     2.99592   0.0204098
         364     2.43382     2.99437    0.020412
         365     2.42927     2.99283   0.0204147
         366       2.425     2.99127   0.0204178
         367     2.42091     2.98972   0.0204213
         368     2.41732     2.98816   0.0204249
         369      2.4146     2.98661   0.0204286
         370     2.41259     2.98506   0.0204322
         371     2.41162     2.98351   0.0204355
         372     2.41154     2.98198   0.0204384
         373     2.41264     2.98045   0.0204405
         374     2.41452     2.97894   0.0204418
         375     2.41769     2.97744    0.020442
         376     2.42219     2.97596   0.0204409
         377     2.42805     2.97451   0.0204383
         378     2.43433     2.97308   0.0204341
         379     2.44225     2.97168   0.0204281
         380     2.45108     2.97031   0.0204202
         381     2.46058     2.96897   0.0204104
         382     2.47147     2.96767   0.0203985
         383     2.48324      2.9664   0.0203844
         384     2.49661     2.96518    0.020368
         385     2.51106       2.964   0.0203492
         386     2.52658     2.96287    0.020328
         387      2.5436     2.96178   0.0203044
         388     2.56064     2.96075   0.0202783
         389      2.5796     2.95977   0.0202499
         390     2.59848     2.95884   0.0202191
         391     2.61894     2.95798   0.0201861
         392     2.63995     2.95716   0.0201509
         393     2.66193     2.95641   0.0201136
         394     2.68458     2.95572   0.0200744
         395     2.70782      2.9551   0.0200334
         396     2.73133     2.95453   0.0199908
         397     2.75529     2.95403   0.0199467
         398     2.77886     2.95359   0.0199014
         399     2.80437     2.95321   0.0198551
         400     2.82859      2.9529   0.0198079
         401     2.85332     2.95265   0.0197601
         402     2.87775     2.95247   0.0197118
         403     2.90246     2.95234   0.0196633
         404     2.92614     2.95228   0.0196147
         405     2.94984     2.95227   0.0195663
         406     2.97318     2.95232   0.0195181
         407     2.99506     2.95243   0.0194705
         408     3.01628     2.95259   0.0194234
         409      3.0367     2.95279    0.019377
         410     3.05614     2.95304   0.0193313
         411      3.0742     2.95334   0.0192866
         412     3.09097     2.95367   0.0192426
         413      3.1053     2.95404   0.0191995
         414     3.11823     2.95444   0.0191573
         415     3.12793     2.95485   0.0191157
         416     3.13593     2.95529   0.0190747
         417     3.14257     2.95574   0.0190342
         418     3.14725      2.9562   0.0189942
         419     3.14794     2.95665   0.0189544
         420     3.14647     2.95711   0.0189146
         421     3.14253     2.95755   0.0188748
         422     3.13586     2.95797   0.0188348
         423     3.12619     2.95837   0.0187945
         424     3.11284     2.95873   0.0187537
         425     3.09801     2.95906   0.0187124
         426     3.07986     2.95934   0.0186707
         427     3.05973     2.95958   0.0186284
         428     3.03775     2.95976   0.0185858
         429     3.01362     2.95989   0.0185429
         430     2.98731     2.95995   0.0184999
         431     2.95929     2.95995    0.018457
         432     2.92981     2.95988   0.0184144
         433      2.8996     2.95974   0.0183724
         434     2.86895     2.95953   0.0183312
         435     2.83693     2.95925   0.0182912
         436     2.80385     2.95889   0.0182528
         437     2.77142     2.95846    0.018216
         438     2.73897     2.95796   0.0181813
         439     2.70677     2.95739   0.0181489
         440     2.67459     2.95675   0.0181191
         441     2.64439     2.95604   0.0180918
         442     2.61566     2.95527   0.0180673
         443     2.58814     2.95444   0.0180455
         444     2.56204     2.95356   0.0180265
         445     2.53752     2.95262   0.0180102
         446     2.51474     2.95164   0.0179965
         447     2.49506     2.95062   0.0179852
         448     2.47714     2.94956   0.0179761
         449      2.4618     2.94847   0.0179689
         450     2.44913     2.94737   0.0179632
         451     2.43918     2.94624   0.0179587
         452     2.43104      2.9451   0.0179551
         453     2.42545     2.94395    0.017952
         454      2.4229      2.9428   0.0179491
         455     2.42243     2.94166   0.0179461
         456     2.42473     2.94053   0.0179425
         457     2.42953     2.93941    0.017938
         458     2.43701     2.93831   0.0179324
         459      2.4464     2.93724   0.0179253
         460     2.45809      2.9362   0.0179166
         461     2.47175     2.93519    0.017906
         462       2.488     2.93422   0.0178934
         463     2.50576      2.9333   0.0178787
         464      2.5254     2.93242   0.0178617
         465     2.54675     2.93159   0.0178426
         466     2.57064     2.93081   0.0178211
         467     2.59473     2.93009   0.0177975
         468     2.62077     2.92943   0.0177717
         469      2.6476     2.92883    0.017744
         470     2.67552     2.92829   0.0177144
         471     2.70457     2.92782   0.0176831
         472     2.73381     2.92741   0.0176505
         473     2.76255     2.92706   0.0176166
         474     2.79156     2.92677   0.0175817
         475     2.82038     2.92655   0.0175462
         476     2.85004     2.92639     0.01751
         477     2.87842     2.92629   0.0174736
         478     2.90608     2.92625   0.0174371
         479     2.93264     2.92626   0.0174007
         480     2.95771     2.92632   0.0173646
         481     2.98217     2.92644   0.0173289
         482     3.00594     2.92661   0.0172937
         483     3.02775     2.92681   0.0172592
         484     3.04901     2.92707   0.0172253
         485     3.06826     2.92736   0.0171923
         486     3.08623     2.92769     0.01716
         487     3.10269     2.92804   0.0171285
         488     3.11816     2.92843   0.0170979
         489     3.13194     2.92885    0.017068
         490     3.14407     2.92929   0.0170388
         491      3.1558     2.92975   0.0170103
         492     3.16668     2.93023   0.0169826
         493     3.17626     2.93073   0.0169555
         494      3.1848     2.93125   0.0169289
         495      3.1928     2.93177    0.016903
         496     3.19858     2.93231   0.0168775
         497      3.2031     2.93286   0.0168523
         498     3.20851     2.93341   0.0168275
         499     3.21264     2.93397   0.0168031
         500     3.21473     2.93453   0.0167789
         501     3.21645     2.93509   0.0167548
         502     3.21657     2.93566   0.0167308
         503     3.21555     2.93621   0.0167068
         504     3.21433     2.93676   0.0166828
         505     3.21146     2.93731   0.0166586
         506     3.20739     2.93784   0.0166342
         507     3.20215     2.93836   0.0166096
         508     3.19526     2.93887   0.0165846
         509     3.18721     2.93936   0.0165592
         510     3.17755     2.93982   0.0165333
         511     3.16754     2.94027    0.016507
         512     3.15626     2.94069   0.0164801
         513     3.14424     2.94109   0.0164528
         514     3.13158     2.94146   0.0164249
         515      3.1176      2.9418   0.0163966
         516     3.10289     2.94211   0.0163678
         517     3.08896      2.9424   0.0163386
         518      3.0735     2.94265    0.016309
         519     3.05708     2.94287   0.0162791
         520     3.04002     2.94306   0.0162488
         521     3.02265     2.94321   0.0162184
         522     3.00602     2.94333   0.0161878
         523     2.98924     2.94342    0.016157
         524     2.97215     2.94347   0.0161263
         525     2.95556      2.9435   0.0160956
         526     2.93906     2.94349    0.016065
         527     2.92321     2.94345   0.0160346
         528     2.90688     2.94338   0.0160043
         529     2.89038     2.94328   0.0159744
         530     2.87452     2.94315   0.0159448
         531     2.85959     2.94299   0.0159155
         532     2.84545     2.94281   0.0158867
         533     2.83096      2.9426   0.0158583
         534     2.81762     2.94236   0.0158303
         535     2.80528     2.94211   0.0158028
         536     2.79352     2.94183   0.0157757
         537     2.78192     2.94153   0.0157492
         538     2.77153     2.94122   0.0157231
         539     2.76264     2.94089   0.0156974
         540     2.75389     2.94054   0.0156721
         541     2.74607     2.94018   0.0156473
         542     2.73994     2.93981   0.0156228
         543     2.73463     2.93943   0.0155986
         544      2.7309     2.93905   0.0155746
         545     2.72953     2.93867   0.0155508
         546     2.72913     2.93828    0.015527
         547     2.73044      2.9379   0.0155033
         548     2.73276     2.93753   0.0154795
         549     2.73706     2.93716   0.0154556
         550     2.74213     2.93681   0.0154316
         551     2.74866     2.93647   0.0154074
         552      2.7566     2.93614   0.0153829
         553     2.76661     2.93583   0.0153581
         554     2.77715     2.93555   0.0153331
         555     2.78955     2.93528   0.0153077
         556     2.80249     2.93505    0.015282
         557      2.8163     2.93483   0.0152561
         558     2.83152     2.93465   0.0152299
         559     2.84655     2.93449   0.0152034
         560     2.86238     2.93436   0.0151768
         561     2.87904     2.93426   0.0151501
         562     2.89392     2.93419   0.0151233
         563     2.90919     2.93415   0.0150965
         564     2.92441     2.93413   0.0150698
         565     2.93862     2.93414   0.0150431
         566     2.95186     2.93417   0.0150165
         567     2.96296     2.93422   0.0149901
         568     2.97317     2.93429   0.0149639
         569     2.98233     2.93437   0.0149379
         570     2.99003     2.93447    0.014912
         571      2.9964     2.93458   0.0148862
         572      2.9999     2.93469   0.0148607
         573     3.00238     2.93481   0.0148352
         574     3.00139     2.93493   0.0148098
         575     2.99885     2.93504   0.0147845
         576     2.99456     2.93514   0.0147592
         577     2.98856     2.93523   0.0147339
         578     2.98047     2.93531   0.0147086
         579     2.97111     2.93537   0.0146833
         580     2.95941     2.93541   0.0146581
         581     2.94625     2.93543   0.0146328
         582     2.93205     2.93543   0.0146077
         583     2.91555     2.93539   0.0145827
         584     2.89813     2.93533   0.0145578
         585     2.88073     2.93524   0.0145333
         586     2.86185     2.93511    0.014509
         587     2.84457     2.93496   0.0144851
         588     2.82645     2.93477   0.0144616
         589      2.8091     2.93456   0.0144387
         590     2.79197     2.93432   0.0144162
         591     2.77379     2.93405   0.0143944
         592     2.75733     2.93375   0.0143732
         593     2.74081     2.93342   0.0143526
         594     2.72531     2.93307   0.0143327
         595     2.71044      2.9327   0.0143135
         596     2.69628      2.9323    0.014295
         597     2.68363     2.93188   0.0142771
         598     2.67206     2.93145   0.0142598
         599      2.6621       2.931   0.0142431
         600     2.65255     2.93054    0.014227
         601     2.64489     2.93006   0.0142112
         602     2.63861     2.92958   0.0141959
         603     2.63373     2.92909   0.0141808
         604     2.62924     2.92859    0.014166
         605     2.62537     2.92809   0.0141514
         606     2.62255     2.92758   0.0141371
         607      2.6217     2.92708   0.0141228
         608     2.62085     2.92658   0.0141085
         609     2.62138     2.92608   0.0140942
         610     2.62324     2.92558   0.0140799
         611     2.62446     2.92509   0.0140655
         612     2.62762      2.9246   0.0140509
         613     2.63172     2.92412   0.0140361
         614     2.63502     2.92365   0.0140211
         615     2.63917     2.92319   0.0140059
         616     2.64485     2.92274   0.0139905
         617     2.65107      2.9223   0.0139747
         618     2.65684     2.92187   0.0139587
         619     2.66334     2.92145   0.0139424
         620      2.6703     2.92104   0.0139258
         621      2.6777     2.92065   0.0139089
         622     2.68526     2.92027   0.0138917
         623     2.69273     2.91991   0.0138742
         624     2.70031     2.91956   0.0138564
         625     2.70842     2.91922   0.0138384
         626     2.71655      2.9189     0.01382
         627      2.7263     2.91859   0.0138014
         628     2.73737      2.9183   0.0137825
         629     2.74727     2.91803   0.0137632
         630     2.75661     2.91777   0.0137438
         631     2.76601     2.91753   0.0137241
         632     2.77485      2.9173   0.0137042
         633     2.78325     2.91709   0.0136842
         634      2.7913     2.91689   0.0136641
         635     2.79742     2.91671   0.0136438
         636     2.80411     2.91653   0.0136235
         637     2.80952     2.91636   0.0136032
         638     2.81401      2.9162   0.0135828
         639     2.81697     2.91605   0.0135624
         640     2.81924     2.91589   0.0135421
         641     2.81855     2.91574   0.0135218
         642       2.817     2.91559   0.0135016
         643     2.81404     2.91543   0.0134816
         644     2.81061     2.91527   0.0134616
         645     2.80358      2.9151   0.0134419
         646     2.79587     2.91491   0.0134223
         647     2.78658     2.91471    0.013403
         648     2.77555      2.9145   0.0133841
         649     2.76314     2.91426   0.0133655
         650     2.74875     2.91401   0.0133473
         651     2.73375     2.91373   0.0133297
         652     2.71808     2.91343   0.0133126
         653     2.70144     2.91311   0.0132962
         654     2.68501     2.91276   0.0132805
         655     2.66826     2.91239   0.0132654
         656     2.65144     2.91199   0.0132512
         657     2.63449     2.91157   0.0132377
         658     2.61718     2.91112   0.0132252
         659     2.60066     2.91065   0.0132135
         660      2.5849     2.91015   0.0132027
         661     2.56915     2.90964   0.0131928
         662     2.55575      2.9091   0.0131837
         663     2.54272     2.90855   0.0131754
         664     2.53142     2.90798   0.0131678
         665      2.5232      2.9074   0.0131607
         666     2.51601     2.90682    0.013154
         667     2.51023     2.90622   0.0131477
         668     2.50569     2.90562   0.0131417
         669     2.50271     2.90502   0.0131359
         670     2.50303     2.90442     0.01313
         671     2.50548     2.90383   0.0131238
         672     2.51054     2.90324   0.0131174
         673     2.51701     2.90267   0.0131104
         674     2.52533     2.90211   0.0131029
         675     2.53619     2.90156   0.0130947
         676     2.54902     2.90104   0.0130857
         677     2.56397     2.90054   0.0130759
         678     2.58043     2.90007   0.0130651
         679     2.59829     2.89963   0.0130534
         680      2.6186     2.89922   0.0130408
         681     2.63975     2.89883   0.0130272
         682     2.66204     2.89849   0.0130127
         683     2.68602     2.89818   0.0129974
         684     2.70932      2.8979   0.0129813
         685      2.7344     2.89766   0.0129645
         686     2.75891     2.89746   0.0129472
         687     2.78385     2.89729   0.0129294
         688     2.80832     2.89716   0.0129113
         689     2.83432     2.89707   0.0128929
         690     2.85929     2.89702   0.0128743
         691     2.88332       2.897   0.0128557
         692     2.90629     2.89701   0.0128371
         693     2.92908     2.89706   0.0128187
         694     2.95041     2.89713   0.0128004
         695     2.97335     2.89724   0.0127825
         696      2.9933     2.89738   0.0127649
         697     3.01217     2.89755   0.0127476
         698     3.03144     2.89774   0.0127308
         699     3.04945     2.89796   0.0127144
         700     3.06647      2.8982   0.0126985
         701     3.08425     2.89846   0.0126832
         702     3.10093     2.89875   0.0126684
         703     3.11658     2.89906   0.0126542
         704     3.13151     2.89939   0.0126405
         705     3.14675     2.89974   0.0126274
         706     3.16093     2.90011    0.012615
         707     3.17432      2.9005   0.0126031
         708     3.18844     2.90091   0.0125919
         709     3.20165     2.90133   0.0125812
         710     3.21613     2.90177   0.0125713
         711     3.22879     2.90223   0.0125621
         712     3.24181     2.90271   0.0125535
         713     3.25496      2.9032   0.0125456
         714     3.26823     2.90372   0.0125384
         715     3.28114     2.90424    0.012532
         716      3.2932     2.90479   0.0125263
         717     3.30583     2.90535   0.0125213
         718     3.31853     2.90592    0.012517
         719     3.33152     2.90651   0.0125136
         720     3.34332     2.90712   0.0125109
         721     3.35486     2.90774    0.012509
         722     3.36683     2.90838   0.0125078
         723     3.37775     2.90903   0.0125074
         724      3.3883     2.90969   0.0125076
         725     3.39746     2.91036   0.0125084
         726     3.40736     2.91105   0.0125099
         727     3.41697     2.91174    0.012512
         728     3.42649     2.91245   0.0125148
         729      3.4356     2.91317   0.0125182
         730     3.44232     2.91389    0.012522
         731     3.44874     2.91462   0.0125263
         732     3.45503     2.91536   0.0125309
         733     3.46016      2.9161   0.0125358
         734     3.46356     2.91685   0.0125409
         735     3.46612      2.9176   0.0125461
         736     3.46826     2.91835   0.0125513
         737     3.46893     2.91909   0.0125565
         738     3.46833     2.91984   0.0125615
