#BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         225    -5.14599    -5.12315  0.00408461
         226    -5.14299    -5.12324  0.00406748
         227    -5.13994    -5.12331  0.00405023
         228    -5.13687    -5.12337   0.0040329
         229     -5.1343    -5.12342  0.00401557
         230    -5.13166    -5.12346  0.00399827
         231    -5.12975    -5.12348  0.00398105
         232    -5.12712     -5.1235  0.00396393
         233    -5.12592    -5.12351  0.00394693
         234    -5.12559    -5.12352  0.00393007
         235    -5.12541    -5.12353  0.00391335
         236    -5.12496    -5.12353  0.00389678
         237     -5.1255    -5.12354  0.00388034
         238    -5.12673    -5.12355  0.00386406
         239    -5.12839    -5.12357  0.00384795
         240    -5.13032     -5.1236  0.00383202
         241    -5.13328    -5.12364  0.00381633
         242    -5.13668     -5.1237  0.00380094
         243    -5.14004    -5.12376  0.00378589
         244     -5.1444    -5.12385  0.00377132
         245    -5.14913    -5.12395  0.00375734
         246    -5.15404    -5.12407  0.00374405
         247       -5.16    -5.12422  0.00373172
         248    -5.16591    -5.12439  0.00372046
         249    -5.17247    -5.12458  0.00371052
         250    -5.17948     -5.1248  0.00370218
         251    -5.18704    -5.12505  0.00369572
         252    -5.19419    -5.12532  0.00369123
         253    -5.20193    -5.12562  0.00368904
         254    -5.20962    -5.12596   0.0036893
         255    -5.21719    -5.12631  0.00369214
         256    -5.22506     -5.1267  0.00369782
         257    -5.23303    -5.12711   0.0037065
         258    -5.24032    -5.12755  0.00371802
         259     -5.2478    -5.12802  0.00373254
         260    -5.25482     -5.1285  0.00374991
         261    -5.26153    -5.12901  0.00377002
         262    -5.26834    -5.12954  0.00379295
         263    -5.27463     -5.1301  0.00381844
         264    -5.28024    -5.13066   0.0038461
         265    -5.28619    -5.13125   0.0038761
         266    -5.29202    -5.13186  0.00390836
         267    -5.29755    -5.13248  0.00394268
         268    -5.30306    -5.13311  0.00397902
         269     -5.3084    -5.13376  0.00401723
         270    -5.31307    -5.13443  0.00405687
         271     -5.3169     -5.1351   0.0040974
         272    -5.32079    -5.13579  0.00413881
         273    -5.32424    -5.13648  0.00418083
         274    -5.32678    -5.13717  0.00422287
         275    -5.32915    -5.13787  0.00426483
         276    -5.33102    -5.13857  0.00430641
         277    -5.33206    -5.13927  0.00434715
         278    -5.33288    -5.13996  0.00438694
         279      -5.333    -5.14065  0.00442544
         280    -5.33272    -5.14134  0.00446248
         281    -5.33235    -5.14202  0.00449807
         282    -5.33083    -5.14269  0.00453167
         283    -5.32893    -5.14335   0.0045632
         284    -5.32683    -5.14399  0.00459264
         285    -5.32381    -5.14463  0.00461966
         286    -5.32095    -5.14524  0.00464446
         287    -5.31769    -5.14584  0.00466698
         288    -5.31379    -5.14643  0.00468707
         289    -5.30991    -5.14699  0.00470487
         290    -5.30535    -5.14754  0.00472023
         291    -5.30019    -5.14806  0.00473307
         292    -5.29525    -5.14857  0.00474363
         293    -5.29061    -5.14905  0.00475215
         294    -5.28589    -5.14952  0.00475872
         295    -5.28161    -5.14996  0.00476361
         296    -5.27785     -5.1504  0.00476707
         297    -5.27362    -5.15081  0.00476904
         298    -5.26898    -5.15121  0.00476949
         299    -5.26596    -5.15159  0.00476896
         300    -5.26368    -5.15196  0.00476768
         301    -5.26098    -5.15233  0.00476557
         302    -5.25893    -5.15268  0.00476285
         303    -5.25723    -5.15303  0.00475961
         304    -5.25635    -5.15337  0.00475607
         305    -5.25643     -5.1537  0.00475247
         306    -5.25623    -5.15404  0.00474874
         307    -5.25664    -5.15437  0.00474501
         308    -5.25777    -5.15471  0.00474147
         309    -5.25897    -5.15505  0.00473811
         310    -5.26035    -5.15539  0.00473499
         311    -5.26247    -5.15573  0.00473227
         312    -5.26452    -5.15608  0.00472993
         313     -5.2666    -5.15643  0.00472798
         314    -5.26928    -5.15679  0.00472656
         315     -5.2719    -5.15716  0.00472566
         316    -5.27444    -5.15753  0.00472526
         317    -5.27729     -5.1579  0.00472543
         318    -5.28029    -5.15829  0.00472622
         319    -5.28264    -5.15868  0.00472745
         320    -5.28554    -5.15908  0.00472927
         321    -5.28836    -5.15948  0.00473166
         322    -5.29093    -5.15989  0.00473454
         323    -5.29368     -5.1603  0.00473797
         324     -5.2957    -5.16072  0.00474174
         325    -5.29789    -5.16114   0.0047459
         326    -5.29963    -5.16157  0.00475031
         327    -5.30107    -5.16199   0.0047549
         328    -5.30219    -5.16242  0.00475958
         329    -5.30436    -5.16285  0.00476463
         330    -5.30545    -5.16328  0.00476974
         331    -5.30667    -5.16372  0.00477496
         332    -5.30755    -5.16415   0.0047802
         333     -5.3078    -5.16458  0.00478527
         334    -5.30802    -5.16501  0.00479017
         335    -5.30805    -5.16544  0.00479486
         336    -5.30851    -5.16586  0.00479946
         337    -5.30835    -5.16629  0.00480381
         338    -5.30863    -5.16671  0.00480802
         339     -5.3083    -5.16713  0.00481194
         340    -5.30784    -5.16754  0.00481556
         341    -5.30757    -5.16795  0.00481891
         342    -5.30676    -5.16836  0.00482189
         343    -5.30603    -5.16876   0.0048245
         344    -5.30572    -5.16916  0.00482688
         345     -5.3051    -5.16955  0.00482895
         346    -5.30404    -5.16994  0.00483061
         347    -5.30334    -5.17032  0.00483196
         348    -5.30272     -5.1707  0.00483303
         349    -5.30176    -5.17108  0.00483375
         350     -5.3014    -5.17145  0.00483426
         351    -5.30104    -5.17182  0.00483456
         352    -5.30101    -5.17219  0.00483474
         353    -5.30118    -5.17255  0.00483483
         354    -5.30184    -5.17292  0.00483495
         355    -5.30241    -5.17328  0.00483507
         356    -5.30303    -5.17365  0.00483521
         357    -5.30414    -5.17401  0.00483546
         358    -5.30511    -5.17438   0.0048358
         359    -5.30655    -5.17475  0.00483632
         360    -5.30842    -5.17512  0.00483712
         361    -5.30994    -5.17549  0.00483812
         362    -5.31122    -5.17587  0.00483926
         363     -5.3127    -5.17624  0.00484059
         364    -5.31417    -5.17662   0.0048421
         365    -5.31605      -5.177  0.00484388
         366    -5.31786    -5.17739  0.00484591
         367     -5.3197    -5.17778  0.00484819
         368    -5.32139    -5.17817   0.0048507
         369    -5.32276    -5.17856  0.00485335
         370     -5.3239    -5.17895  0.00485611
         371    -5.32465    -5.17934  0.00485887
         372    -5.32513    -5.17974  0.00486159
         373    -5.32517    -5.18013  0.00486417
         374    -5.32506    -5.18051  0.00486657
         375    -5.32446     -5.1809  0.00486871
         376    -5.32338    -5.18128  0.00487049
         377     -5.3218    -5.18165  0.00487181
         378    -5.32032    -5.18202  0.00487271
         379    -5.31818    -5.18238  0.00487309
         380    -5.31584    -5.18273   0.0048729
         381    -5.31344    -5.18307  0.00487217
         382    -5.31054     -5.1834  0.00487083
         383    -5.30744    -5.18373  0.00486887
         384    -5.30369    -5.18404  0.00486621
         385    -5.29961    -5.18434  0.00486282
         386    -5.29519    -5.18463  0.00485869
         387    -5.29015     -5.1849  0.00485378
         388    -5.28541    -5.18516  0.00484818
         389    -5.27975     -5.1854  0.00484181
         390    -5.27442    -5.18563  0.00483477
         391    -5.26837    -5.18584  0.00482704
         392    -5.26221    -5.18604  0.00481865
         393    -5.25566    -5.18621  0.00480965
         394    -5.24888    -5.18637  0.00480007
         395    -5.24191    -5.18651  0.00478997
         396     -5.2349    -5.18664  0.00477944
         397    -5.22773    -5.18674  0.00476852
         398    -5.22089    -5.18683  0.00475731
         399    -5.21288    -5.18689  0.00474583
         400    -5.20571    -5.18694   0.0047342
         401    -5.19818    -5.18697  0.00472248
         402     -5.1908    -5.18698  0.00471074
         403    -5.18313    -5.18697  0.00469906
         404    -5.17598    -5.18694  0.00468751
         405    -5.16863    -5.18689  0.00467615
         406    -5.16126    -5.18683  0.00466506
         407    -5.15454    -5.18675  0.00465428
         408     -5.1479    -5.18666  0.00464384
         409    -5.14138    -5.18654  0.00463381
         410    -5.13505    -5.18642  0.00462421
         411    -5.12909    -5.18628  0.00461506
         412    -5.12342    -5.18613  0.00460638
         413    -5.11869    -5.18596  0.00459812
         414     -5.1142    -5.18579  0.00459028
         415    -5.11106    -5.18561  0.00458275
         416    -5.10827    -5.18542   0.0045755
         417    -5.10555    -5.18523  0.00456854
         418    -5.10327    -5.18504  0.00456181
         419    -5.10266    -5.18484  0.00455516
         420    -5.10255    -5.18464  0.00454852
         421    -5.10312    -5.18445  0.00454184
         422    -5.10452    -5.18426  0.00453503
         423    -5.10693    -5.18408  0.00452799
         424    -5.11079    -5.18391  0.00452061
         425    -5.11472    -5.18374   0.0045129
         426    -5.11993    -5.18359  0.00450479
         427    -5.12561    -5.18346  0.00449629
         428    -5.13173    -5.18334  0.00448741
         429    -5.13854    -5.18323  0.00447816
         430    -5.14612    -5.18315  0.00446858
         431    -5.15425    -5.18308  0.00445871
         432    -5.16286    -5.18303  0.00444864
         433    -5.17157    -5.18301  0.00443844
         434    -5.18029      -5.183  0.00442822
         435    -5.18969    -5.18301  0.00441807
         436    -5.19969    -5.18305   0.0044081
         437    -5.20927    -5.18311  0.00439842
         438    -5.21897    -5.18319  0.00438914
         439    -5.22869     -5.1833  0.00438036
         440    -5.23866    -5.18342  0.00437222
         441    -5.24775    -5.18357  0.00436473
         442    -5.25632    -5.18373  0.00435796
         443    -5.26463    -5.18392  0.00435195
         444    -5.27261    -5.18412  0.00434673
         445     -5.2802    -5.18433  0.00434232
         446    -5.28736    -5.18456  0.00433872
         447    -5.29329    -5.18481  0.00433583
         448    -5.29885    -5.18506  0.00433362
         449    -5.30358    -5.18533    0.004332
         450    -5.30744     -5.1856  0.00433086
         451    -5.31041    -5.18587  0.00433009
         452    -5.31309    -5.18616  0.00432965
         453    -5.31501    -5.18644  0.00432943
         454    -5.31588    -5.18672  0.00432927
         455    -5.31629    -5.18701  0.00432911
         456    -5.31581    -5.18729  0.00432882
         457    -5.31459    -5.18757   0.0043283
         458     -5.3125    -5.18784  0.00432744
         459    -5.31001    -5.18811  0.00432618
         460    -5.30684    -5.18837  0.00432447
         461    -5.30318    -5.18862  0.00432226
         462     -5.2986    -5.18885  0.00431945
         463    -5.29373    -5.18908  0.00431606
         464    -5.28832    -5.18929  0.00431205
         465     -5.2824     -5.1895  0.00430743
         466    -5.27542    -5.18968  0.00430213
         467     -5.2688    -5.18985  0.00429625
         468    -5.26136       -5.19  0.00428979
         469    -5.25378    -5.19014  0.00428279
         470     -5.2458    -5.19026  0.00427532
         471    -5.23735    -5.19036  0.00426741
         472    -5.22894    -5.19044  0.00425915
         473    -5.22094     -5.1905  0.00425064
         474     -5.2128    -5.19055  0.00424193
         475    -5.20474    -5.19058   0.0042331
         476    -5.19605    -5.19059  0.00422423
         477    -5.18802    -5.19059  0.00421537
         478    -5.18022    -5.19056  0.00420661
         479    -5.17287    -5.19053  0.00419799
         480    -5.16615    -5.19048  0.00418955
         481    -5.15948    -5.19041  0.00418134
         482    -5.15289    -5.19033  0.00417339
         483    -5.14715    -5.19024   0.0041657
         484    -5.14135    -5.19014  0.00415832
         485    -5.13641    -5.19003  0.00415122
         486    -5.13187    -5.18991  0.00414441
         487    -5.12786    -5.18979  0.00413786
         488    -5.12408    -5.18965  0.00413157
         489    -5.12095    -5.18951  0.00412551
         490    -5.11847    -5.18937  0.00411963
         491    -5.11586    -5.18922  0.00411396
         492     -5.1134    -5.18906  0.00410848
         493    -5.11138     -5.1889  0.00410317
         494    -5.10964    -5.18874    0.004098
         495    -5.10787    -5.18858  0.00409298
         496    -5.10713    -5.18842  0.00408802
         497    -5.10679    -5.18825  0.00408309
         498    -5.10552    -5.18809  0.00407827
         499    -5.10467    -5.18792  0.00407352
         500     -5.1047    -5.18775  0.00406877
         501    -5.10456    -5.18759  0.00406404
         502    -5.10502    -5.18742  0.00405927
         503    -5.10578    -5.18726  0.00405444
         504    -5.10624     -5.1871  0.00404959
         505    -5.10731    -5.18694  0.00404465
         506    -5.10871    -5.18679  0.00403961
         507    -5.11043    -5.18664  0.00403445
         508    -5.11277    -5.18649  0.00402912
         509    -5.11542    -5.18635  0.00402363
         510    -5.11869    -5.18622  0.00401792
         511    -5.12179    -5.18609  0.00401204
         512    -5.12534    -5.18597  0.00400596
         513      -5.129    -5.18586  0.00399969
         514    -5.13275    -5.18576  0.00399324
         515    -5.13703    -5.18566  0.00398661
         516    -5.14151    -5.18558   0.0039798
         517    -5.14526     -5.1855  0.00397287
         518    -5.14976    -5.18543  0.00396579
         519    -5.15469    -5.18537   0.0039586
         520    -5.15987    -5.18532  0.00395129
         521    -5.16512    -5.18528  0.00394389
         522    -5.16982    -5.18525  0.00393645
         523    -5.17455    -5.18523  0.00392898
         524    -5.17942    -5.18522  0.00392149
         525    -5.18398    -5.18522  0.00391402
         526    -5.18849    -5.18523  0.00390659
         527    -5.19263    -5.18524   0.0038992
         528    -5.19714    -5.18526  0.00389188
         529    -5.20183    -5.18529  0.00388465
         530    -5.20624    -5.18533  0.00387752
         531     -5.2102    -5.18538   0.0038705
         532    -5.21383    -5.18543   0.0038636
         533    -5.21786     -5.1855  0.00385683
         534    -5.22137    -5.18556  0.00385019
         535    -5.22449    -5.18564  0.00384368
         536    -5.22749    -5.18571   0.0038373
         537    -5.23066     -5.1858  0.00383107
         538    -5.23337    -5.18589  0.00382497
         539    -5.23544    -5.18598  0.00381898
         540    -5.23777    -5.18607  0.00381311
         541    -5.23987    -5.18617  0.00380736
         542    -5.24128    -5.18627  0.00380169
         543    -5.24257    -5.18638   0.0037961
         544    -5.24328    -5.18648  0.00379056
         545    -5.24293    -5.18659  0.00378502
         546    -5.24241    -5.18669  0.00377947
         547    -5.24126    -5.18679  0.00377388
         548    -5.23992    -5.18689  0.00376824
         549     -5.2378    -5.18698  0.00376251
         550    -5.23563    -5.18707  0.00375671
         551    -5.23298    -5.18715  0.00375082
         552    -5.22986    -5.18723  0.00374482
         553    -5.22584     -5.1873   0.0037387
         554    -5.22185    -5.18736  0.00373247
         555    -5.21703    -5.18741  0.00372613
         556    -5.21215    -5.18746  0.00371969
         557    -5.20698    -5.18749  0.00371318
         558    -5.20111    -5.18752  0.00370661
         559     -5.1955    -5.18753      0.0037
         560    -5.18947    -5.18753   0.0036934
         561    -5.18293    -5.18753  0.00368682
         562    -5.17746    -5.18751  0.00368031
         563    -5.17162    -5.18748  0.00367388
         564    -5.16564    -5.18744  0.00366757
         565    -5.16004    -5.18739   0.0036614
         566    -5.15474    -5.18734  0.00365538
         567    -5.15041    -5.18727  0.00364952
         568    -5.14622     -5.1872  0.00364381
         569    -5.14221    -5.18712  0.00363826
         570     -5.1386    -5.18703  0.00363287
         571    -5.13527    -5.18694  0.00362764
         572    -5.13316    -5.18685  0.00362252
         573    -5.13109    -5.18675   0.0036175
         574    -5.13059    -5.18665  0.00361252
         575    -5.13046    -5.18656  0.00360756
         576    -5.13083    -5.18646   0.0036026
         577    -5.13169    -5.18636   0.0035976
         578    -5.13332    -5.18627  0.00359255
         579    -5.13522    -5.18618  0.00358743
         580    -5.13811     -5.1861   0.0035822
         581     -5.1415    -5.18602  0.00357686
         582    -5.14516    -5.18595   0.0035714
         583    -5.14996    -5.18589  0.00356581
         584    -5.15507    -5.18584  0.00356009
         585    -5.15997     -5.1858  0.00355428
         586    -5.16566    -5.18576  0.00354838
         587    -5.17027    -5.18574  0.00354244
         588     -5.1754    -5.18572  0.00353645
         589    -5.18008    -5.18571  0.00353046
         590     -5.1847    -5.18571  0.00352448
         591    -5.19012    -5.18571  0.00351852
         592    -5.19464    -5.18573  0.00351261
         593    -5.19942    -5.18575  0.00350677
         594    -5.20383    -5.18578  0.00350099
         595    -5.20812    -5.18582  0.00349531
         596    -5.21228    -5.18586  0.00348973
         597    -5.21583    -5.18591  0.00348424
         598    -5.21905    -5.18597  0.00347886
         599    -5.22164    -5.18603  0.00347356
         600    -5.22434    -5.18609  0.00346836
         601    -5.22624    -5.18616  0.00346323
         602    -5.22765    -5.18623  0.00345816
         603    -5.22857     -5.1863  0.00345314
         604    -5.22961    -5.18637  0.00344817
         605    -5.23064    -5.18644  0.00344324
         606    -5.23135    -5.18652  0.00343836
         607    -5.23117    -5.18659  0.00343348
         608    -5.23132    -5.18667  0.00342862
         609    -5.23091    -5.18674  0.00342376
         610    -5.22995    -5.18681  0.00341888
         611    -5.22968    -5.18688  0.00341401
         612    -5.22845    -5.18695   0.0034091
         613    -5.22688    -5.18701  0.00340417
         614    -5.22605    -5.18708  0.00339922
         615     -5.2249    -5.18714  0.00339424
         616    -5.22299     -5.1872  0.00338923
         617    -5.22094    -5.18725  0.00338418
         618    -5.21936     -5.1873   0.0033791
         619    -5.21749    -5.18735    0.003374
         620     -5.2155     -5.1874  0.00336886
         621    -5.21339    -5.18744   0.0033637
         622    -5.21131    -5.18748  0.00335851
         623    -5.20943    -5.18751   0.0033533
         624     -5.2076    -5.18754  0.00334808
         625    -5.20553    -5.18757  0.00334285
         626    -5.20353     -5.1876  0.00333761
         627    -5.20057    -5.18762  0.00333235
         628    -5.19681    -5.18763  0.00332707
         629     -5.1938    -5.18764   0.0033218
         630     -5.1911    -5.18765  0.00331653
         631    -5.18829    -5.18765  0.00331127
         632    -5.18573    -5.18765  0.00330603
         633     -5.1833    -5.18764  0.00330082
         634    -5.18088    -5.18763  0.00329563
         635    -5.17945    -5.18762  0.00329047
         636    -5.17737     -5.1876  0.00328533
         637    -5.17577    -5.18758  0.00328023
         638    -5.17437    -5.18756  0.00327515
         639    -5.17353    -5.18754   0.0032701
         640    -5.17269    -5.18752  0.00326507
         641    -5.17323    -5.18749  0.00326005
         642    -5.17382    -5.18747  0.00325504
         643     -5.1748    -5.18745  0.00325004
         644    -5.17556    -5.18743  0.00324505
         645    -5.17808    -5.18742  0.00324005
         646    -5.18053    -5.18741  0.00323505
         647    -5.18351     -5.1874  0.00323006
         648    -5.18713     -5.1874  0.00322507
         649    -5.19121    -5.18741  0.00322011
         650    -5.19618    -5.18742  0.00321518
         651    -5.20121    -5.18744  0.00321031
         652    -5.20641    -5.18747  0.00320552
         653    -5.21202    -5.18751  0.00320083
         654    -5.21737    -5.18756  0.00319626
         655    -5.22285    -5.18761  0.00319184
         656    -5.22838    -5.18767  0.00318758
         657    -5.23406    -5.18774  0.00318351
         658    -5.24011    -5.18782  0.00317966
         659    -5.24585    -5.18791  0.00317606
         660    -5.25139    -5.18801   0.0031727
         661    -5.25726    -5.18811  0.00316963
         662    -5.26203    -5.18822  0.00316681
         663    -5.26701    -5.18834  0.00316426
         664     -5.2714    -5.18847  0.00316197
