#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
          75    -3.27189    -5.09638   0.0965693
          76    -3.20519    -5.07149   0.0984525
          77      -3.138    -5.04638    0.100325
          78    -3.07161    -5.02107    0.102183
          79    -3.00418    -4.99554     0.10403
          80    -2.93844    -4.96982     0.10586
          81    -2.87325    -4.94394    0.107671
          82    -2.80895     -4.9179    0.109461
          83    -2.74488    -4.89172    0.111229
          84    -2.68112     -4.8654    0.112975
          85     -2.6187    -4.83897    0.114696
          86     -2.5572    -4.81244    0.116391
          87    -2.49694    -4.78583    0.118057
          88    -2.43798    -4.75915    0.119692
          89    -2.38014    -4.73241    0.121295
          90    -2.32323    -4.70565    0.122866
          91    -2.26731    -4.67885    0.124403
          92    -2.21315    -4.65205    0.125905
          93     -2.1596    -4.62525    0.127372
          94    -2.10815    -4.59847    0.128801
          95    -2.05837    -4.57173    0.130191
          96    -2.00957    -4.54504    0.131542
          97    -1.96179    -4.51841    0.132854
          98    -1.91604    -4.49186    0.134126
          99    -1.87185    -4.46539    0.135357
         100    -1.82927    -4.43903    0.136546
         101    -1.78809    -4.41279    0.137694
         102    -1.74856    -4.38667    0.138799
         103    -1.71119    -4.36069    0.139861
         104    -1.67528    -4.33487     0.14088
         105    -1.64084    -4.30921    0.141855
         106    -1.60813    -4.28373    0.142787
         107    -1.57738    -4.25844    0.143675
         108    -1.54862    -4.23335    0.144519
         109    -1.52037    -4.20846    0.145321
         110    -1.49434    -4.18378     0.14608
         111    -1.47026    -4.15934    0.146795
         112    -1.44811    -4.13513    0.147467
         113    -1.42741    -4.11117    0.148096
         114    -1.40859    -4.08746    0.148682
         115    -1.39115    -4.06401    0.149226
         116     -1.3765    -4.04085    0.149727
         117    -1.36195    -4.01795    0.150188
         118    -1.34937    -3.99533    0.150608
         119      -1.338      -3.973    0.150989
         120    -1.32801    -3.95096    0.151331
         121    -1.31985    -3.92922    0.151635
         122    -1.31271    -3.90777    0.151901
         123    -1.30702    -3.88663    0.152131
         124    -1.30295    -3.86579    0.152324
         125    -1.29875    -3.84525    0.152483
         126    -1.29674    -3.82503    0.152609
         127     -1.2947     -3.8051    0.152702
         128    -1.29303    -3.78548    0.152765
         129    -1.29359    -3.76616    0.152797
         130    -1.29342    -3.74714    0.152801
         131    -1.29436    -3.72842    0.152778
         132    -1.29588    -3.70999    0.152728
         133    -1.29814    -3.69185    0.152652
         134    -1.30036    -3.67401    0.152553
         135    -1.30297    -3.65644     0.15243
         136    -1.30589    -3.63916    0.152286
         137    -1.30957    -3.62216    0.152121
         138    -1.31323    -3.60542    0.151936
         139    -1.31705    -3.58896    0.151732
         140    -1.32101    -3.57276    0.151511
         141    -1.32553    -3.55682    0.151272
         142    -1.32986    -3.54114    0.151018
         143     -1.3347    -3.52571    0.150748
         144    -1.33881    -3.51052    0.150464
         145    -1.34288    -3.49558    0.150167
         146    -1.34714    -3.48086    0.149858
         147    -1.35085    -3.46637    0.149537
         148     -1.3547     -3.4521    0.149206
         149    -1.35821    -3.43805    0.148865
         150    -1.36184    -3.42421    0.148515
         151    -1.36583    -3.41058    0.148155
         152    -1.36969    -3.39715    0.147788
         153    -1.37365    -3.38392    0.147412
         154    -1.37723    -3.37089     0.14703
         155    -1.37923    -3.35804    0.146642
         156    -1.38253    -3.34538    0.146248
         157    -1.38569     -3.3329    0.145848
         158     -1.3892     -3.3206    0.145442
         159    -1.39184    -3.30847    0.145033
         160    -1.39387     -3.2965    0.144619
         161    -1.39625     -3.2847    0.144202
         162    -1.39778    -3.27305    0.143781
         163    -1.39894    -3.26155    0.143358
         164    -1.40095    -3.25021    0.142932
         165    -1.40307    -3.23901    0.142504
         166    -1.40484    -3.22796    0.142073
         167     -1.4065    -3.21706     0.14164
         168     -1.4078    -3.20629    0.141206
         169    -1.40876    -3.19565     0.14077
         170    -1.40961    -3.18514    0.140334
         171    -1.40965    -3.17476    0.139897
         172    -1.41175    -3.16451    0.139458
         173    -1.41303    -3.15439    0.139019
         174    -1.41374    -3.14438     0.13858
         175    -1.41436     -3.1345     0.13814
         176    -1.41441    -3.12472      0.1377
         177    -1.41558    -3.11507    0.137261
         178    -1.41546    -3.10552    0.136821
         179    -1.41599    -3.09608    0.136382
         180    -1.41573    -3.08674    0.135943
         181    -1.41564    -3.07751    0.135506
         182    -1.41597    -3.06838    0.135068
         183    -1.41601    -3.05935    0.134632
         184      -1.416    -3.05042    0.134196
         185    -1.41595    -3.04159    0.133761
         186    -1.41587    -3.03285    0.133327
         187    -1.41552     -3.0242    0.132894
         188    -1.41516    -3.01564    0.132463
         189    -1.41527    -3.00717    0.132032
         190    -1.41515    -2.99879    0.131603
         191     -1.4148     -2.9905    0.131175
         192    -1.41495    -2.98229    0.130748
         193    -1.41513    -2.97417    0.130323
         194     -1.4151    -2.96614    0.129898
         195    -1.41513    -2.95818    0.129476
         196    -1.41495    -2.95031    0.129054
         197    -1.41531    -2.94252    0.128634
         198    -1.41549    -2.93481    0.128215
         199    -1.41571    -2.92717    0.127798
         200    -1.41575    -2.91961    0.127382
         201    -1.41633    -2.91214    0.126968
         202    -1.41598    -2.90473    0.126555
         203     -1.4164     -2.8974    0.126144
         204    -1.41685    -2.89014    0.125734
         205    -1.41732    -2.88296    0.125326
         206    -1.41804    -2.87584    0.124919
         207    -1.41925    -2.86881    0.124514
         208    -1.41995    -2.86184     0.12411
         209    -1.42038    -2.85494    0.123708
         210    -1.42052    -2.84811    0.123307
         211    -1.42036    -2.84135    0.122908
         212    -1.42013    -2.83464    0.122511
         213    -1.42004      -2.828    0.122116
         214     -1.4196    -2.82142    0.121722
         215    -1.42001     -2.8149    0.121331
         216    -1.42028    -2.80845     0.12094
         217    -1.42066    -2.80205    0.120552
         218    -1.41967    -2.79571    0.120166
         219    -1.41925    -2.78942    0.119781
         220    -1.41843    -2.78319    0.119399
         221    -1.41695    -2.77701    0.119019
         222    -1.41579    -2.77088     0.11864
         223    -1.41421     -2.7648    0.118264
         224    -1.41222    -2.75876     0.11789
         225    -1.41032    -2.75276    0.117519
         226    -1.40897    -2.74682    0.117149
         227      -1.407    -2.74092    0.116781
         228    -1.40513    -2.73506    0.116416
         229    -1.40314    -2.72924    0.116053
         230    -1.40127    -2.72347    0.115692
         231    -1.39883    -2.71773    0.115333
         232     -1.3963    -2.71204    0.114976
         233    -1.39467    -2.70638    0.114622
         234    -1.39276    -2.70077    0.114269
         235    -1.39058    -2.69519    0.113919
         236    -1.38815    -2.68966    0.113571
         237    -1.38623    -2.68416    0.113225
         238    -1.38337    -2.67869    0.112881
         239    -1.38081    -2.67326    0.112539
         240    -1.37809    -2.66786      0.1122
         241    -1.37596     -2.6625    0.111862
         242    -1.37299    -2.65717    0.111527
         243    -1.37017    -2.65188    0.111193
         244    -1.36801    -2.64662    0.110862
         245    -1.36556    -2.64139    0.110533
         246    -1.36404    -2.63619    0.110205
         247    -1.36228    -2.63104     0.10988
         248    -1.36077    -2.62592    0.109556
         249    -1.36027    -2.62083    0.109234
         250    -1.35959    -2.61579    0.108913
         251    -1.35947    -2.61078    0.108594
         252    -1.36016    -2.60582    0.108277
         253    -1.36025     -2.6009    0.107961
         254    -1.35951    -2.59601    0.107646
         255    -1.36084    -2.59116    0.107333
         256    -1.36256    -2.58637    0.107021
         257    -1.36494    -2.58161     0.10671
         258     -1.3675    -2.57691      0.1064
         259    -1.37048    -2.57225    0.106091
         260    -1.37463    -2.56764    0.105783
         261    -1.37872    -2.56309    0.105476
         262    -1.38252    -2.55858     0.10517
         263    -1.38676    -2.55413    0.104864
         264     -1.3919    -2.54972    0.104559
         265    -1.39723    -2.54537    0.104255
         266     -1.4032    -2.54108    0.103952
         267    -1.41004    -2.53684    0.103648
         268    -1.41701    -2.53267    0.103346
         269    -1.42315    -2.52854    0.103044
         270    -1.43057    -2.52447    0.102743
         271    -1.43831    -2.52047    0.102442
         272    -1.44561    -2.51652    0.102141
         273    -1.45366    -2.51262    0.101841
         274    -1.46217    -2.50879    0.101542
         275    -1.47185    -2.50502    0.101242
         276    -1.48073    -2.50131    0.100944
         277    -1.48952    -2.49765    0.100645
         278    -1.49866    -2.49406    0.100347
         279    -1.50787    -2.49053     0.10005
         280     -1.5169    -2.48705   0.0997529
         281    -1.52619    -2.48363   0.0994565
         282    -1.53595    -2.48027   0.0991606
         283    -1.54543    -2.47696   0.0988652
         284    -1.55509    -2.47372   0.0985704
         285    -1.56443    -2.47053   0.0982761
         286    -1.57365    -2.46739   0.0979825
         287    -1.58202    -2.46431   0.0976897
         288    -1.59023    -2.46127   0.0973976
         289    -1.59875    -2.45829   0.0971063
         290    -1.60659    -2.45535   0.0968159
         291    -1.61422    -2.45246   0.0965263
         292    -1.62187    -2.44962   0.0962376
         293       -1.63    -2.44682   0.0959498
         294    -1.63812    -2.44407   0.0956629
         295    -1.64549    -2.44136   0.0953769
         296    -1.65259     -2.4387   0.0950919
         297    -1.65892    -2.43607    0.094808
         298    -1.66496    -2.43348   0.0945251
         299    -1.67166    -2.43094   0.0942433
         300    -1.67709    -2.42842   0.0939627
         301    -1.68245    -2.42594   0.0936832
         302    -1.68725     -2.4235   0.0934049
         303    -1.69197    -2.42108   0.0931278
         304    -1.69636     -2.4187    0.092852
         305    -1.70115    -2.41635   0.0925774
         306    -1.70488    -2.41402    0.092304
         307    -1.70803    -2.41172    0.092032
         308    -1.71134    -2.40945   0.0917613
         309    -1.71407     -2.4072   0.0914919
         310    -1.71671    -2.40497   0.0912239
         311    -1.71901    -2.40277   0.0909572
         312    -1.72099    -2.40058   0.0906919
         313    -1.72239    -2.39841   0.0904281
         314    -1.72322    -2.39626   0.0901656
         315    -1.72373    -2.39413   0.0899047
         316    -1.72392    -2.39201   0.0896452
         317    -1.72402     -2.3899   0.0893871
         318    -1.72381    -2.38781   0.0891306
         319    -1.72305    -2.38572   0.0888755
         320    -1.72247    -2.38365    0.088622
         321    -1.72134    -2.38159   0.0883699
         322    -1.72015    -2.37953   0.0881193
         323    -1.71867    -2.37749   0.0878703
         324    -1.71643    -2.37545   0.0876227
         325    -1.71367    -2.37341   0.0873768
         326    -1.71136    -2.37138   0.0871324
         327    -1.70902    -2.36935   0.0868894
         328    -1.70619    -2.36733   0.0866481
         329     -1.7031    -2.36531   0.0864082
         330    -1.69976    -2.36329   0.0861699
         331    -1.69594    -2.36128   0.0859332
         332    -1.69189    -2.35926    0.085698
         333     -1.6881    -2.35725   0.0854643
         334     -1.6836    -2.35523   0.0852322
         335    -1.67794    -2.35321   0.0850018
         336    -1.67303    -2.35118   0.0847729
         337    -1.66769    -2.34916   0.0845456
         338     -1.6624    -2.34712   0.0843199
         339    -1.65717    -2.34509   0.0840957
         340    -1.65153    -2.34305   0.0838731
         341    -1.64548      -2.341   0.0836521
         342    -1.63927    -2.33895   0.0834327
         343    -1.63341    -2.33689   0.0832148
         344    -1.62716    -2.33483   0.0829984
         345    -1.62079    -2.33276   0.0827837
         346    -1.61453    -2.33069   0.0825704
         347    -1.60745     -2.3286   0.0823588
         348    -1.60075    -2.32651   0.0821487
         349    -1.59445    -2.32441     0.08194
         350    -1.58782    -2.32231    0.081733
         351    -1.58113     -2.3202   0.0815274
         352    -1.57414    -2.31808   0.0813233
         353    -1.56663    -2.31595   0.0811208
         354    -1.56053    -2.31381   0.0809197
         355    -1.55345    -2.31167   0.0807201
         356    -1.54636    -2.30952    0.080522
         357    -1.53953    -2.30737   0.0803253
         358    -1.53319     -2.3052     0.08013
         359    -1.52568    -2.30303   0.0799362
         360    -1.51822    -2.30085   0.0797439
         361    -1.51034    -2.29866   0.0795531
         362    -1.50326    -2.29646   0.0793637
         363    -1.49649    -2.29426   0.0791756
         364    -1.48983    -2.29205   0.0789889
         365    -1.48351    -2.28984   0.0788036
         366    -1.47707    -2.28761   0.0786196
         367    -1.47125    -2.28539   0.0784368
         368    -1.46436    -2.28316   0.0782554
         369    -1.45858    -2.28092   0.0780752
         370    -1.45273    -2.27869   0.0778963
         371    -1.44752    -2.27645   0.0777185
         372    -1.44128     -2.2742    0.077542
         373    -1.43546    -2.27195   0.0773667
         374    -1.42984     -2.2697   0.0771926
         375    -1.42465    -2.26745   0.0770197
         376    -1.42038    -2.26519   0.0768478
         377    -1.41608    -2.26294   0.0766769
         378    -1.41175    -2.26069   0.0765071
         379    -1.40787    -2.25844   0.0763383
         380     -1.4047    -2.25619   0.0761705
         381    -1.40127    -2.25395   0.0760036
         382    -1.39782    -2.25171   0.0758377
         383    -1.39413    -2.24947   0.0756727
         384    -1.39115    -2.24723   0.0755087
         385    -1.38841      -2.245   0.0753455
         386    -1.38615    -2.24278   0.0751831
         387    -1.38366    -2.24056   0.0750216
         388    -1.38165    -2.23834   0.0748609
         389    -1.38013    -2.23614    0.074701
         390    -1.37815    -2.23394   0.0745418
         391    -1.37691    -2.23175   0.0743834
         392    -1.37568    -2.22956   0.0742257
         393      -1.374    -2.22739   0.0740688
         394    -1.37307    -2.22522   0.0739125
         395    -1.37336    -2.22306   0.0737568
         396    -1.37271    -2.22091   0.0736018
         397    -1.37329    -2.21878   0.0734474
         398    -1.37342    -2.21665   0.0732936
         399     -1.3738    -2.21454   0.0731403
         400    -1.37541    -2.21244   0.0729875
         401    -1.37655    -2.21036   0.0728353
         402    -1.37842    -2.20829   0.0726835
         403    -1.37981    -2.20623   0.0725322
         404    -1.38191    -2.20419   0.0723814
         405    -1.38473    -2.20217   0.0722309
         406    -1.38751    -2.20016   0.0720809
         407    -1.39026    -2.19817   0.0719312
         408    -1.39344     -2.1962    0.071782
         409    -1.39655    -2.19425   0.0716331
         410    -1.39982    -2.19231   0.0714846
         411    -1.40323    -2.19039   0.0713364
         412    -1.40676    -2.18849   0.0711886
         413    -1.41015     -2.1866   0.0710412
         414    -1.41484    -2.18474   0.0708941
         415    -1.41911    -2.18289   0.0707472
         416    -1.42318    -2.18107   0.0706007
         417    -1.42655    -2.17926   0.0704546
         418    -1.43017    -2.17747   0.0703088
         419    -1.43329    -2.17569   0.0701635
         420    -1.43686    -2.17393   0.0700185
         421    -1.43989    -2.17219   0.0698739
         422     -1.4438    -2.17046   0.0697296
         423    -1.44787    -2.16875   0.0695857
         424    -1.45159    -2.16706   0.0694421
         425    -1.45494    -2.16539   0.0692989
         426    -1.45864    -2.16373   0.0691561
         427    -1.46147    -2.16208   0.0690137
         428    -1.46413    -2.16045   0.0688717
         429    -1.46687    -2.15883   0.0687302
         430    -1.46991    -2.15723    0.068589
         431    -1.47278    -2.15564   0.0684482
         432    -1.47522    -2.15407   0.0683079
         433    -1.47724    -2.15251    0.068168
         434    -1.47885    -2.15095   0.0680286
         435    -1.48051    -2.14941   0.0678897
         436    -1.48201    -2.14788   0.0677512
         437    -1.48334    -2.14636   0.0676133
         438    -1.48427    -2.14485   0.0674758
         439    -1.48554    -2.14335   0.0673388
         440    -1.48644    -2.14185   0.0672023
         441    -1.48674    -2.14037   0.0670663
         442    -1.48742    -2.13889   0.0669309
         443    -1.48777    -2.13742   0.0667959
         444     -1.4878    -2.13596   0.0666615
         445    -1.48754     -2.1345   0.0665276
         446     -1.4882    -2.13305   0.0663942
         447    -1.48835    -2.13161   0.0662614
         448    -1.48897    -2.13018    0.066129
         449     -1.4896    -2.12875   0.0659971
         450    -1.48928    -2.12733   0.0658657
         451     -1.4902    -2.12592   0.0657348
         452    -1.49044    -2.12451   0.0656044
         453    -1.49074    -2.12311   0.0654745
         454    -1.49133    -2.12172   0.0653451
         455    -1.49176    -2.12033   0.0652162
         456     -1.4925    -2.11896   0.0650877
         457    -1.49308    -2.11759   0.0649597
         458    -1.49423    -2.11623   0.0648321
         459    -1.49497    -2.11487    0.064705
         460    -1.49507    -2.11353   0.0645783
         461    -1.49694    -2.11219   0.0644521
         462     -1.4984    -2.11086   0.0643263
         463    -1.49944    -2.10954   0.0642009
         464    -1.50055    -2.10823   0.0640759
         465    -1.50267    -2.10692   0.0639514
         466    -1.50436    -2.10563   0.0638272
         467    -1.50656    -2.10435   0.0637034
         468    -1.50831    -2.10308     0.06358
         469    -1.51056    -2.10181    0.063457
         470    -1.51209    -2.10056   0.0633344
         471    -1.51362    -2.09931   0.0632122
         472    -1.51513    -2.09807   0.0630904
         473    -1.51615    -2.09684    0.062969
         474    -1.51738    -2.09562    0.062848
         475    -1.51906    -2.09441   0.0627274
         476    -1.52047     -2.0932   0.0626072
         477    -1.52207      -2.092   0.0624874
         478    -1.52315    -2.09081    0.062368
         479    -1.52395    -2.08963   0.0622491
         480    -1.52543    -2.08845   0.0621305
         481    -1.52711    -2.08729   0.0620123
         482    -1.52901    -2.08613   0.0618944
         483    -1.53015    -2.08498    0.061777
         484    -1.53151    -2.08384   0.0616599
         485    -1.53237     -2.0827   0.0615433
         486    -1.53396    -2.08157    0.061427
         487    -1.53484    -2.08045   0.0613111
         488    -1.53598    -2.07933   0.0611956
         489    -1.53717    -2.07822   0.0610805
         490     -1.5384    -2.07712   0.0609658
         491    -1.53971    -2.07603   0.0608515
         492    -1.54111    -2.07494   0.0607375
         493    -1.54261    -2.07386   0.0606239
         494    -1.54496    -2.07279   0.0605106
         495    -1.54698    -2.07173   0.0603977
         496    -1.54868    -2.07067   0.0602852
         497    -1.55081    -2.06963   0.0601729
         498    -1.55362    -2.06859    0.060061
         499    -1.55713    -2.06756   0.0599494
         500    -1.56017    -2.06655   0.0598381
         501    -1.56322    -2.06554   0.0597271
         502     -1.5663    -2.06455   0.0596164
         503    -1.57039    -2.06357    0.059506
         504    -1.57407     -2.0626   0.0593958
         505    -1.57781    -2.06164    0.059286
         506    -1.58236    -2.06069   0.0591764
         507    -1.58796    -2.05976    0.059067
         508    -1.59317    -2.05884   0.0589579
         509    -1.59872    -2.05793    0.058849
         510    -1.60436    -2.05705   0.0587403
         511    -1.61082    -2.05617   0.0586318
         512    -1.61711    -2.05531   0.0585236
         513    -1.62372    -2.05447   0.0584155
         514    -1.63063    -2.05365   0.0583077
         515    -1.63806    -2.05284   0.0582001
         516    -1.64576    -2.05205   0.0580926
         517    -1.65346    -2.05128   0.0579854
         518    -1.66234    -2.05053   0.0578783
         519    -1.67068     -2.0498   0.0577714
         520    -1.67894    -2.04909   0.0576647
         521    -1.68757    -2.04839   0.0575582
         522    -1.69629    -2.04772   0.0574519
         523    -1.70505    -2.04706   0.0573458
         524    -1.71286    -2.04642   0.0572399
         525    -1.72136    -2.04581   0.0571342
         526    -1.73004     -2.0452   0.0570287
         527     -1.7386    -2.04462   0.0569235
         528    -1.74653    -2.04406   0.0568185
         529    -1.75499    -2.04351   0.0567137
         530    -1.76274    -2.04298   0.0566092
         531    -1.77021    -2.04247   0.0565049
         532    -1.77667    -2.04197   0.0564009
         533    -1.78375    -2.04148   0.0562972
         534    -1.79023    -2.04101   0.0561937
         535    -1.79607    -2.04056   0.0560905
         536    -1.80197    -2.04011   0.0559877
         537     -1.8072    -2.03968   0.0558851
         538    -1.81198    -2.03925   0.0557828
         539     -1.8163    -2.03884   0.0556808
         540     -1.8204    -2.03844   0.0555792
         541    -1.82475    -2.03804   0.0554779
         542    -1.82816    -2.03765   0.0553769
         543    -1.83159    -2.03727   0.0552762
         544    -1.83483     -2.0369   0.0551758
         545    -1.83668    -2.03653   0.0550758
         546    -1.83813    -2.03617   0.0549761
         547    -1.83872    -2.03581   0.0548768
         548    -1.83992    -2.03545   0.0547778
         549    -1.84032     -2.0351   0.0546792
         550    -1.84067    -2.03474   0.0545809
         551    -1.84078    -2.03439    0.054483
         552    -1.84043    -2.03404   0.0543854
         553    -1.83989    -2.03369   0.0542882
         554    -1.83897    -2.03334   0.0541914
         555    -1.83843    -2.03299   0.0540949
         556    -1.83732    -2.03263   0.0539987
         557    -1.83616    -2.03228   0.0539029
         558    -1.83571    -2.03193   0.0538075
         559    -1.83503    -2.03158   0.0537124
         560    -1.83389    -2.03122   0.0536176
         561    -1.83328    -2.03087   0.0535232
         562    -1.83249    -2.03052   0.0534291
         563    -1.83153    -2.03017   0.0533354
         564    -1.83063    -2.02981    0.053242
         565    -1.82957    -2.02946    0.053149
         566    -1.82833     -2.0291   0.0530562
         567    -1.82789    -2.02875   0.0529639
         568    -1.82726    -2.02839   0.0528718
         569    -1.82716    -2.02804   0.0527801
         570    -1.82685    -2.02769   0.0526886
         571    -1.82656    -2.02733   0.0525975
         572    -1.82604    -2.02698   0.0525068
         573    -1.82574    -2.02663   0.0524163
         574    -1.82589    -2.02628   0.0523262
         575    -1.82503    -2.02593   0.0522363
         576    -1.82483    -2.02558   0.0521468
         577    -1.82431    -2.02523   0.0520576
         578     -1.8237    -2.02488   0.0519687
         579    -1.82394    -2.02454   0.0518801
         580    -1.82286    -2.02419   0.0517918
         581    -1.82164    -2.02384   0.0517038
         582    -1.82053    -2.02349   0.0516162
         583    -1.81951    -2.02314   0.0515288
         584    -1.81809    -2.02279   0.0514418
         585    -1.81724    -2.02244   0.0513551
         586    -1.81622    -2.02209   0.0512686
         587    -1.81456    -2.02173   0.0511825
         588    -1.81226    -2.02138   0.0510967
         589    -1.81004    -2.02102   0.0510112
         590    -1.80814    -2.02066    0.050926
         591    -1.80561    -2.02029   0.0508412
         592    -1.80318    -2.01993   0.0507566
         593    -1.80037    -2.01956   0.0506724
         594     -1.7972    -2.01918   0.0505884
         595    -1.79463     -2.0188   0.0505048
         596    -1.79198    -2.01842   0.0504215
         597    -1.78851    -2.01804   0.0503385
         598    -1.78571    -2.01765   0.0502559
         599    -1.78237    -2.01726   0.0501735
         600      -1.779    -2.01686   0.0500914
         601    -1.77538    -2.01646   0.0500097
         602    -1.77201    -2.01605   0.0499283
         603    -1.76891    -2.01564   0.0498472
         604    -1.76635    -2.01523   0.0497663
         605    -1.76338    -2.01481   0.0496858
         606    -1.75979    -2.01439   0.0496056
         607    -1.75704    -2.01397   0.0495257
         608    -1.75395    -2.01354   0.0494461
         609    -1.75102    -2.01311   0.0493668
         610    -1.74924    -2.01268   0.0492877
         611    -1.74719    -2.01224    0.049209
         612    -1.74535    -2.01181   0.0491305
         613    -1.74352    -2.01137   0.0490523
         614    -1.74194    -2.01093   0.0489744
         615    -1.73991    -2.01049   0.0488967
         616    -1.73888    -2.01005   0.0488194
         617    -1.73839    -2.00961   0.0487422
         618    -1.73795    -2.00917   0.0486653
         619    -1.73757    -2.00873   0.0485887
         620    -1.73775    -2.00829   0.0485123
         621    -1.73847    -2.00786   0.0484361
         622    -1.73998    -2.00743   0.0483602
         623    -1.74083      -2.007   0.0482844
         624    -1.74246    -2.00658   0.0482089
         625    -1.74485    -2.00616   0.0481336
         626    -1.74632    -2.00574   0.0480585
         627    -1.74854    -2.00533   0.0479836
         628    -1.75125    -2.00493   0.0479089
         629    -1.75445    -2.00453   0.0478344
         630     -1.7581    -2.00414     0.04776
         631    -1.76124    -2.00375   0.0476859
         632    -1.76506    -2.00338    0.047612
         633    -1.76809      -2.003   0.0475382
         634    -1.77175    -2.00264   0.0474646
         635    -1.77508    -2.00228   0.0473912
         636    -1.77926    -2.00193    0.047318
         637    -1.78355    -2.00159    0.047245
         638    -1.78843    -2.00125   0.0471721
         639    -1.79266    -2.00093   0.0470994
         640    -1.79697    -2.00061   0.0470269
         641    -1.80134     -2.0003   0.0469545
         642    -1.80577    -1.99999   0.0468824
         643    -1.80976     -1.9997   0.0468104
         644    -1.81428    -1.99941   0.0467386
         645    -1.81882    -1.99913    0.046667
         646    -1.82316    -1.99886   0.0465955
         647    -1.82777    -1.99859   0.0465243
         648    -1.83265    -1.99834   0.0464532
         649    -1.83755    -1.99809   0.0463823
         650    -1.84175    -1.99785   0.0463115
         651    -1.84646    -1.99762    0.046241
         652    -1.85096    -1.99739   0.0461706
         653    -1.85621    -1.99718   0.0461004
         654    -1.86101    -1.99697   0.0460304
         655    -1.86512    -1.99677   0.0459605
         656       -1.87    -1.99657   0.0458909
         657     -1.8742    -1.99639   0.0458214
         658    -1.87917    -1.99621   0.0457521
         659    -1.88443    -1.99604    0.045683
         660    -1.88926    -1.99588   0.0456141
         661    -1.89463    -1.99572   0.0455453
         662    -1.89886    -1.99558   0.0454768
         663    -1.90388    -1.99544   0.0454084
         664     -1.9092    -1.99531   0.0453402
         665    -1.91435    -1.99519   0.0452722
         666    -1.91956    -1.99507   0.0452043
         667    -1.92557    -1.99497   0.0451367
         668     -1.9302    -1.99487   0.0450692
         669    -1.93562    -1.99478   0.0450019
         670     -1.9411     -1.9947   0.0449348
         671    -1.94665    -1.99463   0.0448679
         672    -1.95249    -1.99457   0.0448012
         673    -1.95863    -1.99452   0.0447347
         674    -1.96409    -1.99447   0.0446683
         675    -1.96983    -1.99443   0.0446022
         676    -1.97608    -1.99441   0.0445362
