#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.70537     3.70537           0
           2     3.67047     3.68792   0.0123363
           3      3.7647     3.71351   0.0224574
           4     3.68754     3.70702   0.0177571
           5     3.55158     3.67593   0.0312243
           6     3.53302     3.65211   0.0339096
           7     3.51455     3.63246   0.0342904
           8     3.33823     3.59568   0.0456493
           9     3.69621     3.60685   0.0419215
          10     3.71598     3.61776   0.0391238
          11     3.59288      3.6155   0.0356324
          12     3.63503     3.61713   0.0327002
          13     3.35636     3.59707   0.0358127
          14     3.63327     3.59966   0.0333479
          15     3.60406     3.59995    0.031126
          16     3.80855     3.61299   0.0317941
          17     3.54556     3.60902   0.0301703
          18     3.33694     3.59391   0.0320578
          19     3.45641     3.58667   0.0311766
          20     3.62124      3.5884   0.0296656
          21      3.7772     3.59739    0.029584
          22     3.72336     3.60311   0.0287881
          23     3.81464     3.61231   0.0289682
          24     3.27249     3.59815   0.0310293
          25     3.46859     3.59297   0.0302178
          26      3.4487     3.58742   0.0295607
          27     3.57423     3.58693   0.0284699
          28      3.4019     3.58032   0.0282096
          29     3.81826     3.58853    0.028405
          30      3.6469     3.59047   0.0275247
          31     3.75232     3.59569   0.0271274
          32      3.4891     3.59236   0.0264835
          33     3.40586     3.58671   0.0262771
          34     3.74185     3.59127   0.0258973
          35      3.4576     3.58746   0.0254375
          36     3.50698     3.58522   0.0248289
          37     3.29116     3.57727   0.0253981
          38     4.05178     3.58976   0.0276293
          39      3.4802     3.58695   0.0270633
          40     3.45604     3.58368   0.0265839
          41     3.39417     3.57906   0.0263343
          42     3.36325     3.57392   0.0262037
          43     3.58438     3.57416   0.0255955
          44     3.54707     3.57354   0.0250212
          45      3.4261     3.57027   0.0246787
          46       3.777     3.57476    0.024548
          47     3.51491     3.57349   0.0240587
          48     3.54035      3.5728   0.0235674
          49     3.36647     3.56859   0.0234596
          50     3.53289     3.56787   0.0230013
          51     3.50391     3.56662   0.0225844
          52     3.48612     3.56507   0.0222031
          53     3.61679     3.56605   0.0218056
          54     3.69525     3.56844   0.0215327
          55     3.42463     3.56583   0.0212993
          56     3.50799     3.56479    0.020944
          57     3.60762     3.56554   0.0205901
          58     3.63302     3.56671   0.0202679
          59     3.50522     3.56567   0.0199511
          60     3.62855     3.56671   0.0196461
          61     3.28118     3.56203   0.0198739
          62     3.62903     3.56311   0.0195827
          63      3.5426     3.56279   0.0192746
          64     3.70721     3.56504   0.0191051
          65     3.48966     3.56388   0.0188463
          66     3.75936     3.56685    0.018792
          67     3.54598     3.56653   0.0185141
          68     3.56962     3.56658   0.0182419
          69     3.75831     3.56936    0.018188
          70     3.68975     3.57108   0.0180093
          71     3.69985     3.57289   0.0178467
          72     3.22192     3.56802   0.0182524
          73     3.49019     3.56695   0.0180335
          74      3.5181     3.56629   0.0178019
          75      3.7718     3.56903   0.0177742
          76     3.42647     3.56716    0.017639
          77     3.43446     3.56543   0.0174939
          78     3.59191     3.56577   0.0172729
          79     3.32846     3.56277   0.0173135
          80     3.42966      3.5611   0.0171769
          81       3.499     3.56034   0.0169819
          82     3.64874     3.56142    0.016809
          83     3.69837     3.56307   0.0166873
          84     3.66815     3.56432   0.0165354
          85     3.74297     3.56642   0.0164739
          86     3.63081     3.56717   0.0162994
          87     3.67618     3.56842   0.0161601
          88     3.32018      3.5656   0.0162208
          89     3.66417     3.56671   0.0160763
          90     3.51006     3.56608     0.01591
          91     3.73202      3.5679   0.0158394
          92     3.55573     3.56777   0.0156678
          93     3.48252     3.56685   0.0155261
          94     3.85841     3.56995   0.0156676
          95     3.51622     3.56939   0.0155129
          96     3.55198     3.56921   0.0153524
          97      3.4992     3.56848   0.0152111
          98     3.38071     3.56657   0.0151761
          99     3.49194     3.56581   0.0150415
         100     3.59254     3.56608   0.0148934
