#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.91008     1.91008           0
           2     1.95281     1.93145   0.0151055
           3     1.87604     1.91298   0.0181327
           4     1.87579     1.90368   0.0158045
           5     1.87823     1.89859   0.0134383
           6      1.8415     1.88908   0.0141723
           7     1.89088     1.88933     0.01215
           8     1.84962     1.88437    0.011601
           9     1.92837     1.88926   0.0112951
          10     1.93709     1.89404   0.0111323
          11     1.83959     1.88909   0.0111667
          12     1.94168     1.89347   0.0110627
          13     1.91185     1.89489   0.0103016
          14     1.81024     1.88884   0.0112006
          15     1.85092     1.88631   0.0107354
          16     1.84855     1.88395   0.0103207
          17     1.96017     1.88844   0.0106429
          18     1.91927     1.89015   0.0101886
          19     1.88823     1.89005  0.00965284
          20       1.914     1.89125  0.00924416
          21     1.79987     1.88689  0.00977445
          22     1.94627     1.88959  0.00969559
          23     1.91434     1.89067  0.00933357
          24     1.92053     1.89191  0.00902723
          25     1.96064     1.89466  0.00907513
          26     1.93983      1.8964  0.00889081
          27     1.78066     1.89211  0.00953913
          28     1.89912     1.89236  0.00920173
          29     1.74836      1.8874   0.0101361
          30     1.78776     1.88408    0.010328
          31     1.93513     1.88572   0.0101253
          32     1.83752     1.88422  0.00992031
          33     1.90466     1.88484  0.00963903
          34     1.96539     1.88721  0.00964232
          35     1.87404     1.88683  0.00937416
          36     2.01204     1.89031  0.00973762
          37     1.89273     1.89037  0.00947466
          38     1.91911     1.89113  0.00925546
          39     1.83807     1.88977   0.0091176
          40     1.90431     1.89013   0.0088969
          41     1.93431     1.89121  0.00874489
          42     1.99751     1.89374   0.0088954
          43     1.88421     1.89352  0.00869129
          44     1.80904      1.8916  0.00870328
          45     1.92218     1.89228  0.00853636
          46     1.96491     1.89386  0.00849555
          47     1.85661     1.89307  0.00835168
          48     1.90451      1.8933  0.00818109
          49     1.93384     1.89413  0.00805585
          50     1.88259      1.8939  0.00789804
          51     1.98272     1.89564  0.00793288
          52     1.93655     1.89643  0.00781923
          53     1.89752     1.89645  0.00767172
          54     1.98744     1.89813  0.00771249
          55     2.01856     1.90032  0.00787694
          56     1.87895     1.89994  0.00774552
          57     1.87949     1.89958  0.00761794
          58     2.02401     1.90173  0.00778282
          59     1.95789     1.90268   0.0077089
          60     1.92434     1.90304  0.00758887
          61     1.92186     1.90335  0.00747073
          62     1.97543     1.90451  0.00744014
          63     1.85858     1.90378  0.00735768
          64     1.95684     1.90461  0.00728927
          65     1.84572     1.90371  0.00723321
          66     1.88368      1.9034  0.00712998
          67     2.06949     1.90588  0.00744201
          68     1.82536      1.9047  0.00742619
          69     1.81167     1.90335  0.00743996
          70     1.86627     1.90282   0.0073525
          71     1.83807     1.90191  0.00730529
          72     1.84142     1.90107  0.00725198
          73     1.86563     1.90058  0.00716887
          74     1.90584     1.90065  0.00707235
          75     1.91462     1.90084   0.0069805
          76     1.97888     1.90187  0.00696376
          77     1.89317     1.90175  0.00687424
          78     1.88384     1.90152  0.00678994
          79     1.89322     1.90142  0.00670481
          80     1.80563     1.90022  0.00672705
          81     1.87128     1.89986  0.00665348
          82     1.89735     1.89983  0.00657241
          83     1.94306     1.90035  0.00651383
          84     1.85435     1.89981  0.00645927
          85     1.92197     1.90007  0.00638854
          86     1.95746     1.90073  0.00634902
          87      1.7868     1.89942  0.00640967
          88     1.94431     1.89993  0.00635709
          89     2.02544     1.90134  0.00644017
          90      1.8934     1.90126  0.00636922
          91     1.98496     1.90218   0.0063653
          92     1.87887     1.90192  0.00630116
          93     1.91909     1.90211   0.0062361
          94     1.96725      1.9028  0.00620815
          95     1.96505     1.90346  0.00617729
          96     1.86322     1.90304  0.00612714
          97      1.9468     1.90349  0.00608056
          98     1.91838     1.90364  0.00602041
          99      1.8325     1.90292  0.00600233
         100      1.9457     1.90335  0.00595754
