#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.53915     2.53915           0
           2     2.51273     2.52594  0.00933947
           3     2.63212     2.56133   0.0295613
           4     2.48068     2.54117   0.0282213
           5     2.47655     2.52825   0.0253638
           6     2.46433     2.51759   0.0232666
           7     2.56247       2.524   0.0208075
           8     2.54493     2.52662   0.0183703
           9     2.39867      2.5124    0.021126
          10     2.55343     2.51651   0.0194078
          11       2.547     2.51928   0.0178403
          12     2.56914     2.52343   0.0168305
          13     2.39331     2.51342   0.0182716
          14      2.4724     2.51049   0.0171999
          15     2.54585     2.51285   0.0162139
          16     2.52047     2.51333   0.0152075
          17     2.57171     2.51676   0.0146956
          18     2.53339     2.51768   0.0139081
          19     2.64039     2.52414   0.0145987
          20     2.55238     2.52555   0.0139369
          21     2.53587     2.52605   0.0132819
          22     2.46608     2.52332   0.0129548
          23     2.55073     2.52451   0.0124463
          24     2.53909     2.52512   0.0119425
          25     2.67639     2.53117    0.012907
          26      2.6754     2.53672   0.0135504
          27     2.54733     2.53711   0.0130542
          28     2.66491     2.54168   0.0133622
          29     2.42869     2.53778   0.0134574
          30     2.62355     2.54064    0.013309
          31     2.58822     2.54217   0.0129679
          32     2.51027     2.54118   0.0126009
          33     2.60419     2.54309   0.0123629
          34     2.48523     2.54138   0.0121158
          35     2.49173     2.53997   0.0118524
          36      2.4748     2.53816   0.0116606
          37     2.38177     2.53393   0.0120872
          38     2.47075     2.53227   0.0118829
          39     2.59157     2.53379   0.0116751
          40     2.67661     2.53736   0.0119168
          41     2.40255     2.53407   0.0120712
          42     2.48214     2.53283   0.0118469
          43     2.38289     2.52935   0.0120737
          44     2.56599     2.53018    0.011828
          45     2.51216     2.52978    0.011572
          46     2.50517     2.52924   0.0113328
          47     2.51591     2.52896   0.0110952
          48     2.60801     2.53061   0.0109856
          49     2.69427     2.53395   0.0112577
          50     2.58126     2.53489   0.0110722
          51     2.63107     2.53678   0.0110146
          52     2.57028     2.53742   0.0108216
          53     2.57508     2.53813   0.0106407
          54     2.68079     2.54077   0.0107666
          55     2.44885      2.5391   0.0106998
          56     2.45268     2.53756   0.0106194
          57     2.57585     2.53823   0.0104543
          58      2.3331      2.5347   0.0108559
          59     2.55565     2.53505   0.0106777
          60     2.57748     2.53576   0.0105231
          61     2.47786     2.53481   0.0103933
          62      2.5881     2.53567   0.0102612
          63     2.53394     2.53564   0.0100983
          64     2.40397     2.53358   0.0101479
          65     2.68465     2.53591   0.0102545
          66      2.5582     2.53625   0.0101047
          67     2.59684     2.53715  0.00999424
          68     2.58653     2.53788  0.00987362
          69     2.54389     2.53796  0.00973091
          70     2.39858     2.53597  0.00979349
          71     2.68247     2.53804  0.00987054
          72     2.52894     2.53791  0.00973426
          73      2.3525     2.53537  0.00992674
          74     2.62957     2.53664  0.00987389
          75     2.49779     2.53612  0.00975581
          76     2.58004      2.5367  0.00964454
          77     2.64199     2.53807  0.00961573
          78     2.43104      2.5367  0.00958986
          79     2.33938      2.5342  0.00978834
          80     2.57426      2.5347  0.00967879
          81     2.58711     2.53535   0.0095809
          82     2.40467     2.53375  0.00959567
          83     2.44194     2.53265  0.00954362
          84     2.62506     2.53375   0.0094932
          85      2.4697     2.53299  0.00941137
          86     2.40801     2.53154  0.00941348
          87     2.54655     2.53171  0.00930686
          88     2.56335     2.53207  0.00920804
          89     2.45794     2.53124  0.00914218
          90     2.74559     2.53362   0.0093457
          91     2.52139     2.53349  0.00924396
          92     2.56245      2.5338  0.00914884
          93     2.57283     2.53422  0.00906009
          94     2.47619      2.5336  0.00898472
          95     2.37154      2.5319  0.00905065
          96     2.50616     2.53163  0.00896034
          97      2.4451     2.53074  0.00891227
          98     2.52339     2.53066  0.00882164
          99     2.56533     2.53101  0.00873948
         100     2.51515     2.53085  0.00865352
