#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     4.32675     4.32675           0
           2     4.42601     4.37638   0.0350961
           3     4.38781     4.38019   0.0236034
           4     4.65072     4.44782    0.061188
           5     4.34165     4.42659   0.0525057
           6     4.41817     4.42519   0.0437735
           7     4.58972     4.44869    0.043374
           8     4.26767     4.42606   0.0434558
           9     4.39323     4.42242   0.0387801
          10     4.55322      4.4355   0.0370425
          11     4.52814     4.44392   0.0346192
          12     5.14366     4.50223   0.0642182
          13     4.73689     4.52028   0.0617632
          14     4.12782     4.49225   0.0633949
          15     4.14155     4.46887   0.0633332
          16     4.45704     4.46813   0.0593792
          17     4.47443      4.4685   0.0558874
          18     4.23573     4.45557   0.0542581
          19     4.45061     4.45531    0.051403
          20     4.51457     4.45827   0.0489182
          21     4.59687     4.46487   0.0470319
          22     4.01451      4.4444   0.0491477
          23     4.06571     4.42793   0.0496922
          24     4.43583     4.42826   0.0476228
          25     4.38773     4.42664   0.0457454
          26     4.59752     4.43321   0.0444556
          27     3.84935     4.41159     0.04778
          28     4.41276     4.41163   0.0460736
          29     4.40445     4.41138   0.0444855
          30     4.16359     4.40312   0.0437627
          31     4.33558     4.40095   0.0424052
          32     4.46825     4.40305   0.0411322
          33     4.29767     4.39986   0.0400095
          34     4.46087     4.40165    0.038873
          35     4.46717     4.40352   0.0378074
          36     4.70043     4.41177    0.037646
          37     4.18771     4.40571   0.0371124
          38     4.59942     4.41081   0.0364841
          39     4.53739     4.41406   0.0356927
          40     4.23642     4.40962   0.0350756
          41     4.00202     4.39967    0.035601
          42     4.39743     4.39962   0.0347534
          43     4.57391     4.40367   0.0341808
          44     4.17872     4.39856   0.0337841
          45     4.49661     4.40074   0.0331035
          46     4.62589     4.40563   0.0327437
          47     4.53635     4.40842    0.032165
          48     4.56486     4.41168   0.0316596
          49     4.38739     4.41118   0.0310173
          50     4.19877     4.40693   0.0306865
          51     4.59956     4.41071   0.0303164
          52     4.54035      4.4132   0.0298357
          53     4.74173      4.4194   0.0299097
          54     4.45601     4.42008   0.0293635
          55     4.12388     4.41469   0.0293193
          56     3.89947     4.40549   0.0302049
          57     4.72711     4.41113   0.0301974
          58     4.68553     4.41587    0.030045
          59     4.46682     4.41673   0.0295482
          60     4.30947     4.41494   0.0291097
          61     4.55538     4.41724   0.0287234
          62      4.1672     4.41321   0.0285419
          63     4.53521     4.41515   0.0281544
          64     4.34682     4.41408   0.0277348
          65     4.68356     4.41823   0.0276162
          66     4.41171     4.41813    0.027198
          67     4.38325     4.41761    0.026797
          68     4.17473     4.41403   0.0266399
          69     4.30839      4.4125   0.0262978
          70     4.34795     4.41158   0.0259382
          71     4.48501     4.41262   0.0255935
          72     4.56046     4.41467   0.0253203
          73     4.62783     4.41759   0.0251412
          74     4.07977     4.41302   0.0252126
          75     4.39411     4.41277   0.0248777
          76     4.29919     4.41128   0.0245952
          77     3.92423     4.40495   0.0250759
          78     4.08503     4.40085   0.0250876
          79     4.51759     4.40233   0.0248135
          80     4.40501     4.40236   0.0245034
          81     4.13745     4.39909   0.0244182
          82     4.35556     4.39856   0.0241262
          83     4.00239     4.39379   0.0243031
          84     4.66356       4.397    0.024225
          85     4.28597     4.39569   0.0239752
          86     4.37299     4.39543   0.0236979
          87     4.47981      4.3964   0.0234453
          88     4.38261     4.39624   0.0231794
          89     4.31094     4.39528   0.0229388
          90       4.318     4.39442      0.0227
          91       4.519     4.39579   0.0224918
          92     4.25649     4.39428   0.0222982
          93     4.63905     4.39691   0.0222132
          94     4.43015     4.39726   0.0219797
          95     4.56861     4.39907   0.0218222
          96     4.35041     4.39856   0.0216008
          97     4.27919     4.39733   0.0214131
          98      4.4873     4.39825   0.0212143
          99     4.61487     4.40044   0.0211126
         100     4.27715      4.3992   0.0209374
