#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.586168   -0.586168           0
           2   -0.583864   -0.585016 0.000814587
           3    -0.58196   -0.583997 0.000993328
           4   -0.577936   -0.582482  0.00150904
           5   -0.581632   -0.582312  0.00121677
           6   -0.579952   -0.581919  0.00107567
           7    -0.58184   -0.581907 0.000922062
           8    -0.57968   -0.581629 0.000847801
           9   -0.581928   -0.581662 0.000754251
          10   -0.584544    -0.58195 0.000731811
          11   -0.583608   -0.582101  0.00068062
          12    -0.58196   -0.582089 0.000624003
          13   -0.583728   -0.582215 0.000588597
          14   -0.580672   -0.582105 0.000556783
          15   -0.580288   -0.581984  0.00053268
          16    -0.58384     -0.5821 0.000511862
          17   -0.582264    -0.58211 0.000481843
          18   -0.583568   -0.582191 0.000461835
          19   -0.585064   -0.582342 0.000461625
          20   -0.580368   -0.582243  0.00044897
          21    -0.58276   -0.582268 0.000428264
          22   -0.580456   -0.582185 0.000416641
          23    -0.58644    -0.58237 0.000437668
          24   -0.583888   -0.582434 0.000423975
          25   -0.585776   -0.582567 0.000427575
          26    -0.58132   -0.582519 0.000413813
          27   -0.582096   -0.582504 0.000398783
          28   -0.584568   -0.582577 0.000391297
          29   -0.585208   -0.582668 0.000388175
          30   -0.582648   -0.582667 0.000375237
          31   -0.582952   -0.582677 0.000363245
          32   -0.583024   -0.582688 0.000352055
          33   -0.583072   -0.582699  0.00034158
          34   -0.579864   -0.582616  0.00034156
          35   -0.579352   -0.582523 0.000344295
          36   -0.581344    -0.58249 0.000336284
          37   -0.581192   -0.582455 0.000329019
          38   -0.582168   -0.582447 0.000320448
          39   -0.580696   -0.582402 0.000315361
          40   -0.584272   -0.582449 0.000310922
          41   -0.584656   -0.582503 0.000307963
          42   -0.586536   -0.582599 0.000315247
          43    -0.58396   -0.582631 0.000309501
          44   -0.582616    -0.58263 0.000302467
          45   -0.585728   -0.582699 0.000303478
          46   -0.581488   -0.582673  0.00029802
          47     -0.5816    -0.58265 0.000292552
          48    -0.58004   -0.582596 0.000291466
          49   -0.585208   -0.582649 0.000290353
          50   -0.584784   -0.582692  0.00028767
          51    -0.58568    -0.58275 0.000287935
          52   -0.584816    -0.58279 0.000285126
          53   -0.582696   -0.582788 0.000279751
          54   -0.584528    -0.58282  0.00027642
          55   -0.581288   -0.582792 0.000272795
          56   -0.582912   -0.582795 0.000267932
          57   -0.584072   -0.582817 0.000264167
          58   -0.585256   -0.582859 0.000262938
          59   -0.584512   -0.582887  0.00025997
          60   -0.578992   -0.582822 0.000263618
          61   -0.583176   -0.582828  0.00025936
          62     -0.5852   -0.582866 0.000257983
          63   -0.584856   -0.582898 0.000255814
          64   -0.580904   -0.582867 0.000253707
          65   -0.581024   -0.582838 0.000251382
          66   -0.583664   -0.582851 0.000247885
          67   -0.583848   -0.582866 0.000244631
          68     -0.5856   -0.582906 0.000244316
          69   -0.583656   -0.582917 0.000241017
          70   -0.584056   -0.582933 0.000238123
          71   -0.583808   -0.582945 0.000235088
          72   -0.582936   -0.582945 0.000231823
          73     -0.5802   -0.582908 0.000231677
          74   -0.581848   -0.582893 0.000228988
          75   -0.580344   -0.582859 0.000228444
          76     -0.5842   -0.582877 0.000226118
          77   -0.585608   -0.582912 0.000225946
          78    -0.58536   -0.582944 0.000225218
          79   -0.581664   -0.582928 0.000222949
          80   -0.583392   -0.582933 0.000220238
          81   -0.586096   -0.582972 0.000220953
          82   -0.580416   -0.582941 0.000220447
          83   -0.582808    -0.58294 0.000217796
          84   -0.585944   -0.582975 0.000218121
          85   -0.584208    -0.58299 0.000216036
          86   -0.578472   -0.582937 0.000219818
          87   -0.583288   -0.582941 0.000217329
          88   -0.585416    -0.58297 0.000216671
          89   -0.583384   -0.582974 0.000214286
          90   -0.584168   -0.582987 0.000212315
          91   -0.582744   -0.582985 0.000209999
          92   -0.584528   -0.583002 0.000208385
          93   -0.583888   -0.583011 0.000206363
          94   -0.580528   -0.582985 0.000205851
          95   -0.583072   -0.582986 0.000203686
          96   -0.583448    -0.58299 0.000201621
          97   -0.581552   -0.582976 0.000200087
          98   -0.584968   -0.582996 0.000199076
          99    -0.58084   -0.582974 0.000198253
         100   -0.583944   -0.582984 0.000196507
