#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.055352    0.055352           0
           2    0.024304    0.039828   0.0109771
           3    0.048316   0.0426573  0.00767405
           4    0.030628     0.03965  0.00631738
           5    0.026144   0.0369488  0.00560171
           6    0.040508    0.037542  0.00469939
           7    0.056932    0.040312  0.00477514
           8    0.042364   0.0405685  0.00418513
           9    0.044252   0.0409778  0.00374008
          10    0.036932   0.0405732  0.00338788
          11     0.04184   0.0406884  0.00308185
          12    0.040292   0.0406553   0.0028252
          13    0.028496     0.03972  0.00275837
          14    0.037548   0.0395649   0.0025657
          15     0.02998   0.0389259  0.00247294
          16     0.04246   0.0391468  0.00232823
          17    0.035912   0.0389565  0.00219904
          18    0.046872   0.0393962  0.00212038
          19    0.039112   0.0393813  0.00200884
          20    0.042064   0.0395154  0.00191287
          21    0.031216   0.0391202  0.00186216
          22    0.038228   0.0390796  0.00177795
          23    0.027224   0.0385642   0.0017738
          24    0.039004   0.0385825  0.00169999
          25    0.031588   0.0383027  0.00165485
          26    0.038972   0.0383285   0.0015914
          27    0.032216   0.0381021  0.00154848
          28    0.030964   0.0378471  0.00151402
          29    0.034828    0.037743  0.00146538
          30    0.028552   0.0374367  0.00144821
          31    0.035316   0.0373683  0.00140311
          32     0.03856   0.0374055  0.00135976
          33     0.04376   0.0375981  0.00133212
          34    0.032648   0.0374525  0.00130087
          35    0.046076   0.0376989  0.00128682
          36    0.025932    0.037372  0.00129192
          37    0.016832   0.0368169   0.0013711
          38    0.035464   0.0367813  0.00133548
          39      0.0422   0.0369202  0.00130844
          40    0.037588   0.0369369  0.00127584
          41    0.035468   0.0369011  0.00124522
          42    0.031564    0.036774  0.00122204
          43    0.041412   0.0368819  0.00119837
          44     0.04042   0.0369623  0.00117383
          45      0.0269   0.0367387  0.00116885
          46    0.039436   0.0367973  0.00114491
          47    0.027384    0.036597  0.00113793
          48    0.030112   0.0364619  0.00112222
          49    0.042296    0.036581  0.00110561
          50    0.028248   0.0364143  0.00109599
          51    0.031012   0.0363084  0.00107961
          52     0.03798   0.0363405  0.00105932
          53    0.031348   0.0362463  0.00104352
          54    0.036708   0.0362549  0.00102423
          55    0.038312   0.0362923  0.00100629
          56    0.042496   0.0364031 0.000994397
          57    0.035084   0.0363799 0.000977221
          58    0.038848   0.0364225 0.000961298
          59    0.040444   0.0364906 0.000947418
          60    0.052172    0.036752 0.000967005
          61    0.035064   0.0367243 0.000951549
          62    0.038264   0.0367492 0.000936525
          63    0.035592   0.0367308  0.00092184
          64    0.039636   0.0367762 0.000908553
          65    0.044708   0.0368982 0.000902733
          66    0.026416   0.0367394 0.000902918
          67     0.05046   0.0369442 0.000912369
          68    0.039696   0.0369846 0.000899849
          69     0.05066   0.0371828 0.000908372
          70    0.029884   0.0370786  0.00090136
          71    0.022352   0.0368712 0.000912217
          72    0.044812   0.0369814  0.00090619
          73     0.04152   0.0370436 0.000895907
          74     0.04544   0.0371571 0.000890956
          75    0.025608   0.0370031 0.000892284
          76    0.021064   0.0367934 0.000904855
          77    0.049088    0.036953 0.000907082
          78    0.043916   0.0370423 0.000899835
          79    0.059852    0.037331 0.000933619
          80      0.0455   0.0374331 0.000927516
          81    0.039012   0.0374526  0.00091627
          82    0.039372    0.037476 0.000905395
          83    0.041548   0.0375251 0.000895814
          84     0.04812   0.0376512 0.000893985
          85    0.040784   0.0376881 0.000884227
          86    0.037332    0.037684 0.000873955
          87    0.021872   0.0375022 0.000882605
          88    0.050892   0.0376544 0.000885594
          89    0.033096   0.0376031 0.000877123
          90    0.027296   0.0374886 0.000874822
          91    0.043496   0.0375546 0.000867696
          92     0.03166   0.0374906 0.000860627
          93     0.03458   0.0374593 0.000851942
          94    0.043572   0.0375243 0.000845357
          95    0.053412   0.0376915  0.00085284
          96     0.04086   0.0377245 0.000844595
          97    0.049496   0.0378459 0.000844561
          98    0.046032   0.0379294 0.000840064
          99     0.02556   0.0378045 0.000840819
         100    0.035552    0.037782 0.000832712
