#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.15192     2.15192           0
           2     2.35343     2.25267   0.0712463
           3     2.20923     2.23819   0.0489467
           4     2.16688     2.22037   0.0398248
           5     2.13618     2.20353   0.0352397
           6      2.2302     2.20797   0.0296455
           7     2.14448      2.1989   0.0267619
           8     2.19188     2.19803    0.023431
           9     2.17248     2.19519   0.0209988
          10     2.17865     2.19353   0.0189639
          11     2.15705     2.19022   0.0175276
          12     2.20024     2.19105   0.0160869
          13     2.03715     2.17921   0.0187052
          14     2.16873     2.17846   0.0173841
          15     2.22568     2.18161   0.0165077
          16     2.12732     2.17822   0.0158208
          17     2.13381     2.17561   0.0151044
          18     2.21792     2.17796    0.014447
          19     2.23893     2.18117   0.0140386
          20     2.20693     2.18245   0.0133956
          21     2.23963     2.18518   0.0130314
          22     2.23408      2.1874   0.0126273
          23     2.26296     2.19068   0.0124983
          24     2.19843     2.19101   0.0119817
          25      2.2039     2.19152   0.0115135
          26     2.17513     2.19089    0.011088
          27     2.28421     2.19435    0.011203
          28     2.13857     2.19236   0.0109786
          29     2.13781     2.19048   0.0107599
          30     2.29593     2.19399   0.0109604
          31     2.31011     2.19774   0.0112287
          32     2.07854     2.19401    0.011479
          33      2.3703     2.19935   0.0123116
          34     2.14099     2.19764   0.0120686
          35       2.146     2.19616   0.0118136
          36     2.07025     2.19266    0.011992
          37     2.22986     2.19367   0.0117099
          38     2.25023     2.19516    0.011496
          39     2.09348     2.19255    0.011493
          40     2.17333     2.19207   0.0112157
          41     2.11225     2.19012   0.0111099
          42      2.1738     2.18973   0.0108522
          43     2.18213     2.18956   0.0106012
          44     2.18125     2.18937    0.010362
          45     2.04694      2.1862   0.0106041
          46     2.14559     2.18532   0.0104102
          47     2.12307       2.184   0.0102727
          48     2.10851     2.18242   0.0101783
          49      2.2672     2.18415   0.0101166
          50     2.24938     2.18546  0.00999799
          51     2.23791     2.18649   0.0098547
          52     2.24139     2.18754  0.00972158
          53     2.08973      2.1857  0.00971177
          54     2.15457     2.18512  0.00954902
          55     2.13866     2.18428  0.00941269
          56     2.08079     2.18243  0.00942426
          57     2.18119     2.18241  0.00925895
          58       2.107     2.18111  0.00919015
          59     2.13928      2.1804  0.00906169
          60     2.26721     2.18184  0.00902542
          61     2.29185     2.18365  0.00905586
          62     2.10758     2.18242  0.00899253
          63     2.15996     2.18206  0.00885685
          64     2.18409      2.1821  0.00871852
          65     2.01862     2.17958  0.00893976
          66     2.23977     2.18049   0.0088507
          67     2.26415     2.18174  0.00880622
          68     2.20698     2.18211  0.00868454
          69     2.22413     2.18272     0.00858
          70      2.2698     2.18397  0.00854712
          71     2.15353     2.18354  0.00843748
          72     2.15193      2.1831  0.00833171
          73      2.1062     2.18204  0.00828389
          74     2.07877     2.18065  0.00828867
          75     2.09724     2.17954  0.00825243
          76     2.06916     2.17808  0.00827064
          77     2.07428     2.17674  0.00827237
          78      2.1283     2.17612  0.00818958
          79     2.24297     2.17696  0.00812953
          80     2.10636     2.17608  0.00807567
          81     2.33234     2.17801  0.00820314
          82     2.22408     2.17857  0.00812232
          83     2.22777     2.17916  0.00804606
          84     2.03767     2.17748  0.00812467
          85     2.01135     2.17552  0.00826082
          86     2.23965     2.17627  0.00819834
          87     2.12274     2.17565  0.00812716
          88     2.10093     2.17481  0.00807905
          89      2.0715     2.17364  0.00807123
          90     2.25769     2.17458  0.00803539
          91     2.32054     2.17618  0.00810559
          92     2.09595     2.17531  0.00806426
          93       2.162     2.17517  0.00797882
          94     2.19616     2.17539  0.00789706
          95     2.05582     2.17413   0.0079136
          96        2.21     2.17451  0.00783998
          97     2.12577       2.174  0.00777524
          98      2.2703     2.17499  0.00775775
          99     2.36469      2.1769  0.00791252
         100     2.24948     2.17763  0.00786661
