#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     26.2207     26.2207           0
           2     27.4066     26.8136     0.41927
           3     24.0689     25.8987    0.797602
           4     24.0199      25.429    0.723404
           5     24.9249     25.3282    0.585706
           6     22.4732     24.8524    0.653383
           7      21.931      24.435    0.680396
           8     28.6809     24.9658    0.775181
           9      23.859     24.8428    0.698736
          10     24.5508     24.8136    0.629473
          11     23.0005     24.6488    0.593435
          12     24.7526     24.6574    0.544045
          13     20.8166      24.362    0.576867
          14     27.4708      24.584     0.57682
          15     25.8255     24.6668    0.544271
          16     24.6658     24.6667    0.510254
          17     27.5951      24.839    0.508484
          18     23.6868      24.775    0.484247
          19     19.7994     24.5131    0.524814
          20     29.5454     24.7647    0.555625
          21     20.6175     24.5672    0.563171
          22     27.2117     24.6874    0.550251
          23     24.3278     24.6718    0.526549
          24     24.9252     24.6823    0.504716
          25     24.8533     24.6892    0.484573
          26     24.1923     24.6701    0.466313
          27     27.0233     24.7572    0.457115
          28     24.1155     24.7343    0.441363
          29     25.6631     24.7663    0.427304
          30     27.0766     24.8434    0.419942
          31     28.6955     24.9676    0.424383
          32     31.4145     25.1691    0.456443
          33     26.9026     25.2216    0.445624
          34     26.8669       25.27    0.435137
          35     27.6414     25.3378    0.427947
          36     26.3473     25.3658    0.416978
          37     24.7309     25.3486    0.406061
          38     28.8009     25.4395    0.405411
          39     27.0408     25.4805    0.397089
          40     25.1479     25.4722    0.387249
          41     22.7225     25.4052    0.383567
          42     23.0152     25.3483    0.378632
          43     23.0527     25.2949    0.373572
          44     24.7751     25.2831    0.365268
          45     28.0466     25.3445    0.362277
          46     21.4919     25.2607    0.363953
          47     22.1752     25.1951    0.362082
          48     25.1143     25.1934    0.354543
          49     27.9783     25.2502    0.351833
          50     22.6671     25.1986    0.348569
          51     24.5045      25.185       0.342
          52     22.1461     25.1265    0.340379
          53     25.8854     25.1408    0.334258
          54     25.1466     25.1409    0.328068
          55      23.174     25.1052    0.324046
          56     22.8275     25.0645    0.320802
          57     25.1075     25.0653    0.315175
          58     23.4011     25.0366    0.311044
          59     26.8464     25.0672    0.307281
          60     17.4689     24.9406    0.327217
          61     21.8776     24.8904    0.325683
          62     24.0595      24.877    0.320705
          63     25.9891     24.8946      0.3161
          64     28.6489     24.9533    0.316557
          65     27.7884     24.9969    0.314678
          66     25.8638     25.0101    0.310184
          67     26.7453      25.036    0.306634
          68     27.6861     25.0749    0.304591
          69     25.7835     25.0852     0.30035
          70     24.8273     25.0815    0.296081
          71     24.8481     25.0782     0.29193
          72     21.4446     25.0278    0.292205
          73     27.3446     25.0595     0.28992
          74     26.2383     25.0754     0.28644
          75     25.4991     25.0811    0.282676
          76     25.7431     25.0898    0.279091
          77     36.1699     25.2337    0.310354
          78     23.2956     25.2088    0.307368
          79     24.9116     25.2051      0.3035
          80      23.992     25.1899    0.300085
          81     30.8956     25.2603    0.304535
          82       26.37     25.2739    0.301122
          83     27.0228      25.295    0.298231
          84     25.5127     25.2975    0.294691
          85     28.0827     25.3303     0.29304
          86     22.5555      25.298    0.291404
          87     25.0082     25.2947    0.288073
          88     23.1195       25.27    0.285858
          89     26.9447     25.2888    0.283265
          90     25.9189     25.2958    0.280204
          91     22.7291     25.2676    0.278541
          92     24.7437     25.2619    0.275572
          93     26.5338     25.2756    0.272948
          94     27.2749     25.2969    0.270871
          95     25.2706     25.2966     0.26802
          96     28.0678     25.3254    0.266778
          97     21.9546     25.2907    0.266282
          98     23.7889     25.2754    0.264005
          99     27.0285     25.2931    0.261932
         100      25.556     25.2957    0.259326
