#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.118484    0.118484           0
           2    0.093308    0.105896  0.00890106
           3    0.088188   0.0999933  0.00764464
           4    0.077968    0.094487  0.00745738
           5     0.09682   0.0949536  0.00598049
           6    0.082788    0.092926  0.00531635
           7    0.104152   0.0945297  0.00479266
           8    0.083692    0.093175  0.00438086
           9    0.052948   0.0887053  0.00573778
          10    0.041012    0.083936  0.00686577
          11    0.094956   0.0849378  0.00631428
          12    0.063528   0.0831537  0.00603489
          13    0.090372   0.0837089  0.00559615
          14    0.067612   0.0825591  0.00531323
          15     0.08396   0.0826525  0.00495984
          16    0.059852   0.0812275  0.00485025
          17    0.075724   0.0809038  0.00457573
          18    0.112208   0.0826429  0.00464027
          19    0.053864   0.0811282  0.00463667
          20    0.117512   0.0829474  0.00474832
          21    0.090832   0.0833229  0.00453703
          22    0.097268   0.0839567  0.00437485
          23    0.084944   0.0839997  0.00418485
          24     0.09984   0.0846597   0.0040622
          25    0.114924   0.0858702   0.0040761
          26     0.07626   0.0855006  0.00393605
          27     0.10964   0.0863947  0.00389049
          28    0.093116   0.0866347  0.00375894
          29    0.108232   0.0873794  0.00370236
          30    0.117544   0.0883849  0.00371297
          31     0.07234   0.0878674   0.0036291
          32    0.092556   0.0880139  0.00351864
          33    0.095564   0.0882427  0.00341945
          34    0.084124   0.0881215  0.00332102
          35    0.127516   0.0892471  0.00341154
          36    0.073028   0.0887966  0.00334639
          37    0.087808   0.0887698  0.00325606
          38    0.093564    0.088896  0.00317282
          39    0.062636   0.0882227   0.0031621
          40    0.122596    0.089082  0.00319768
          41    0.110316   0.0895999  0.00316135
          42     0.09504   0.0897294  0.00308874
          43    0.101536    0.090004  0.00302908
          44    0.089988   0.0900036  0.00296024
          45     0.06336   0.0894116  0.00295308
          46    0.079948   0.0892058  0.00289604
          47    0.086336   0.0891448  0.00283506
          48    0.065488   0.0886519  0.00281851
          49     0.07958   0.0884668  0.00276706
          50     0.06726   0.0880426  0.00274404
          51    0.084772   0.0879785  0.00269098
          52    0.102808   0.0882637   0.0026543
          53    0.081992   0.0881454  0.00260685
          54    0.078252   0.0879621  0.00256501
          55    0.083792   0.0878863  0.00251949
          56    0.116924   0.0884049   0.0025273
          57    0.075164   0.0881726  0.00249361
          58    0.087116   0.0881543  0.00245069
          59     0.06642    0.087786  0.00243668
          60    0.092424   0.0878633  0.00239729
          61    0.083656   0.0877943  0.00235898
          62    0.106852   0.0881017  0.00234088
          63    0.057336   0.0876133  0.00235411
          64     0.10056   0.0878156    0.002326
          65    0.107612   0.0881202  0.00231007
          66    0.080404   0.0880033  0.00227802
          67    0.093476    0.088085  0.00224549
          68    0.096432   0.0882077  0.00221582
          69    0.073944    0.088001  0.00219333
          70    0.072468   0.0877791  0.00217319
          71    0.086292   0.0877581  0.00214268
          72    0.092208   0.0878199  0.00211381
          73    0.045044    0.087234  0.00216455
          74    0.074048   0.0870558  0.00214262
          75    0.076872     0.08692  0.00211835
          76     0.08872   0.0869437  0.00209061
          77    0.103808   0.0871627   0.0020749
          78    0.070468   0.0869487  0.00205931
          79    0.092588   0.0870201  0.00203448
          80    0.096576   0.0871395  0.00201255
          81    0.108796   0.0874069  0.00200539
          82     0.08884   0.0874243  0.00198101
          83    0.075116    0.087276  0.00196268
          84    0.092092   0.0873334  0.00194015
          85    0.070556    0.087136  0.00192734
          86    0.078592   0.0870367  0.00190749
          87    0.094832   0.0871263  0.00188767
          88    0.060304   0.0868215  0.00189067
          89    0.109052   0.0870712  0.00188585
          90    0.106236   0.0872842  0.00187688
          91    0.071376   0.0871094  0.00186438
          92    0.081068   0.0870437  0.00184527
          93    0.087936   0.0870533  0.00182545
          94     0.10722   0.0872678   0.0018186
          95    0.125144   0.0876665  0.00184264
          96    0.108068    0.087879  0.00183566
          97    0.097132   0.0879744  0.00181921
          98    0.130164   0.0884049  0.00185089
          99     0.07246   0.0882439  0.00183918
         100    0.081228   0.0881737  0.00182213
