#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.035068    0.035068           0
           2    0.071772     0.05342   0.0129768
           3    0.020288    0.042376   0.0124963
           4    0.051288    0.044604  0.00956876
           5    0.043568   0.0443968  0.00765725
           6    0.051868    0.045642   0.0064815
           7      0.0454   0.0456074  0.00555566
           8    0.053104   0.0465445   0.0049396
           9    0.048572   0.0467698  0.00439589
          10    0.067372     0.04883  0.00441275
          11    0.034376    0.047516  0.00420268
          12     0.05576    0.048203   0.0039082
          13    0.050092   0.0483483  0.00361027
          14    0.042928   0.0479611  0.00337309
          15    0.054448   0.0483936  0.00317582
          16    0.052076   0.0486237  0.00298566
          17    0.061672   0.0493913  0.00290702
          18    0.060964   0.0500342  0.00281572
          19     0.04522   0.0497808   0.0026789
          20    0.056116   0.0500976  0.00256361
          21    0.046044   0.0499046  0.00244879
          22    0.050048   0.0499111  0.00233749
          23    0.054356   0.0501043  0.00224383
          24    0.053396   0.0502415  0.00215453
          25    0.064088   0.0507954  0.00213835
          26    0.051632   0.0508275  0.00205635
          27    0.040712   0.0504529  0.00201403
          28    0.052744   0.0505347  0.00194376
          29    0.035944   0.0500316  0.00194076
          30    0.056616   0.0502511  0.00188844
          31    0.046408   0.0501271  0.00183158
          32     0.04506   0.0499687  0.00178118
          33    0.047884   0.0499056  0.00172832
          34    0.059608   0.0501909  0.00170089
          35    0.061228   0.0505063  0.00168127
          36    0.059504   0.0507562  0.00165304
          37    0.054616   0.0508605  0.00161165
          38    0.038496   0.0505352  0.00160175
          39    0.058396   0.0507367  0.00157331
          40    0.062952   0.0510421  0.00156333
          41     0.05068   0.0510333  0.00152523
          42    0.064872   0.0513628  0.00152409
          43    0.049032   0.0513086  0.00148961
          44      0.0541    0.051372   0.0014571
          45    0.068448   0.0517515  0.00147331
          46    0.065264   0.0520452  0.00147027
          47    0.035828   0.0517002  0.00147892
          48    0.041832   0.0514946  0.00146233
          49    0.046952   0.0514019  0.00143542
          50     0.05582   0.0514902  0.00140943
          51    0.058644   0.0516305  0.00138876
          52    0.063748   0.0518635  0.00138146
          53    0.052796   0.0518811  0.00135551
          54     0.03878   0.0516385  0.00135195
          55     0.04192   0.0514618  0.00133886
          56    0.050128    0.051438  0.00131517
          57    0.058252   0.0515575  0.00129751
          58    0.047136   0.0514813  0.00127738
          59     0.06168   0.0516542  0.00126737
          60    0.061864   0.0518243  0.00125762
          61    0.070212   0.0521258  0.00127262
          62    0.056516   0.0521966  0.00125406
          63    0.038364    0.051977  0.00125323
          64     0.05326   0.0519971  0.00123381
          65     0.05544     0.05205  0.00121596
          66    0.064968   0.0522458  0.00121319
          67     0.03964   0.0520576  0.00120958
          68    0.046444   0.0519751  0.00119461
          69    0.038944   0.0517862  0.00119213
          70    0.045796   0.0517006  0.00117817
          71    0.049712   0.0516726   0.0011619
          72     0.07104   0.0519416  0.00117649
          73    0.072824   0.0522277  0.00119465
          74    0.046888   0.0521555  0.00118068
          75    0.031384   0.0518786  0.00119698
          76    0.054808   0.0519171  0.00118185
          77    0.052324   0.0519224  0.00116651
          78    0.042652   0.0518035   0.0011576
          79    0.044928   0.0517165  0.00114621
          80    0.051524   0.0517141  0.00113189
          81    0.041892   0.0515928  0.00112439
          82     0.04526   0.0515156  0.00111333
          83      0.0478   0.0514708  0.00110081
          84     0.03044   0.0512205  0.00111582
          85    0.036228   0.0510441  0.00111654
          86     0.05386   0.0510768  0.00110404
          87    0.046476    0.051024  0.00109261
          88     0.05238   0.0510394  0.00108031
          89    0.046716   0.0509908  0.00106926
          90     0.07314   0.0512369  0.00108533
          91    0.055668   0.0512856   0.0010745
          92    0.042332   0.0511883  0.00106722
          93    0.041756   0.0510868  0.00106055
          94    0.046344   0.0510364  0.00105047
          95     0.05298   0.0510568  0.00103961
          96    0.050524   0.0510513  0.00102879
          97    0.046744   0.0510069  0.00101914
          98    0.051064   0.0510075  0.00100875
          99     0.03824   0.0508785  0.00100677
         100    0.055996   0.0509297 0.000997999
