#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.424685    0.424685           0
           2      0.4669    0.445792   0.0149252
           3    0.439758    0.443781   0.0100848
           4    0.449067    0.445102  0.00764968
           5    0.435058    0.443094  0.00637807
           6    0.433138    0.441434  0.00552668
           7    0.432256    0.440123  0.00489021
           8    0.450889    0.441469  0.00446025
           9    0.455714    0.443052  0.00423623
          10     0.45295    0.444042  0.00392655
          11    0.420824    0.441931  0.00409781
          12     0.41285    0.439507  0.00441513
          13    0.413478    0.437505  0.00450671
          14    0.455234    0.438772  0.00435909
          15    0.410374    0.436878  0.00446069
          16    0.430467    0.436478  0.00419986
          17    0.401495     0.43442  0.00442834
          18    0.447981    0.435173  0.00424592
          19    0.414375    0.434079  0.00416117
          20     0.44695    0.434722  0.00400257
          21    0.413433    0.433708  0.00393826
          22    0.459099    0.434862  0.00392472
          23    0.465947    0.436214  0.00397998
          24    0.440659    0.436399  0.00381846
          25    0.445209    0.436752  0.00368194
          26    0.447417    0.437162  0.00356311
          27    0.436034     0.43712  0.00343139
          28    0.438422    0.437167  0.00330915
          29    0.434306    0.437068  0.00319651
          30    0.430078    0.436835  0.00309844
          31    0.445733    0.437122  0.00301176
          32    0.437859    0.437145  0.00291773
          33    0.438534    0.437187  0.00282962
          34    0.431224    0.437012  0.00275182
          35    0.427442    0.436738  0.00268675
          36    0.420236     0.43628  0.00265093
          37    0.472617    0.437262   0.0027552
          38    0.424328    0.436922  0.00270364
          39    0.442914    0.437075  0.00263868
          40    0.448305    0.437356   0.0025876
          41    0.435054      0.4373   0.0025251
          42    0.449335    0.437586  0.00248119
          43    0.426634    0.437332  0.00243652
          44    0.416868    0.436867  0.00242513
          45    0.422407    0.436545  0.00239243
          46    0.428592    0.436372  0.00234666
          47    0.426976    0.436172  0.00230523
          48    0.448887    0.436437  0.00227238
          49    0.428898    0.436283   0.0022312
          50    0.467256    0.436903  0.00227094
          51    0.457135      0.4373   0.0022608
          52    0.406223    0.436702  0.00229495
          53    0.428266    0.436543  0.00225716
          54    0.433674     0.43649  0.00221599
          55    0.443854    0.436624  0.00217974
          56    0.448792    0.436841  0.00215162
          57    0.438338    0.436867  0.00211403
          58     0.43769    0.436881  0.00207763
          59    0.442607    0.436978  0.00204468
          60    0.435666    0.436957  0.00201072
          61    0.448118    0.437139  0.00198606
          62    0.446629    0.437293  0.00195992
          63    0.437906    0.437302  0.00192883
          64    0.429339    0.437178  0.00190271
          65    0.436303    0.437164  0.00187348
          66    0.425652     0.43699   0.0018532
          67    0.460619    0.437343  0.00185879
          68     0.45114    0.437546   0.0018425
          69    0.449348    0.437717  0.00182372
          70    0.423266     0.43751  0.00180931
          71    0.462795    0.437866  0.00181854
          72    0.432409     0.43779  0.00179486
          73    0.413008    0.437451  0.00180209
          74    0.411011    0.437094  0.00181281
          75    0.441991    0.437159  0.00178982
          76    0.465093    0.437527  0.00180361
          77    0.452681    0.437723  0.00179089
          78    0.435648    0.437697  0.00176813
          79    0.429976    0.437599  0.00174845
          80    0.446169    0.437706  0.00172987
          81    0.423105    0.437526  0.00171788
          82    0.440688    0.437564  0.00169737
          83     0.47824    0.438055  0.00174623
          84    0.437973    0.438054  0.00172544
          85    0.443134    0.438113  0.00170617
          86    0.441873    0.438157   0.0016869
          87    0.438835    0.438165  0.00166752
          88    0.415244    0.437904  0.00166879
          89    0.413885    0.437634  0.00167172
          90    0.426908    0.437515  0.00165739
          91    0.419877    0.437321  0.00165047
          92    0.431571    0.437259  0.00163372
          93    0.443761    0.437329  0.00161764
          94    0.454455    0.437511  0.00161066
          95    0.452387    0.437668   0.0016013
          96    0.456745    0.437866  0.00159691
          97    0.451782     0.43801  0.00158687
          98    0.431664    0.437945    0.001572
          99    0.445662    0.438023  0.00155805
         100    0.427233    0.437915  0.00154621
