#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     70.1806     70.1806           0
           2     69.8419     70.0112    0.119727
           3     70.8424     70.2883     0.23987
           4      70.823      70.422    0.213935
           5     74.5292     71.2434    0.754404
           6     69.0708     70.8813    0.710279
           7     78.9932     72.0401     1.23357
           8     75.0659     72.4184     1.13588
           9     64.5246     71.5413     1.30508
          10     72.8837     71.6755     1.18146
          11      68.089     71.3495     1.11814
          12     82.9211     72.3138     1.37947
          13     82.5399     73.1004     1.48075
          14       76.07     73.3125     1.39009
          15     79.5862     73.7308     1.35888
          16     88.9457     74.6817     1.57185
          17     83.8092     75.2186     1.56841
          18        67.2     74.7731     1.54324
          19     83.5151     75.2332     1.52907
          20     77.4488      75.344     1.45662
          21     75.1253     75.3336      1.3873
          22     79.8418     75.5385     1.33929
          23     76.3751     75.5749     1.28155
          24     78.3243     75.6894     1.23326
          25     78.2482     75.7918     1.18817
          26      81.652     76.0172     1.16365
          27     71.3201     75.8432     1.13349
          28     80.7875     76.0198     1.10667
          29      86.656     76.3866     1.12765
          30     72.2212     76.2477     1.09858
          31     67.3748     75.9615     1.09979
          32     86.9439     76.3047     1.11769
          33     79.5999     76.4046     1.08827
          34     86.6525      76.706     1.09721
          35     76.6489     76.7043     1.06586
          36     82.1652      76.856     1.04699
          37     65.8913     76.5597     1.05981
          38     81.0082     76.6767     1.03836
          39     75.7881      76.654     1.01199
          40      83.787     76.8323     1.00228
          41     79.2054     76.8902    0.979501
          42      78.095     76.9189      0.9566
          43     90.2755     77.2295    0.983492
          44     83.1432     77.3639     0.97028
          45      76.727     77.3497    0.948821
          46     71.7521      77.228    0.935965
          47     83.9505     77.3711    0.926916
          48     73.3061     77.2864    0.911465
          49     84.3364     77.4303    0.904149
          50     81.5962     77.5136    0.889896
          51     76.5719     77.4951    0.872639
          52     80.2816     77.5487    0.857501
          53     84.2208     77.6746    0.850513
          54     67.1774     77.4802    0.856689
          55     85.7447     77.6305     0.85419
          56     77.4076     77.6265    0.838946
          57     83.0667     77.7219    0.829638
          58      60.725     77.4289    0.865545
          59     71.4235     77.3271    0.856839
          60     77.9077     77.3368    0.842613
          61     70.3911     77.2229    0.836457
          62     71.5497     77.1314    0.827956
          63     75.3765     77.1035    0.815282
          64     82.6327     77.1899    0.807108
          65     89.0421     77.3723    0.815028
          66     68.9111     77.2441    0.812699
          67     83.6992     77.3404     0.80626
          68     77.9867     77.3499    0.794459
          69     74.5269      77.309    0.783998
          70     80.6192     77.3563    0.774223
          71     90.9461     77.5477    0.786622
          72     80.9963     77.5956    0.777154
          73     83.9314     77.6824    0.771339
          74     88.3412     77.8264    0.774247
          75     86.0073     77.9355    0.771569
          76     77.7014     77.9324    0.761423
          77     82.5567     77.9925    0.753899
          78       74.72     77.9505    0.745401
          79     85.4444     78.0454    0.741976
          80     83.9669     78.1194    0.736384
          81     67.2304      77.985    0.739462
          82     68.9482     77.8748    0.738611
          83     90.0839     78.0219    0.744215
          84     86.6988     78.1252     0.74249
          85     81.1082     78.1603    0.734584
          86     83.0679     78.2173    0.728255
          87     75.2939     78.1837    0.720659
          88     74.6955     78.1441    0.713559
          89      60.475     77.9456    0.732639
          90     80.3913     77.9727    0.725002
          91     67.1851     77.8542    0.726662
          92     76.8831     77.8436     0.71884
          93     85.4022     77.9249    0.715691
          94     73.7173     77.8801    0.709475
          95     87.4303     77.9807    0.709094
          96     79.6681     77.9983    0.701925
          97     81.9617     78.0391    0.695877
          98     80.9085     78.0684    0.689392
          99     87.7438     78.1661    0.689321
         100     73.4204     78.1187    0.684059
