#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.333344    0.333344           0
           2    0.329436     0.33139  0.00138169
           3    0.288284    0.317021   0.0117681
           4    0.280772    0.307959   0.0118107
           5    0.298592    0.306086  0.00959602
           6    0.238892    0.294887   0.0129792
           7    0.248008     0.28819   0.0127361
           8     0.28896    0.288286   0.0111445
           9    0.249392    0.283964   0.0107114
          10    0.254224     0.28099   0.0100446
          11    0.265284    0.279563  0.00923241
          12    0.203124    0.273193   0.0104315
          13    0.336412    0.278056   0.0107028
          14    0.248452    0.275941    0.010145
          15    0.282604    0.276385  0.00947843
          16    0.217824    0.272725  0.00956663
          17    0.364868    0.278145   0.0104269
          18     0.27646    0.278052  0.00984804
          19    0.239208    0.276007  0.00953957
          20     0.24266     0.27434  0.00920715
          21    0.325436    0.276773  0.00908453
          22    0.286952    0.277236  0.00868337
          23    0.268892    0.276873   0.0083134
          24    0.278308    0.276933  0.00796723
          25    0.393656    0.281602  0.00891219
          26    0.175008    0.277502  0.00946553
          27    0.258456    0.276797  0.00914121
          28    0.252552    0.275931  0.00885565
          29    0.364556    0.278987  0.00906227
          30    0.267712    0.278611  0.00876798
          31    0.350672    0.280935  0.00878788
          32    0.269136    0.280567  0.00852099
          33    0.286776    0.280755  0.00826486
          34    0.258184    0.280091  0.00804839
          35    0.359072    0.282348  0.00812863
          36     0.27218    0.282065  0.00790774
          37    0.381152    0.284743  0.00813486
          38    0.357568     0.28666   0.0081434
          39    0.290616    0.286761  0.00793522
          40     0.28906    0.286819  0.00773705
          41      0.3134    0.287467  0.00757546
          42     0.33022    0.288485  0.00746317
          43    0.327072    0.289382  0.00734336
          44    0.238736    0.288231  0.00726611
          45    0.367708    0.289997  0.00731614
          46     0.26682    0.289493  0.00717443
          47    0.240716    0.288456  0.00709644
          48    0.311576    0.288937  0.00696493
          49    0.269964     0.28855  0.00683354
          50    0.300664    0.288792  0.00670117
          51    0.316364    0.289333  0.00659154
          52    0.334144    0.290195  0.00652087
          53    0.265592    0.289731  0.00641433
          54    0.336088    0.290589  0.00635274
          55    0.335864    0.291412  0.00629034
          56     0.22266    0.290184  0.00629668
          57     0.26504    0.289743  0.00620165
          58    0.245748    0.288985  0.00614094
          59     0.29534    0.289093   0.0060378
          60    0.399212    0.290928  0.00620985
          61    0.364948    0.292141  0.00622548
          62      0.3429     0.29296  0.00617867
          63    0.182388    0.291205  0.00632496
          64    0.293456     0.29124  0.00622623
          65    0.275704    0.291001  0.00613503
          66    0.282612    0.290874  0.00604339
          67    0.270688    0.290573  0.00596069
          68    0.369612    0.291735  0.00598529
          69    0.400712    0.293314  0.00610337
          70      0.2759    0.293066  0.00602125
          71    0.210004    0.291896  0.00604903
          72    0.259012    0.291439  0.00598223
          73      0.3332    0.292011  0.00592757
          74    0.321872    0.292415  0.00586119
          75    0.232288    0.291613  0.00583761
          76     0.32342    0.292031  0.00577578
          77    0.344976    0.292719  0.00574155
          78     0.28972    0.292681  0.00566807
          79     0.42988    0.294417  0.00585635
          80    0.243788    0.293784  0.00581724
          81    0.301052    0.293874  0.00574611
          82    0.259572    0.293456  0.00569124
          83     0.38918    0.294609  0.00573834
          84    0.315296    0.294855  0.00567531
          85    0.257988    0.294422  0.00562509
          86    0.376544    0.295377  0.00564015
          87    0.348524    0.295987  0.00560831
          88    0.252324    0.295491  0.00556648
          89    0.184376    0.294243  0.00564221
          90    0.298624    0.294291  0.00557973
          91     0.25176    0.293824  0.00553795
          92      0.3299    0.294216  0.00549162
          93     0.33142    0.294616  0.00544712
          94    0.107212    0.292623  0.00574244
          95    0.272544    0.292411  0.00568588
          96    0.265108    0.292127  0.00563376
          97    0.252672     0.29172  0.00559035
          98    0.324452    0.292054  0.00554327
          99    0.266732    0.291798  0.00549318
         100    0.308332    0.291964  0.00544073
