#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     15.1702     15.1702           0
           2     15.2214     15.1958   0.0181055
           3     15.1998     15.1971   0.0121182
           4     16.4716     15.5158    0.276082
           5     14.9098     15.3946    0.246034
           6     15.2794     15.3754    0.205776
           7     15.6402     15.4132    0.179824
           8      16.603     15.5619     0.21003
           9     15.6554     15.5723    0.186949
          10     17.5472     15.7698    0.251815
          11     16.2409     15.8126    0.232536
          12     13.6104     15.6291    0.276241
          13     15.4302     15.6138    0.255415
          14     15.0464     15.5733    0.240365
          15     13.8171     15.4562    0.251242
          16     15.5026     15.4591    0.235556
          17      16.735     15.5341    0.233351
          18     16.6176     15.5943    0.228018
          19     14.8026     15.5527    0.219792
          20     14.8382     15.5169    0.211685
          21     13.7837     15.4344    0.217099
          22     15.3867     15.4322    0.207242
          23     16.2505     15.4678    0.201262
          24     16.0888     15.4937    0.194532
          25      14.757     15.4642    0.188969
          26     18.2491     15.5713    0.209873
          27     14.6048     15.5355     0.20513
          28     17.2401     15.5964     0.20664
          29     14.3634     15.5539    0.203841
          30     13.7096     15.4924    0.206109
          31     13.9221     15.4418    0.205591
          32     15.5921     15.4465     0.19922
          33     15.6261     15.4519    0.193257
          34     13.4849     15.3941    0.196041
          35      12.407     15.3087    0.208189
          36      15.119     15.3034    0.202473
          37     14.5793     15.2839    0.197944
          38     15.5609     15.2912    0.192869
          39     15.3935     15.2938    0.187942
          40     15.0295     15.2872    0.183359
          41     17.4339     15.3395    0.186213
          42     14.6596     15.3233    0.182482
          43     14.4697     15.3035    0.179314
          44     12.8919     15.2487    0.183424
          45     12.8421     15.1952    0.186982
          46      16.135     15.2156     0.18403
          47     16.7083     15.2474    0.182835
          48     15.4562     15.2517    0.179077
          49     16.3541     15.2742     0.17683
          50     17.5008     15.3188    0.178813
          51     16.3261     15.3385    0.176394
          52     14.1707     15.3161    0.174425
          53     14.7099     15.3046    0.171509
          54     15.0991     15.3008    0.168375
          55     13.8907     15.2752    0.167254
          56     14.0875      15.254    0.165607
          57     14.5308     15.2413    0.163187
          58     14.2502     15.2242    0.161265
          59     16.6174     15.2478    0.160252
          60     16.0237     15.2607    0.158102
          61     15.4601      15.264    0.155544
          62     17.4962        15.3    0.157146
          63     15.1653     15.2979    0.154666
          64     15.2196     15.2967    0.152255
          65     14.5186     15.2847    0.150382
          66     16.4517     15.3024    0.149139
          67     17.1111     15.3294    0.149337
          68     15.8632     15.3372    0.147347
          69     14.4078     15.3237    0.145826
          70     15.9498     15.3327    0.144016
          71     15.5409     15.3356    0.142018
          72      15.183     15.3335    0.140061
          73     15.2798     15.3328    0.138145
          74     14.9164     15.3271    0.136392
          75     13.7765     15.3065    0.136132
          76     14.1678     15.2915    0.135163
          77     16.5181     15.3074    0.134343
          78     14.7945     15.3008    0.132781
          79     15.7056      15.306    0.131199
          80     14.0379     15.2901    0.130513
          81     15.1103     15.2879    0.128921
          82     15.5995     15.2917    0.127405
          83     16.0201     15.3005    0.126171
          84     15.3276     15.3008     0.12467
          85     15.7673     15.3063    0.123324
          86      18.271     15.3408    0.126617
          87     14.9939     15.3368    0.125224
          88     13.8934     15.3204    0.124871
          89     16.0778     15.3289    0.123757
          90     16.1253     15.3377    0.122698
          91      14.283     15.3261    0.121896
          92     16.4667     15.3385      0.1212
          93     16.6307     15.3524     0.12069
          94     15.8543     15.3578    0.119524
          95      14.471     15.3484     0.11863
          96     14.4348     15.3389    0.117776
          97     14.1362     15.3265    0.117212
          98     15.1555     15.3248    0.116029
          99     12.7595     15.2989    0.117715
         100     16.5001     15.3109    0.117149
