#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.505352   -0.505352           0
           2   -0.505584   -0.505468 8.20244e-05
           3   -0.505944   -0.505627 0.000140619
           4   -0.502952   -0.504958 0.000588608
           5   -0.501056   -0.504178 0.000841994
           6   -0.506008   -0.504483 0.000754906
           7   -0.508832   -0.505104 0.000865791
           8   -0.503224   -0.504869 0.000788815
           9    -0.50196   -0.504546 0.000764528
          10   -0.505568   -0.504648 0.000694875
          11     -0.5046   -0.504644 0.000631719
          12   -0.507344   -0.504869 0.000617857
          13   -0.502688   -0.504701 0.000592663
          14    -0.50316   -0.504591 0.000560457
          15     -0.5064   -0.504711 0.000535913
          16   -0.503888    -0.50466 0.000504884
          17   -0.503848   -0.504612 0.000477439
          18   -0.501536   -0.504441  0.00048053
          19   -0.504272   -0.504432 0.000455321
          20   -0.503344   -0.504378 0.000435796
          21   -0.506488   -0.504478 0.000426469
          22   -0.504688   -0.504488  0.00040719
          23   -0.501896   -0.504375 0.000404781
          24    -0.50328    -0.50433 0.000390479
          25   -0.504392   -0.504332 0.000374868
          26    -0.50128   -0.504215 0.000378385
          27   -0.506976   -0.504317 0.000377938
          28   -0.507608   -0.504435  0.00038228
          29   -0.507936   -0.504555 0.000387696
          30   -0.502272   -0.504479 0.000382171
          31   -0.504936   -0.504494 0.000370126
          32   -0.504072   -0.504481 0.000358795
          33   -0.502352   -0.504416 0.000353674
          34   -0.508112   -0.504525 0.000359587
          35   -0.506312   -0.504576  0.00035292
          36   -0.506888    -0.50464 0.000348911
          37   -0.508352   -0.504741 0.000353609
          38   -0.505024   -0.504748 0.000344382
          39   -0.505512   -0.504768 0.000336108
          40   -0.505816   -0.504794 0.000328726
          41   -0.507008   -0.504848 0.000325114
          42   -0.505752   -0.504869 0.000318085
          43   -0.503664   -0.504841 0.000311921
          44   -0.506024   -0.504868 0.000305987
          45    -0.50532   -0.504878 0.000299352
          46   -0.504192   -0.504863 0.000293216
          47    -0.50004   -0.504761 0.000304407
          48   -0.505536   -0.504777 0.000298493
          49   -0.507592   -0.504834  0.00029788
          50    -0.50452   -0.504828 0.000291988
          51   -0.505176   -0.504835 0.000286343
          52    -0.50464   -0.504831 0.000280861
          53   -0.505656   -0.504847 0.000275992
          54   -0.505048    -0.50485 0.000270907
          55   -0.501632   -0.504792 0.000272227
          56   -0.501336    -0.50473 0.000274272
          57   -0.508064   -0.504789 0.000275626
          58   -0.504512   -0.504784 0.000270915
          59   -0.502728   -0.504749 0.000268555
          60    -0.50312   -0.504722 0.000265448
          61   -0.505744   -0.504739 0.000261624
          62   -0.502496   -0.504702 0.000259893
          63   -0.505016   -0.504707 0.000255815
          64    -0.50604   -0.504728 0.000252664
          65    -0.49908   -0.504641 0.000263296
          66    -0.50172   -0.504597 0.000263001
          67   -0.505944   -0.504617 0.000259843
          68   -0.506056   -0.504638 0.000256882
          69   -0.504024   -0.504629 0.000253313
          70   -0.503008   -0.504606 0.000250751
          71   -0.505408   -0.504618 0.000247473
          72   -0.507096   -0.504652 0.000246419
          73    -0.50604   -0.504671 0.000243775
          74     -0.5054   -0.504681  0.00024068
          75   -0.506096     -0.5047  0.00023821
          76   -0.506416   -0.504722 0.000236143
          77   -0.503224   -0.504703 0.000233877
          78   -0.505296    -0.50471 0.000231002
          79   -0.505672   -0.504723 0.000228398
          80   -0.507496   -0.504757 0.000228159
          81   -0.506856   -0.504783 0.000226809
          82    -0.50576   -0.504795 0.000224355
          83   -0.506536   -0.504816 0.000222631
          84   -0.504384   -0.504811  0.00022004
          85   -0.506888   -0.504835 0.000218803
          86   -0.505384   -0.504842 0.000216352
          87   -0.507008   -0.504867 0.000215293
          88   -0.504752   -0.504865 0.000212851
          89   -0.501768   -0.504831 0.000213285
          90     -0.5022   -0.504801 0.000212909
          91   -0.502336   -0.504774 0.000212286
          92   -0.505536   -0.504783  0.00021014
          93   -0.503936   -0.504773 0.000208077
          94    -0.50516   -0.504778 0.000205904
          95   -0.507128   -0.504802 0.000205218
          96   -0.507904   -0.504835 0.000205608
          97   -0.505256   -0.504839 0.000203534
          98   -0.506912    -0.50486 0.000202554
          99   -0.506456   -0.504876 0.000201148
         100   -0.505648   -0.504884 0.000199285
