#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.066468    0.066468           0
           2    0.037384    0.051926   0.0102827
           3    0.061964    0.055272   0.0073795
           4    0.059684    0.056375  0.00561646
           5    0.044108   0.0539216  0.00500039
           6    0.060896    0.055084  0.00429997
           7    0.059448   0.0557074  0.00373061
           8    0.062972   0.0566155  0.00337299
           9    0.053516   0.0562711  0.00301575
          10    0.069076   0.0575516  0.00297362
          11    0.024028    0.054504  0.00396879
          12    0.068676    0.055685  0.00380972
          13    0.051388   0.0553545  0.00353098
          14      0.0535    0.055222  0.00328125
          15    0.075936   0.0566029  0.00334047
          16      0.0775    0.057909  0.00337738
          17    0.054284   0.0576958  0.00318543
          18    0.075228   0.0586698  0.00315386
          19    0.026872   0.0569962  0.00340306
          20     0.05054   0.0566734  0.00324818
          21     0.07786   0.0576823   0.0032464
          22      0.0539   0.0575104  0.00310339
          23    0.062972   0.0577478  0.00297753
          24    0.018444   0.0561102  0.00327299
          25    0.063456    0.056404  0.00315523
          26    0.051396   0.0562114  0.00303975
          27    0.052984   0.0560919  0.00292952
          28    0.070044   0.0565901  0.00286695
          29     0.04216   0.0560926  0.00281094
          30    0.063684   0.0563456  0.00272861
          31    0.054372   0.0562819  0.00264133
          32    0.047108   0.0559953   0.0025743
          33    0.075164   0.0565761  0.00256099
          34    0.053812   0.0564948  0.00248696
          35     0.04884   0.0562761   0.0024255
          36    0.052892   0.0561821  0.00235995
          37      0.0477   0.0559529  0.00230727
          38    0.053048   0.0558764  0.00224782
          39    0.046376   0.0556328  0.00220334
          40    0.061372   0.0557763  0.00215293
          41    0.053768   0.0557273  0.00210097
          42    0.043872    0.055445  0.00206982
          43    0.058696   0.0555207  0.00202307
          44    0.059552   0.0556123  0.00197916
          45    0.060024   0.0557103  0.00193761
          46    0.071684   0.0560576  0.00192635
          47    0.052028   0.0559718  0.00188727
          48    0.057812   0.0560102  0.00184834
          49     0.03874   0.0556577  0.00184392
          50    0.046076   0.0554661  0.00181697
          51    0.062332   0.0556007  0.00178633
          52    0.061792   0.0557198  0.00175594
          53    0.044608   0.0555101  0.00173528
          54     0.06918   0.0557633  0.00172151
          55    0.062524   0.0558862  0.00169459
          56    0.070308   0.0561437  0.00168379
          57    0.081364   0.0565862  0.00171139
          58    0.055604   0.0565692  0.00168197
          59    0.063236   0.0566822  0.00165725
          60    0.063368   0.0567937  0.00163338
          61    0.061844   0.0568765   0.0016087
          62    0.076864   0.0571988  0.00161473
          63    0.053028   0.0571326  0.00159045
          64    0.044376   0.0569333  0.00157804
          65    0.056932   0.0569333  0.00155377
          66    0.055424   0.0569104  0.00153039
          67    0.070732   0.0571167  0.00152139
          68    0.062228   0.0571919  0.00150087
          69    0.049848   0.0570854  0.00148289
          70    0.058016   0.0570987  0.00146177
          71     0.06416   0.0571982  0.00144456
          72    0.043076   0.0570021  0.00143775
          73    0.075872   0.0572605   0.0014411
          74    0.062076   0.0573256   0.0014231
          75    0.063888   0.0574131  0.00140681
          76    0.075184   0.0576469   0.0014076
          77    0.067192   0.0577709  0.00139476
          78    0.048336   0.0576499  0.00138212
          79     0.04704   0.0575156  0.00137113
          80    0.058936   0.0575334  0.00135411
          81    0.066128   0.0576395  0.00134154
          82    0.057516    0.057638  0.00132518
          83    0.042028   0.0574499  0.00132249
          84    0.057832   0.0574545  0.00130676
          85    0.066112   0.0575563  0.00129535
          86    0.042228   0.0573781  0.00129249
          87    0.069388   0.0575161  0.00128498
          88    0.058384    0.057526  0.00127042
          89     0.06438    0.057603  0.00125848
          90    0.068548   0.0577246  0.00125036
          91    0.053512   0.0576783  0.00123747
          92     0.06738   0.0577838  0.00122851
          93    0.028584   0.0574698  0.00125478
          94    0.058416   0.0574799  0.00124147
          95     0.05576   0.0574618  0.00122853
          96    0.055132   0.0574375  0.00121598
          97     0.07166   0.0575841  0.00121225
          98     0.06336   0.0576431  0.00120131
          99    0.060328   0.0576702  0.00118948
         100    0.078304   0.0578765  0.00119535
