#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.382041    0.382041           0
           2    0.398513    0.390277  0.00582388
           3    0.412707    0.397754  0.00723467
           4    0.406556    0.399954  0.00575093
           5    0.393506    0.398665  0.00474316
           6    0.384093    0.396236  0.00453191
           7    0.379737    0.393879  0.00445547
           8    0.389448    0.393325  0.00393281
           9      0.3989    0.393945  0.00354428
          10     0.40071    0.394621  0.00325377
          11    0.398509    0.394975  0.00297711
          12    0.393502    0.394852  0.00273155
          13    0.398598     0.39514  0.00253659
          14    0.403866    0.395763  0.00243077
          15    0.391979    0.395511  0.00228177
          16    0.385326    0.394874  0.00222618
          17    0.397858     0.39505  0.00210213
          18    0.402753    0.395478  0.00202845
          19    0.375759     0.39444  0.00217101
          20    0.392228    0.394329  0.00206528
          21    0.399933    0.394596  0.00198409
          22    0.392172    0.394486  0.00189696
          23    0.413924    0.395331  0.00199388
          24    0.418753    0.396307  0.00213631
          25    0.399666    0.396441  0.00205508
          26    0.410105    0.396967  0.00204212
          27    0.399872    0.397075  0.00196932
          28    0.394224    0.396973  0.00190162
          29    0.401455    0.397127  0.00184232
          30    0.383841    0.396684  0.00183337
          31    0.390404    0.396482  0.00178538
          32    0.381128    0.396002   0.0017929
          33    0.384137    0.395643  0.00177426
          34     0.40291    0.395856   0.0017349
          35    0.400254    0.395982  0.00168988
          36    0.390786    0.395838  0.00164909
          37    0.395159    0.395819  0.00160462
          38    0.394736    0.395791  0.00156265
          39    0.414412    0.396268  0.00159385
          40    0.399766    0.396356   0.0015564
          41    0.401293    0.396476  0.00152309
          42    0.395845    0.396461   0.0014869
          43    0.389994    0.396311  0.00145991
          44    0.387055      0.3961  0.00144181
          45    0.389379    0.395951  0.00141748
          46    0.385374    0.395721  0.00140519
          47    0.394981    0.395705  0.00137538
          48    0.391436    0.395616   0.0013496
          49    0.392961    0.395562  0.00132315
          50    0.401369    0.395678  0.00130177
          51    0.386858    0.395505  0.00128768
          52    0.396309    0.395521  0.00126301
          53    0.403236    0.395666  0.00124754
          54    0.402548    0.395794  0.00123093
          55    0.388647    0.395664  0.00121539
          56     0.39297    0.395616  0.00119464
          57    0.404465    0.395771  0.00118373
          58    0.384677     0.39558  0.00117867
          59    0.404478    0.395731   0.0011683
          60    0.404756    0.395881  0.00115847
          61    0.406937    0.396062  0.00115357
          62     0.40577    0.396219  0.00114554
          63    0.399864    0.396277  0.00112882
          64    0.395793    0.396269  0.00111121
          65    0.386231    0.396115  0.00110479
          66    0.388826    0.396004  0.00109356
          67    0.394422    0.395981  0.00107749
          68      0.4032    0.396087  0.00106686
          69    0.386645     0.39595  0.00106014
          70    0.385098    0.395795  0.00105627
          71    0.386027    0.395657  0.00105031
          72    0.404144    0.395775  0.00104232
          73    0.384246    0.395617  0.00103994
          74    0.407107    0.395773  0.00103741
          75    0.380813    0.395573  0.00104258
          76    0.391303    0.395517  0.00103037
          77    0.421923     0.39586  0.00107255
          78    0.391094    0.395799  0.00106053
          79    0.385255    0.395665  0.00105547
          80    0.411322    0.395861  0.00106027
          81    0.399889    0.395911  0.00104835
          82     0.39071    0.395847  0.00103748
          83    0.399081    0.395886  0.00102571
          84    0.406444    0.396012  0.00102117
          85    0.398894    0.396046  0.00100972
          86    0.412045    0.396232  0.00101497
          87    0.393193    0.396197  0.00100391
          88    0.414465    0.396405  0.00101373
          89    0.376167    0.396177  0.00102753
          90    0.394601     0.39616  0.00101626
          91    0.378818    0.395969  0.00102281
          92    0.403068    0.396046   0.0010146
          93    0.383193    0.395908  0.00101306
          94     0.39198    0.395866  0.00100314
          95    0.404927    0.395962 0.000997105
          96    0.401605     0.39602  0.00098845
          97     0.39233    0.395982 0.000978992
          98    0.385272    0.395873 0.000975083
          99    0.407905    0.395995 0.000972779
         100    0.392627    0.395961 0.000963634
