#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.123124    0.123124           0
           2    0.118564    0.120844   0.0016122
           3    0.064344    0.102011   0.0154149
           4    0.118248     0.10607   0.0120838
           5    0.057112   0.0962784   0.0130442
           6    0.154636    0.106005   0.0140355
           7    0.136584    0.110373   0.0126921
           8    0.123168    0.111973   0.0112059
           9    0.104544    0.111147  0.00999112
          10    0.117112    0.111744   0.0090098
          11    0.151336    0.115343  0.00888061
          12    0.073536    0.111859  0.00879744
          13    0.092172    0.110345  0.00825002
          14    0.171172    0.114689  0.00873017
          15    0.119696    0.115023  0.00815454
          16     0.09232    0.113604  0.00776735
          17    0.059892    0.110445  0.00792705
          18    0.092912    0.109471  0.00754627
          19    0.179652    0.113164   0.0080022
          20    0.074872     0.11125  0.00782779
          21     0.05582     0.10861  0.00788752
          22    0.112804    0.108801  0.00753129
          23     0.11428    0.109039  0.00720761
          24    0.102692    0.108775  0.00691215
          25    0.094116    0.108188  0.00666048
          26    0.094376    0.107657  0.00642546
          27    0.099316    0.107348   0.0061949
          28     0.10634    0.107312  0.00597376
          29    0.111416    0.107454  0.00576945
          30    0.115936    0.107736  0.00558406
          31    0.081364    0.106886  0.00546834
          32    0.110232     0.10699  0.00529846
          33    0.107592    0.107008  0.00513793
          34    0.120328      0.1074  0.00500173
          35    0.128296    0.107997  0.00489432
          36    0.125976    0.108497  0.00478378
          37    0.103976    0.108374  0.00465605
          38    0.112924    0.108494  0.00453506
          39    0.126936    0.108967  0.00444336
          40    0.107292    0.108925  0.00433247
          41    0.120148    0.109199  0.00423544
          42    0.076148    0.108412  0.00420707
          43    0.123852    0.108771  0.00412452
          44    0.094192     0.10844  0.00404407
          45    0.115476    0.108596  0.00395722
          46    0.091652    0.108228   0.0038883
          47    0.163208    0.109398  0.00397765
          48    0.113876    0.109491  0.00389588
          49    0.096576    0.109227  0.00382527
          50    0.096852     0.10898  0.00375677
          51    0.099768    0.108799  0.00368744
          52     0.12612    0.109132  0.00363154
          53    0.114868     0.10924  0.00356464
          54    0.084488    0.108782  0.00352797
          55     0.15376      0.1096  0.00355735
          56    0.108664    0.109583  0.00349386
          57    0.096844     0.10936  0.00343971
          58    0.122772    0.109591  0.00338817
          59     0.11324    0.109653   0.0033313
          60    0.135972    0.110091  0.00330454
          61     0.11784    0.110218   0.0032528
          62    0.106752    0.110163  0.00320082
          63    0.105832    0.110094  0.00315075
          64    0.100048    0.109937  0.00310543
          65    0.105612     0.10987  0.00305836
          66    0.105592    0.109805  0.00301271
          67    0.092832    0.109552  0.00297838
          68    0.093356    0.109314  0.00294409
          69    0.084588    0.108956  0.00292315
          70     0.12454    0.109178  0.00288985
          71     0.10712    0.109149   0.0028493
          72    0.101272     0.10904  0.00281182
          73     0.11374    0.109104  0.00277404
          74    0.093292    0.108891  0.00274477
          75    0.119808    0.109036  0.00271203
          76    0.129608    0.109307  0.00268982
          77     0.11178    0.109339  0.00265508
          78    0.106972    0.109309  0.00262121
          79    0.099212    0.109181  0.00259115
          80    0.131764    0.109463  0.00257409
          81    0.150812    0.109974  0.00259244
          82    0.121944     0.11012  0.00256493
          83      0.1716     0.11086  0.00263882
          84     0.11332     0.11089  0.00260756
          85    0.099396    0.110754  0.00258039
          86    0.096584     0.11059  0.00255564
          87    0.075484    0.110186  0.00255792
          88    0.152864    0.110671  0.00257442
          89       0.088    0.110416  0.00255807
          90      0.1194    0.110516  0.00253159
          91     0.12482    0.110673  0.00250864
          92    0.124532    0.110824   0.0024859
          93    0.110828    0.110824  0.00245917
          94    0.084868    0.110548  0.00244846
          95    0.147684    0.110939  0.00245369
          96    0.115924    0.110991  0.00242868
          97    0.074816    0.110618  0.00243211
          98    0.112976    0.110642  0.00240741
          99    0.105276    0.110588   0.0023837
         100    0.139212    0.110874  0.00237699
