#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.648832   -0.648832           0
           2   -0.651184   -0.650008 0.000831558
           3    -0.64944   -0.649819 0.000575522
           4   -0.646024    -0.64887 0.000928058
           5   -0.642136   -0.647523  0.00141503
           6   -0.645808   -0.647237  0.00120773
           7   -0.644376   -0.646829   0.0011022
           8   -0.646448   -0.646781  0.00096545
           9   -0.645904   -0.646684 0.000863081
          10   -0.649152    -0.64693 0.000811305
          11    -0.64248   -0.646526 0.000832338
          12   -0.640832   -0.646051 0.000887979
          13   -0.646064   -0.646052 0.000819674
          14   -0.649888   -0.646326 0.000805614
          15   -0.645856   -0.646295 0.000752516
          16   -0.649432   -0.646491  0.00073058
          17   -0.645728   -0.646446 0.000688982
          18   -0.645184   -0.646376 0.000654264
          19   -0.646712   -0.646394 0.000620068
          20      -0.646   -0.646374 0.000589377
          21     -0.6504   -0.646566 0.000591671
          22   -0.643656   -0.646433  0.00057937
          23    -0.64832   -0.646515 0.000559957
          24   -0.645656    -0.64648 0.000537769
          25   -0.644176   -0.646388 0.000524093
          26   -0.645832   -0.646366 0.000504371
          27   -0.647336   -0.646402 0.000486968
          28    -0.64476   -0.646343 0.000473095
          29    -0.64712    -0.64637 0.000457538
          30     -0.6492   -0.646465 0.000451906
          31   -0.647496   -0.646498 0.000438551
          32   -0.648712   -0.646567 0.000430271
          33   -0.648264   -0.646618 0.000420294
          34    -0.64768    -0.64665  0.00040909
          35   -0.648696   -0.646708 0.000401558
          36   -0.646728   -0.646709 0.000390404
          37   -0.644872   -0.646659 0.000382996
          38      -0.651   -0.646773 0.000389581
          39   -0.646512   -0.646767 0.000379649
          40   -0.651144   -0.646876 0.000385609
          41   -0.647376   -0.646888 0.000376396
          42   -0.648144   -0.646918  0.00036862
          43   -0.644408    -0.64686  0.00036464
          44   -0.647304    -0.64687 0.000356493
          45   -0.641448   -0.646749 0.000368369
          46    -0.64708   -0.646757 0.000360431
          47   -0.645568   -0.646731 0.000353648
          48   -0.650064   -0.646801 0.000353031
          49    -0.64308   -0.646725 0.000353898
          50    -0.64492   -0.646689 0.000348656
          51    -0.64656   -0.646686 0.000341828
          52   -0.648016   -0.646712  0.00033621
          53   -0.646328   -0.646704 0.000329944
          54   -0.644328    -0.64666 0.000326756
          55   -0.639896   -0.646537 0.000343182
          56   -0.648008   -0.646564 0.000338057
          57   -0.647736   -0.646584 0.000332751
          58   -0.644864   -0.646555 0.000328333
          59     -0.6426   -0.646488 0.000329539
          60   -0.645992   -0.646479  0.00032415
          61   -0.641944   -0.646405 0.000327252
          62   -0.649656   -0.646457 0.000326147
          63   -0.643704   -0.646414 0.000323885
          64   -0.647432    -0.64643 0.000319215
          65   -0.644224   -0.646396 0.000316103
          66   -0.648152   -0.646422 0.000312431
          67   -0.648264    -0.64645 0.000308975
          68   -0.648624   -0.646482 0.000306081
          69   -0.647144   -0.646491 0.000301796
          70   -0.648264   -0.646517 0.000298545
          71   -0.645184   -0.646498 0.000294929
          72     -0.6464   -0.646497 0.000290836
          73   -0.646392   -0.646495 0.000286856
          74    -0.64944   -0.646535 0.000285726
          75   -0.648464   -0.646561 0.000283072
          76      -0.643   -0.646514 0.000283198
          77   -0.643336   -0.646473 0.000282511
          78   -0.643352   -0.646433 0.000281708
          79   -0.644904   -0.646413 0.000278805
          80   -0.650888   -0.646469 0.000280875
          81    -0.64552   -0.646457 0.000277652
          82   -0.646576   -0.646459  0.00027427
          83   -0.648688   -0.646486 0.000272277
          84   -0.649464   -0.646521 0.000271335
          85    -0.64768   -0.646535 0.000268485
          86    -0.64476   -0.646514 0.000266155
          87   -0.646496   -0.646514 0.000263096
          88   -0.647192   -0.646522 0.000260219
          89   -0.645368   -0.646509 0.000257617
          90   -0.649696   -0.646544 0.000257178
          91   -0.647928   -0.646559 0.000254801
          92   -0.644848   -0.646541 0.000252709
          93   -0.645208   -0.646526 0.000250398
          94    -0.64636   -0.646525  0.00024774
          95   -0.648144   -0.646542 0.000245718
          96    -0.64396   -0.646515 0.000244626
          97   -0.647128   -0.646521 0.000242186
          98   -0.648024   -0.646536   0.0002402
          99   -0.646376   -0.646535 0.000237779
         100   -0.645288   -0.646522 0.000235728
