#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.842756    0.842756           0
           2    0.802104     0.82243   0.0143727
           3    0.547972    0.730944     0.07531
           4     0.51794    0.677693    0.072918
           5     0.28628     0.59941   0.0911341
           6    0.636156    0.605535   0.0761506
           7    0.729124     0.62319   0.0672876
           8    0.642076    0.625551    0.058918
           9    0.715792    0.635578   0.0532179
          10    0.745372    0.646557   0.0490156
          11    0.522268    0.635258   0.0458435
          12    0.667208    0.637921   0.0421004
          13    0.385896    0.618534    0.043095
          14    0.737584    0.627038   0.0408471
          15    0.470872    0.616627   0.0394284
          16    0.770692    0.626256   0.0381218
          17    0.509488    0.619387   0.0364929
          18    0.773004    0.627921   0.0354494
          19     0.57464    0.625117   0.0336944
          20    0.735948    0.630659   0.0324622
          21    0.702184    0.634065   0.0310945
          22      0.6156    0.633225   0.0296924
          23    0.523372    0.628449    0.028783
          24       0.701    0.631472    0.027742
          25    0.551608    0.628277   0.0268157
          26    0.541852    0.624953   0.0259895
          27    0.389256    0.616224   0.0264524
          28    0.528492    0.613091   0.0256926
          29    0.517364     0.60979   0.0250178
          30    0.744328    0.614274   0.0245825
          31    0.445008    0.608814   0.0243884
          32    0.481828    0.604846   0.0239469
          33    0.800084    0.610762   0.0239409
          34    0.748964    0.614827   0.0235793
          35    0.827008    0.620889   0.0236721
          36    0.808496      0.6261   0.0235812
          37    0.502296    0.622754   0.0231801
          38    0.635872      0.6231   0.0225726
          39     0.60156    0.622547   0.0220006
          40     0.56116    0.621013   0.0215041
          41     0.78732    0.625069   0.0213587
          42    0.648184    0.625619   0.0208573
          43    0.701012    0.627373   0.0204458
          44    0.497748    0.624427   0.0201922
          45    0.647636    0.624942   0.0197501
          46    0.667884    0.625876   0.0193428
          47    0.665768    0.626725   0.0189498
          48    0.772312    0.629758   0.0187962
          49    0.754036    0.632294    0.018583
          50    0.514684    0.629942   0.0183596
          51    0.703916    0.631392   0.0180568
          52    0.562556    0.630068    0.017758
          53      0.7466    0.632267   0.0175585
          54    0.711912    0.633742   0.0172952
          55    0.544424    0.632118   0.0170568
          56     0.57228     0.63105   0.0167857
          57    0.721576    0.632638   0.0165661
          58     0.62808    0.632559   0.0162807
          59    0.731336    0.634233   0.0160906
          60    0.540124    0.632665   0.0158987
          61      0.5994     0.63212   0.0156474
          62    0.671428    0.632754   0.0154079
          63     0.74478    0.634532   0.0152656
          64    0.562848    0.633412   0.0150681
          65      0.5432    0.632024      0.0149
          66    0.830444     0.63503   0.0149745
          67    0.727476     0.63641   0.0148144
          68    0.320536    0.631765   0.0153075
          69    0.693996    0.632667   0.0151122
          70    0.705956    0.633714   0.0149326
          71    0.702436    0.634682   0.0147536
          72    0.716032    0.635811   0.0145919
          73    0.470024     0.63354   0.0145677
          74     0.60932    0.633213   0.0143745
          75    0.480756     0.63118   0.0143258
          76    0.667836    0.631663   0.0141454
          77    0.777488    0.633556   0.0140879
          78    0.818676     0.63593   0.0141058
          79    0.797464    0.637975   0.0140747
          80    0.798716    0.639984   0.0140414
          81    0.663868    0.640279   0.0138712
          82    0.734236    0.641424   0.0137493
          83    0.552396    0.640352   0.0136254
          84     0.56316    0.639433   0.0134941
          85    0.645872    0.639509   0.0133356
          86    0.757284    0.640878   0.0132507
          87     0.64116    0.640881   0.0130984
          88    0.734488    0.641945   0.0129926
          89    0.623584    0.641739   0.0128483
          90    0.803596    0.643537   0.0128308
          91    0.674912    0.643882   0.0126944
          92     0.78214    0.645385   0.0126451
          93    0.823348    0.647298   0.0126531
          94    0.581024    0.646593   0.0125381
          95    0.788724    0.648089    0.012495
          96     0.78072    0.649471    0.012441
          97    0.752556    0.650534   0.0123581
          98    0.600404    0.650022   0.0122426
          99    0.624124    0.649761   0.0121217
         100    0.773152    0.650995   0.0120631
