#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     8.11342     8.11342           0
           2     7.36877     7.74109    0.263273
           3     7.20856     7.56358    0.227623
           4     7.03398     7.43118    0.205649
           5     7.23679      7.3923    0.168154
           6      7.5239     7.41424    0.141552
           7      7.9727     7.49402    0.142044
           8     6.63866      7.3871    0.159532
           9     6.93942     7.33736    0.149359
          10     8.14145     7.41776     0.15456
          11     7.40343     7.41646    0.140514
          12      7.9276     7.45906    0.135107
          13     6.57858     7.39133     0.14067
          14     7.84758     7.42392    0.134344
          15     7.94348     7.45855    0.129776
          16     7.62852     7.46918    0.122099
          17     7.43221       7.467    0.114936
          18     6.89954     7.43548    0.112792
          19     6.88858     7.40669    0.110467
          20     6.88819     7.38077    0.107943
          21      7.3977     7.38157    0.102806
          22     7.41174     7.38295    0.098142
          23     7.05106     7.36852   0.0949298
          24     7.15234     7.35951   0.0914007
          25     7.71509     7.37373   0.0888445
          26     7.63122     7.38363   0.0859776
          27     7.23744     7.37822   0.0829636
          28     7.13484     7.36953   0.0804546
          29     8.39798     7.40499   0.0851384
          30      8.3855     7.43767   0.0883514
          31     6.43175     7.40523   0.0912659
          32     7.60036     7.41132   0.0886173
          33     7.03138     7.39981   0.0866766
          34     8.06612     7.41941   0.0863143
          35     6.70961     7.39913   0.0861977
          36     7.91061     7.41334   0.0849662
          37     7.41292     7.41332   0.0826698
          38      7.0349     7.40337   0.0810919
          39     7.69543     7.41085   0.0793576
          40     7.36914     7.40981   0.0773805
          41     7.89761     7.42171   0.0764024
          42     8.14996     7.43905   0.0765255
          43     7.35238     7.43703   0.0747724
          44     8.13644     7.45293   0.0747435
          45     7.40392     7.45184   0.0730905
          46     7.92126     7.46204   0.0722104
          47     7.08885      7.4541   0.0711093
          48     7.67284     7.45866   0.0697737
          49     7.28918      7.4552   0.0684354
          50     8.13366     7.46877   0.0683987
          51     7.15339     7.46259   0.0673365
          52     7.18192     7.45719   0.0662575
          53     6.83856     7.44552   0.0660275
          54     7.58238     7.44805   0.0648534
          55     6.73529     7.43509   0.0649562
          56     7.22654     7.43137   0.0639029
          57     6.77203      7.4198   0.0638201
          58      6.9083     7.41098   0.0633262
          59      7.0626     7.40508   0.0625275
          60     7.82332     7.41205   0.0618727
          61     7.47045     7.41301   0.0608658
          62      7.2755     7.41079   0.0599245
          63      7.6213     7.41413   0.0590664
          64     7.75862     7.41951   0.0583883
          65     6.92082     7.41184   0.0579918
          66     6.74403     7.40172   0.0579892
          67     7.16895     7.39825   0.0572276
          68     7.43282     7.39876   0.0563883
          69     7.28618     7.39712   0.0555947
          70     8.05366      7.4065    0.055586
          71     6.64384     7.39576   0.0558313
          72     6.68536     7.38589   0.0559209
          73     6.64052     7.37568   0.0560793
          74     7.95326     7.38349    0.055862
          75     7.76597     7.38859   0.0553495
          76     7.68906     7.39254   0.0547622
          77      7.9791     7.40016   0.0545783
          78     7.88242     7.40634   0.0542276
          79     7.82916      7.4117   0.0538047
          80     7.55995     7.41355    0.053164
          81     7.62565     7.41617   0.0525721
          82     7.30235     7.41478   0.0519493
          83     7.81403     7.41959   0.0515456
          84     7.03157     7.41497   0.0511386
          85     7.47926     7.41573   0.0505425
          86      7.7679     7.41982   0.0501204
          87     7.10179     7.41617   0.0496775
          88     6.73878     7.40847   0.0497058
          89     7.76756      7.4125   0.0493108
          90     6.51822     7.40257   0.0497539
          91     7.51378     7.40379   0.0492222
          92      7.0733      7.4002   0.0488181
          93     7.83927     7.40492   0.0485209
          94     7.62088     7.40722   0.0480591
          95     7.93072     7.41273   0.0478681
          96     7.58691     7.41454   0.0474038
          97     6.76852     7.40788   0.0473807
          98     6.38202     7.39741   0.0480396
          99     7.61711     7.39963   0.0476056
         100      7.3539     7.39917   0.0471318
