#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.429683    0.429683           0
           2    0.441768    0.435725  0.00427273
           3    0.432851    0.434767  0.00295395
           4    0.458441    0.440686  0.00558387
           5    0.460141    0.444577   0.0056628
           6    0.379952    0.433806   0.0109061
           7     0.42461    0.432492  0.00942691
           8    0.481446    0.438611     0.01004
           9    0.426325    0.437246  0.00901682
          10    0.469788      0.4405  0.00868251
          11     0.40402    0.437184    0.008503
          12    0.477512    0.440545  0.00843243
          13    0.385058    0.436277  0.00879793
          14    0.475793    0.439099  0.00861038
          15    0.452601    0.439999  0.00808327
          16    0.447445    0.440465  0.00759145
          17    0.424907    0.439549  0.00719984
          18    0.464827    0.440954  0.00693545
          19    0.374269    0.437444  0.00740541
          20    0.452172     0.43818  0.00707166
          21    0.361067    0.434508  0.00762896
          22     0.45777    0.435566  0.00735509
          23    0.402321     0.43412  0.00717592
          24    0.470325    0.435629   0.0070337
          25    0.415174    0.434811  0.00679977
          26    0.446905    0.435276  0.00655414
          27    0.408539    0.434286  0.00638576
          28    0.414092    0.433564  0.00619829
          29    0.459474    0.434458   0.0060486
          30     0.43951    0.434626  0.00584933
          31    0.524701    0.437532  0.00634138
          32    0.442322    0.437682  0.00614498
          33    0.411815    0.436898  0.00600855
          34    0.450279    0.437291  0.00584471
          35    0.442975    0.437454  0.00567997
          36    0.451891    0.437855  0.00553633
          37    0.438058     0.43786   0.0053867
          38    0.462211    0.438501  0.00528293
          39    0.469782    0.439303    0.005208
          40    0.414982    0.438695  0.00511317
          41    0.449169     0.43895  0.00499484
          42    0.413914    0.438354  0.00491135
          43    0.419538    0.437917  0.00481659
          44    0.407462    0.437225   0.0047566
          45    0.439145    0.437267  0.00465108
          46    0.409162    0.436656  0.00458993
          47    0.409225    0.436073  0.00452923
          48    0.470189    0.436783  0.00449029
          49    0.482994    0.437726  0.00449659
          50    0.428742    0.437547  0.00441025
          51     0.42138     0.43723  0.00433515
          52    0.391002    0.436341  0.00434198
          53     0.44604    0.436524  0.00426391
          54    0.440953    0.436606  0.00418574
          55    0.403211    0.435999  0.00415344
          56    0.402367    0.435398  0.00412246
          57     0.45338    0.435714  0.00406219
          58     0.44711     0.43591   0.0039969
          59    0.416218    0.435576  0.00394307
          60    0.393135    0.434869  0.00394029
          61    0.417672    0.434587  0.00388576
          62    0.436716    0.434621  0.00382324
          63    0.444565    0.434779  0.00376581
          64     0.50853    0.435932  0.00387928
          65    0.460322    0.436307   0.0038377
          66    0.431439    0.436233  0.00378026
          67    0.438146    0.436262  0.00372395
          68    0.467923    0.436727  0.00369818
          69    0.445151    0.436849  0.00364659
          70    0.453128    0.437082  0.00360191
          71    0.413763    0.436753  0.00356612
          72    0.400098    0.436244  0.00355274
          73    0.428143    0.436133  0.00350581
          74    0.413342    0.435825  0.00347194
          75    0.449759    0.436011  0.00343061
          76    0.469145    0.436447  0.00341306
          77    0.485565    0.437085  0.00342783
          78    0.422201    0.436894  0.00338919
          79    0.430157    0.436809  0.00334736
          80    0.425613    0.436669  0.00330844
          81    0.454339    0.436887  0.00327478
          82    0.453524     0.43709  0.00324112
          83    0.451786    0.437267  0.00320691
          84     0.43493    0.437239  0.00316885
          85    0.424595     0.43709  0.00313506
          86    0.437277    0.437093  0.00309861
          87    0.415503    0.436844  0.00307291
          88    0.458705    0.437093  0.00304802
          89     0.41474    0.436842   0.0030241
          90    0.456932    0.437065  0.00299872
          91    0.426499    0.436949  0.00296802
          92    0.393357    0.436475  0.00297334
          93    0.439677    0.436509  0.00294157
          94    0.448832    0.436641  0.00291319
          95    0.444874    0.436727  0.00288382
          96    0.455184    0.436919  0.00286018
          97    0.369371    0.436223  0.00291423
          98    0.432022     0.43618  0.00288481
          99    0.422877    0.436046   0.0028588
         100    0.423708    0.435922  0.00283287
