#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.11702     0.11702           0
           2     0.15586     0.13644    0.013732
           3     0.13532    0.136067  0.00915975
           4    0.161724    0.142481  0.00883471
           5    0.144728     0.14293  0.00707919
           6    0.145744    0.143399  0.00591483
           7    0.164084    0.146354  0.00576089
           8     0.10452    0.141125  0.00702401
           9    0.180392    0.145488  0.00747681
          10    0.135244    0.144464  0.00679895
          11    0.179772    0.147673  0.00689707
          12    0.123904    0.145693  0.00660062
          13    0.165848    0.147243  0.00627233
          14    0.130472    0.146045   0.0059376
          15    0.108068    0.143513  0.00605754
          16    0.192104     0.14655  0.00639506
          17    0.125516    0.145313  0.00613741
          18     0.20322     0.14853  0.00658584
          19    0.196052    0.151031  0.00669734
          20    0.109332    0.148946  0.00667913
          21    0.148988    0.148948  0.00636107
          22     0.12916    0.148049   0.0061352
          23    0.151588    0.148203  0.00587038
          24    0.143288    0.147998  0.00562935
          25      0.1349    0.147474   0.0054285
          26    0.156268    0.147812  0.00523024
          27    0.136652    0.147399  0.00505283
          28    0.133192    0.146891  0.00489778
          29    0.116204    0.145833  0.00484186
          30    0.163848    0.146434  0.00471755
          31    0.179476      0.1475  0.00468424
          32    0.159696    0.147881  0.00455334
          33    0.209004    0.149733  0.00477725
          34     0.10856    0.148522  0.00478777
          35    0.130532    0.148008  0.00467848
          36    0.172376    0.148685  0.00459723
          37     0.16048    0.149004  0.00448402
          38    0.168836    0.149526  0.00439629
          39    0.086752    0.147916  0.00456872
          40    0.196344    0.149127  0.00461213
          41     0.13192    0.148707  0.00451869
          42    0.139616    0.148491  0.00441629
          43     0.21274    0.149985  0.00455934
          44    0.196904    0.151051  0.00457872
          45    0.114408    0.150237  0.00454881
          46    0.172968    0.150731  0.00447668
          47    0.127124    0.150229  0.00440952
          48    0.210736    0.151489  0.00449423
          49    0.176484    0.151999  0.00443136
          50    0.170916    0.152378  0.00435885
          51    0.156724    0.152463  0.00427422
          52    0.155988    0.152531  0.00419256
          53    0.164552    0.152758  0.00411959
          54    0.126208    0.152266  0.00407253
          55    0.175828    0.152694  0.00402095
          56    0.139412    0.152457  0.00395614
          57    0.168464    0.152738  0.00389669
          58    0.135124    0.152434  0.00384132
          59    0.182756    0.152948  0.00381044
          60    0.161748    0.153095  0.00374975
          61    0.116052    0.152488  0.00373713
          62      0.1096    0.151796  0.00374032
          63    0.180272    0.152248  0.00370816
          64    0.150564    0.152221  0.00365032
          65      0.1853     0.15273  0.00362946
          66    0.165656    0.152926  0.00357975
          67    0.118844    0.152418  0.00356228
          68    0.154428    0.152447  0.00351001
          69    0.163848    0.152612  0.00346303
          70    0.088256    0.151693  0.00353349
          71    0.163892    0.151865   0.0034879
          72    0.125932    0.151505    0.003458
          73    0.187592    0.151999  0.00344579
          74    0.116992    0.151526  0.00343154
          75    0.115664    0.151048  0.00341894
          76    0.131156    0.150786  0.00338396
          77    0.174608    0.151095  0.00335412
          78      0.1419    0.150977  0.00331319
          79     0.15196     0.15099  0.00327128
          80    0.136716    0.150811  0.00323525
          81    0.144204     0.15073  0.00319633
          82     0.14852    0.150703  0.00315747
          83    0.195444    0.151242  0.00316511
          84     0.17214    0.151491  0.00313719
          85    0.122564     0.15115  0.00311868
          86    0.154352    0.151188  0.00308264
          87    0.129672     0.15094  0.00305711
          88    0.144792    0.150871  0.00302317
          89    0.131364    0.150651  0.00299714
          90    0.147956    0.150621  0.00296399
          91    0.134056    0.150439    0.002937
          92    0.154228    0.150481  0.00290536
          93     0.17656    0.150761  0.00288763
          94     0.11196    0.150348  0.00288626
          95      0.1805    0.150666  0.00287327
          96    0.115268    0.150297  0.00286691
          97     0.15462    0.150341   0.0028377
          98    0.155324    0.150392   0.0028092
          99    0.172104    0.150612  0.00278937
         100    0.145844    0.150564  0.00276188
