#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.03624     0.03624           0
           2    0.019176    0.027708  0.00603304
           3    0.035344   0.0302533  0.00452723
           4    0.031508    0.030567  0.00340627
           5    0.032484   0.0309504  0.00274651
           6    0.040692    0.032574  0.00272675
           7    0.031644   0.0324411  0.00234045
           8     0.03282   0.0324885  0.00204837
           9     0.03202   0.0324364  0.00182143
          10    0.043292    0.033522  0.00193594
          11    0.034648   0.0336244  0.00176265
          12    0.043308   0.0344313  0.00179098
          13     0.03118   0.0341812  0.00167059
          14    0.040144   0.0346071  0.00160463
          15    0.052184   0.0357789  0.00187737
          16    0.036472   0.0358222  0.00176054
          17    0.024332   0.0351464    0.001782
          18      0.0572   0.0363716  0.00206161
          19    0.027548   0.0359072  0.00200472
          20     0.04412   0.0363178  0.00194609
          21    0.028932   0.0359661  0.00188493
          22    0.026472   0.0355345    0.001848
          23    0.036716   0.0355859  0.00176836
          24    0.034724     0.03555  0.00169504
          25     0.01882   0.0348808  0.00175438
          26    0.037312   0.0349743  0.00168939
          27    0.027192   0.0346861  0.00165122
          28    0.032788   0.0346183  0.00159364
          29    0.038492   0.0347519  0.00154428
          30    0.037856   0.0348553  0.00149626
          31    0.027836   0.0346289  0.00146503
          32    0.023704   0.0342875  0.00145849
          33      0.0358   0.0343333  0.00141501
          34    0.032048   0.0342661  0.00137499
          35    0.044776   0.0345664   0.0013681
          36    0.039696   0.0347089  0.00133749
          37    0.035124   0.0347201  0.00130139
          38    0.038424   0.0348176  0.00127079
          39    0.021024   0.0344639  0.00128648
          40    0.047248   0.0347835  0.00129341
          41    0.027692   0.0346105  0.00127338
          42    0.038296   0.0346983  0.00124608
          43    0.038352   0.0347833  0.00121999
          44    0.040344   0.0349096  0.00119879
          45    0.017868   0.0345309  0.00123052
          46    0.036332   0.0345701  0.00120439
          47    0.015748   0.0341696  0.00124356
          48    0.027248   0.0340254  0.00122599
          49    0.029404   0.0339311  0.00120459
          50     0.02402   0.0337329   0.0011967
          51    0.033476   0.0337278  0.00117324
          52      0.0249   0.0335581   0.0011629
          53    0.025208   0.0334005  0.00115158
          54    0.025236   0.0332493  0.00114014
          55    0.036348   0.0333057   0.0011208
          56     0.03128   0.0332695  0.00110137
          57    0.034432   0.0332899  0.00108223
          58    0.030464   0.0332412  0.00106467
          59    0.026064   0.0331195  0.00105355
          60    0.043388   0.0332907   0.0010498
          61    0.035404   0.0333253  0.00103316
          62    0.033048   0.0333208  0.00101651
          63    0.034516   0.0333398  0.00100055
          64    0.025432   0.0332163 0.000992517
          65    0.050444   0.0334813  0.00101202
          66    0.032772   0.0334705 0.000996741
          67     0.04882   0.0336996  0.00100785
          68      0.0405   0.0337996 0.000997976
          69     0.04248   0.0339254  0.00099141
          70    0.038104   0.0339851 0.000979043
          71    0.042028   0.0340984 0.000971785
          72    0.029656   0.0340367 0.000960245
          73    0.030512   0.0339884 0.000948304
          74    0.041424   0.0340889 0.000940797
          75     0.03122   0.0340507  0.00092903
          76    0.019872   0.0338641 0.000935351
          77    0.030052   0.0338146 0.000924513
          78    0.024052   0.0336894 0.000921093
          79    0.028028   0.0336178 0.000912217
          80    0.028088   0.0335487  0.00090343
          81     0.03688   0.0335898 0.000893212
          82    0.025412     0.03349 0.000887869
          83    0.019596   0.0333227 0.000892813
          84      0.0245   0.0332176 0.000888341
          85    0.041628   0.0333166 0.000883383
          86    0.037368   0.0333637 0.000874366
          87    0.038488   0.0334226 0.000866298
          88     0.03906   0.0334866 0.000858819
          89    0.031552   0.0334649 0.000849444
          90    0.022732   0.0333456 0.000848336
          91    0.034316   0.0333563  0.00083908
          92    0.028136   0.0332996 0.000831876
          93     0.04048   0.0333768 0.000826507
          94    0.029788   0.0333386 0.000818595
          95     0.02384   0.0332386 0.000816062
          96    0.047656   0.0333888 0.000821264
          97     0.03026   0.0333565 0.000813431
          98    0.050616   0.0335327 0.000823975
          99    0.038492   0.0335827 0.000817174
         100    0.045296   0.0336999 0.000817354
