#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     9.01264     9.01264           0
           2      11.272     10.1423    0.798795
           3     11.7004     10.6617    0.680746
           4     9.02275     10.2519    0.621756
           5      9.4414     10.0898    0.518107
           6     10.6078     10.1762     0.43889
           7     9.47201     10.0756    0.387548
           8     9.01103      9.9425    0.361228
           9     9.81019      9.9278     0.32139
          10     9.67872     9.90289    0.290215
          11     10.7875     9.98331    0.274748
          12     9.87813     9.97455    0.251992
          13     11.4871     10.0909    0.258074
          14     10.8686     10.1464    0.245546
          15     10.5927     10.1762    0.230971
          16     9.94012     10.1614    0.217007
          17      10.226     10.1652    0.204275
          18     9.15588     10.1092    0.200475
          19     9.51204     10.0777    0.192371
          20        11.4     10.1438     0.19378
          21     9.73882     10.1246     0.18551
          22     9.48712     10.0956    0.179326
          23     9.66528     10.0769    0.172502
          24     9.69035     10.0608    0.166065
          25     10.3671      10.073    0.159874
          26      12.062     10.1495     0.17105
          27     10.5201     10.1632    0.165265
          28     10.5199      10.176    0.159853
          29     11.0949     10.2077     0.15745
          30     10.0928     10.2038    0.152248
          31     10.6598     10.2186    0.148046
          32     11.0656      10.245    0.145767
          33     9.38894     10.2191    0.143639
          34     9.90703     10.2099    0.139707
          35     9.18694     10.1807    0.138739
          36     9.80764     10.1703    0.135272
          37     10.7233     10.1853    0.132439
          38     10.6129     10.1965    0.129431
          39     11.1598     10.2212    0.128448
          40     11.3146     10.2486    0.128112
          41     11.8191     10.2869    0.130589
          42     12.5783     10.3414    0.138408
          43     10.0815     10.3354    0.135321
          44     12.2762     10.3795    0.139249
          45     8.77017     10.3437    0.140672
          46      9.4871     10.3251    0.138841
          47     9.97018     10.3175    0.136093
          48     9.82325     10.3072    0.133646
          49      9.1231     10.2831    0.133086
          50     10.5369     10.2882    0.130521
          51     9.75263     10.2777    0.128383
          52     10.4382     10.2807    0.125952
          53     9.85436     10.2727    0.123832
          54     10.3457      10.274    0.121546
          55     10.8461     10.2844     0.11978
          56     10.1559     10.2822    0.117663
          57     9.86092     10.2748    0.115831
          58      10.092     10.2716    0.113877
          59     10.9785     10.2836    0.112575
          60     10.4475     10.2863    0.110732
          61     9.87712     10.2796     0.10912
          62     10.6393     10.2854    0.107514
          63     10.7137     10.2922    0.106022
          64     10.5613     10.2964    0.104449
          65     11.4626     10.3144    0.104371
          66     10.6722     10.3198    0.102931
          67     9.82221     10.3124    0.101662
          68     10.7756     10.3192    0.100395
          69     10.4384     10.3209   0.0989547
          70      9.4986     10.3092   0.0982358
          71     10.2277      10.308   0.0968589
          72     10.5664     10.3116   0.0955801
          73     9.21716     10.2966   0.0954394
          74     9.92805     10.2916   0.0942795
          75     9.69274     10.2836     0.09336
          76     9.60894     10.2748   0.0925527
          77     10.4458      10.277   0.0913774
          78     10.3264     10.2776    0.090208
          79     10.1797     10.2764   0.0890747
          80      9.9831     10.2727   0.0880367
          81     10.3925     10.2742   0.0869622
          82     9.28479     10.2621   0.0867347
          83     10.8673     10.2694   0.0859956
          84     9.76825     10.2634   0.0851786
          85     11.3425     10.2761   0.0851173
          86     10.7409     10.2815   0.0842989
          87     9.01314      10.267   0.0845813
          88     9.84691     10.2622   0.0837547
          89     11.5635     10.2768   0.0840803
          90     10.2531     10.2766   0.0831465
          91     9.23106     10.2651   0.0830227
          92     9.31854     10.2548   0.0827553
          93     9.77924     10.2497   0.0820233
          94      8.8305     10.2346   0.0825284
          95     9.65619     10.2285    0.081884
          96     10.6499     10.2329   0.0811486
          97     11.6626     10.2476   0.0816396
          98     9.89734      10.244   0.0808847
          99     9.27015     10.2342   0.0806637
         100     10.4541     10.2364    0.079887
