#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.229983    0.229983           0
           2    0.229781    0.229882  7.1459e-05
           3    0.231647     0.23047 0.000482935
           4    0.232009    0.230855 0.000492086
           5    0.234501    0.231584 0.000761889
           6    0.223873    0.230299  0.00133404
           7    0.227409    0.229886  0.00120567
           8    0.229069    0.229784  0.00105928
           9    0.231472    0.229971 0.000958034
          10    0.222702    0.229244  0.00110411
          11    0.225585    0.228912  0.00105268
          12    0.228758    0.228899 0.000965031
          13    0.232214    0.229154 0.000923885
          14    0.229787    0.229199 0.000858998
          15    0.232425    0.229414  0.00082821
          16    0.226374    0.229224 0.000797943
          17     0.22828    0.229169 0.000752935
          18    0.229208    0.229171 0.000711109
          19    0.230217    0.229226 0.000675811
          20    0.235798    0.229554 0.000717472
          21    0.236047    0.229864 0.000746949
          22    0.230693    0.229901 0.000713947
          23    0.234932     0.23012 0.000715629
          24    0.230135    0.230121 0.000685811
          25    0.227816    0.230029 0.000664546
          26    0.231036    0.230067 0.000640117
          27    0.230212    0.230073 0.000616431
          28    0.234223    0.230221 0.000611976
          29    0.229201    0.230186 0.000591883
          30    0.229106     0.23015 0.000573248
          31    0.236883    0.230367 0.000594486
          32    0.226475    0.230245 0.000588218
          33      0.2267    0.230138 0.000580122
          34    0.237325    0.230349 0.000600341
          35    0.231844    0.230392 0.000584706
          36     0.22993    0.230379 0.000568605
          37    0.228642    0.230332 0.000555172
          38    0.226089    0.230221 0.000551675
          39    0.232662    0.230283  0.00054107
          40    0.228747    0.230245 0.000528904
          41    0.229612    0.230229 0.000516229
          42    0.228383    0.230185 0.000505805
          43    0.227901    0.230132 0.000496823
          44    0.231168    0.230156 0.000486089
          45    0.228052    0.230109  0.00047753
          46    0.220776    0.229906  0.00050843
          47    0.227067    0.229846 0.000501188
          48    0.231517    0.229881 0.000491955
          49    0.229081    0.229864 0.000482186
          50    0.231196    0.229891 0.000473277
          51    0.231088    0.229914 0.000464579
          52    0.233712    0.229987  0.00046135
          53    0.233022    0.230045 0.000456185
          54    0.228402    0.230014 0.000448751
          55    0.222566    0.229879  0.00046057
          56    0.228787    0.229859 0.000452758
          57    0.232172      0.2299 0.000446629
          58    0.228278    0.229872 0.000439802
          59    0.235663     0.22997 0.000443166
          60    0.229973     0.22997 0.000435779
          61    0.229654    0.229965 0.000428666
          62    0.234719    0.230042 0.000428555
          63    0.228901    0.230023 0.000422135
          64    0.236212     0.23012 0.000426471
          65    0.223301    0.230015 0.000432623
          66    0.221125    0.229881 0.000446547
          67    0.224279    0.229797 0.000447639
          68    0.223557    0.229705 0.000450363
          69    0.236545    0.229804 0.000454614
          70    0.225055    0.229736 0.000453154
          71    0.230828    0.229752 0.000447032
          72    0.229203    0.229744 0.000440888
          73      0.2356    0.229824 0.000442085
          74    0.227456    0.229792 0.000437268
          75    0.234962    0.229861 0.000436837
          76    0.231819    0.229887 0.000431848
          77    0.229128    0.229877 0.000426352
          78    0.234609    0.229938  0.00042518
          79    0.231429    0.229957 0.000420217
          80    0.231256    0.229973 0.000415278
          81    0.225808    0.229922 0.000413323
          82    0.226895    0.229885 0.000409927
          83    0.228264    0.229865 0.000405452
          84    0.234182    0.229917  0.00040387
          85    0.233801    0.229962 0.000401696
          86    0.229246    0.229954 0.000397111
          87     0.23858    0.230053 0.000404736
          88    0.224718    0.229993 0.000404652
          89    0.225497    0.229942 0.000403245
          90    0.236029     0.23001 0.000404396
          91    0.226731    0.229974 0.000401555
          92    0.232604    0.230002 0.000398206
          93    0.225924    0.229958 0.000396332
          94    0.228671    0.229945 0.000392352
          95    0.224712     0.22989 0.000392069
          96    0.227056     0.22986 0.000389095
          97    0.233119    0.229894 0.000386531
          98    0.227579     0.22987 0.000383308
          99    0.227243    0.229844 0.000380354
         100    0.234451     0.22989 0.000379331
