#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.965136   -0.965136           0
           2   -0.965424    -0.96528 0.000101823
           3   -0.964592   -0.965051 0.000199175
           4   -0.965456   -0.965152 0.000173251
           5   -0.968472   -0.965816 0.000609858
           6   -0.964664   -0.965624  0.00053759
           7   -0.975584   -0.967047  0.00139558
           8   -0.969424   -0.967344  0.00125236
           9   -0.959192   -0.966438  0.00140304
          10   -0.967144   -0.966509  0.00126451
          11   -0.962608   -0.966154  0.00119825
          12   -0.979112   -0.967234  0.00150841
          13   -0.978808   -0.968124  0.00163413
          14    -0.96844   -0.968147  0.00151757
          15   -0.972384   -0.968429  0.00144245
          16   -0.984288   -0.969421  0.00165822
          17   -0.980208   -0.970055  0.00167771
          18   -0.962624   -0.969642  0.00163451
          19    -0.98044   -0.970211  0.00164431
          20   -0.973136   -0.970357  0.00156859
          21   -0.969744   -0.970328  0.00149417
          22   -0.972744   -0.970437  0.00143028
          23   -0.969544   -0.970399  0.00136862
          24    -0.97296   -0.970505  0.00131575
          25   -0.972728   -0.970594  0.00126612
          26   -0.974368   -0.970739  0.00122571
          27   -0.967736   -0.970628  0.00118535
          28    -0.97564   -0.970807  0.00115646
          29    -0.98068   -0.971148  0.00116561
          30    -0.96936   -0.971088  0.00112828
          31   -0.964272   -0.970868   0.0011131
          32   -0.982304   -0.971226  0.00113424
          33   -0.972656   -0.971269  0.00110069
          34   -0.981288   -0.971564  0.00110706
          35   -0.970008   -0.971519  0.00107633
          36    -0.97676   -0.971665  0.00105623
          37    -0.96232   -0.971412  0.00105744
          38    -0.97648   -0.971545  0.00103799
          39    -0.97196   -0.971556  0.00101143
          40   -0.979672   -0.971759  0.00100629
          41   -0.973816   -0.971809 0.000982998
          42   -0.972776   -0.971832 0.000959862
          43   -0.985592   -0.972152 0.000989443
          44   -0.977984   -0.972285 0.000975792
          45   -0.972112   -0.972281 0.000954116
          46   -0.968984   -0.972209 0.000936062
          47   -0.978304   -0.972339 0.000925085
          48   -0.968208   -0.972253 0.000909806
          49    -0.98044    -0.97242 0.000906451
          50   -0.975984   -0.972491 0.000891121
          51     -0.9726   -0.972493  0.00087365
          52   -0.975984    -0.97256 0.000859424
          53   -0.977416   -0.972652 0.000848078
          54   -0.961984   -0.972455 0.000855073
          55   -0.979832   -0.972589 0.000849982
          56     -0.9716   -0.972571 0.000834987
          57   -0.978056   -0.972667 0.000825865
          58   -0.957488   -0.972406 0.000852085
          59    -0.96476   -0.972276 0.000847439
          60   -0.973736     -0.9723 0.000833664
          61   -0.963976   -0.972164 0.000831091
          62   -0.967656   -0.972091 0.000820861
          63    -0.97164   -0.972084 0.000807862
          64   -0.978312   -0.972181 0.000801079
          65   -0.983336   -0.972353 0.000806927
          66   -0.964944   -0.972241 0.000802471
          67   -0.979048   -0.972342   0.0007969
          68    -0.97284    -0.97235 0.000785215
          69    -0.97036   -0.972321 0.000774364
          70   -0.977016   -0.972388 0.000766201
          71   -0.985176   -0.972568 0.000776292
          72   -0.975976   -0.972615 0.000766952
          73   -0.977392   -0.972681 0.000759232
          74   -0.982496   -0.972813  0.00076047
          75    -0.98324   -0.972952 0.000762932
          76   -0.972568   -0.972947  0.00075291
          77   -0.977136   -0.973002 0.000745095
          78   -0.968216    -0.97294 0.000738064
          79   -0.980096   -0.973031 0.000734258
          80   -0.980048   -0.973119 0.000730301
          81     -0.9622   -0.972984 0.000733619
          82   -0.964168   -0.972876 0.000732508
          83   -0.984544   -0.973017 0.000737048
          84    -0.98252    -0.97313 0.000736905
          85      -0.975   -0.973152 0.000728564
          86   -0.978016   -0.973209 0.000722284
          87   -0.970016   -0.973172 0.000714914
          88   -0.970096   -0.973137 0.000707644
          89   -0.954424   -0.972927 0.000730261
          90   -0.975264   -0.972953 0.000722609
          91   -0.963392   -0.972848 0.000722265
          92   -0.971032   -0.972828 0.000714684
          93   -0.980976   -0.972915 0.000712349
          94   -0.969864   -0.972883  0.00070551
          95   -0.982624   -0.972986 0.000705496
          96   -0.974464   -0.973001 0.000698315
          97   -0.975992   -0.973032 0.000691796
          98   -0.974112   -0.973043 0.000684825
          99   -0.981248   -0.973126 0.000682905
         100   -0.967216   -0.973067 0.000678628
