#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.275473    0.275473           0
           2      0.2693    0.272387   0.0021826
           3    0.268984    0.271252  0.00172482
           4    0.276851    0.272652  0.00177273
           5    0.272218    0.272565   0.0014203
           6    0.261233    0.270677  0.00209136
           7    0.264331     0.26977  0.00197931
           8    0.271353    0.269968  0.00174176
           9    0.273098    0.270316  0.00158256
          10     0.26932    0.270216  0.00142744
          11     0.27356     0.27052  0.00132964
          12    0.272893    0.270718  0.00123345
          13    0.272002    0.270817  0.00114252
          14    0.271349    0.270855  0.00106155
          15     0.27044    0.270827 0.000991136
          16     0.27017    0.270786 0.000930041
          17    0.273079    0.270921 0.000885058
          18    0.283689     0.27163  0.00108349
          19    0.269017    0.271493  0.00103516
          20    0.268519    0.271344 0.000994017
          21    0.269945    0.271277 0.000948911
          22    0.269966    0.271218  0.00090765
          23    0.274957     0.27138  0.00088263
          24    0.273715    0.271478 0.000851197
          25     0.26647    0.271277  0.00084039
          26    0.269297    0.271201 0.000811511
          27    0.271784    0.271223 0.000781742
          28    0.270551    0.271199 0.000754191
          29    0.270912    0.271189 0.000728249
          30    0.276166    0.271355 0.000722628
          31    0.281413    0.271679 0.000768721
          32    0.275789    0.271808 0.000755353
          33    0.276914    0.271962 0.000748144
          34    0.271771    0.271957 0.000726161
          35    0.269803    0.271895 0.000708015
          36    0.266887    0.271756 0.000701884
          37    0.277946    0.271923 0.000702569
          38    0.267955    0.271819 0.000691796
          39      0.2649    0.271642 0.000696437
          40    0.269285    0.271583 0.000681514
          41    0.268307    0.271503 0.000669558
          42    0.273023    0.271539 0.000654595
          43    0.269258    0.271486 0.000641518
          44    0.268655    0.271422 0.000630157
          45    0.266335    0.271308  0.00062621
          46    0.281101    0.271521  0.00064777
          47    0.264542    0.271373 0.000650785
          48    0.268187    0.271306 0.000640603
          49    0.272182    0.271324 0.000627779
          50    0.264439    0.271187 0.000630144
          51    0.272163    0.271206 0.000618079
          52      0.2708    0.271198 0.000606242
          53    0.264993    0.271081 0.000606003
          54    0.269762    0.271057 0.000595273
          55    0.280313    0.271225 0.000607774
          56    0.272412    0.271246  0.00059729
          57    0.267757    0.271185 0.000589939
          58    0.272166    0.271202 0.000580011
          59     0.27822    0.271321 0.000582252
          60    0.269551    0.271291 0.000573294
          61    0.269842    0.271267 0.000564388
          62     0.26868    0.271226 0.000556825
          63    0.264706    0.271122  0.00055752
          64    0.278836    0.271243 0.000561688
          65    0.270349    0.271229 0.000553215
          66    0.265599    0.271144 0.000551369
          67    0.269596    0.271121 0.000543623
          68    0.270932    0.271118 0.000535636
          69    0.268036    0.271073 0.000529733
          70    0.274534    0.271123 0.000524467
          71    0.263611    0.271017 0.000527644
          72    0.280455    0.271148 0.000536351
          73    0.270645    0.271141 0.000529048
          74    0.279987    0.271261 0.000535232
          75    0.272697     0.27128 0.000528439
          76     0.27646    0.271348 0.000525863
          77    0.266679    0.271287 0.000522517
          78    0.269353    0.271262 0.000516406
          79    0.271742    0.271268 0.000509905
          80     0.27191    0.271277 0.000503594
          81    0.273434    0.271303 0.000498081
          82    0.274116    0.271337 0.000493187
          83    0.268801    0.271307 0.000488191
          84     0.26855    0.271274 0.000483481
          85    0.265925    0.271211 0.000481871
          86     0.26784    0.271172  0.00047786
          87    0.271428    0.271175 0.000472377
          88    0.274616    0.271214 0.000468624
          89    0.266332    0.271159 0.000466558
          90    0.274881      0.2712 0.000463203
          91    0.274363    0.271235 0.000459415
          92    0.262908    0.271145 0.000463252
          93    0.278226    0.271221 0.000464485
          94    0.271826    0.271227 0.000459589
          95    0.277716    0.271296 0.000459798
          96    0.269249    0.271274 0.000455502
          97     0.26254    0.271184 0.000459621
          98    0.266719    0.271139 0.000457184
          99    0.266307     0.27109 0.000455164
         100     0.27161    0.271095 0.000450642
