#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.349389    0.349389           0
           2    0.352276    0.350832  0.00102052
           3    0.341146    0.347604  0.00272276
           4    0.347973    0.347696  0.00204363
           5    0.355993    0.349355  0.00220812
           6     0.32419    0.345161  0.00424797
           7    0.344882    0.345121   0.0036413
           8    0.335622    0.343934  0.00337419
           9    0.351613    0.344787  0.00310528
          10    0.328315     0.34314  0.00320197
          11    0.342805    0.343109  0.00291102
          12    0.341717    0.342993  0.00267075
          13    0.347504     0.34334  0.00248774
          14    0.348388    0.343701  0.00233603
          15    0.339322    0.343409  0.00219846
          16    0.343801    0.343433  0.00206119
          17    0.336563    0.343029  0.00197917
          18    0.347532    0.343279  0.00188496
          19     0.35203     0.34374  0.00184116
          20    0.349004    0.344003  0.00176781
          21    0.348005    0.344194  0.00169387
          22    0.351188    0.344512  0.00164644
          23    0.341431    0.344378  0.00158029
          24    0.344085    0.344365  0.00151449
          25     0.33982    0.344184  0.00146479
          26    0.341564    0.344083  0.00141191
          27    0.337343    0.343833  0.00138151
          28    0.343642    0.343826  0.00133219
          29    0.343987    0.343832  0.00128626
          30    0.346239    0.343912  0.00124589
          31    0.351474    0.344156  0.00122934
          32    0.347179    0.344251  0.00119455
          33    0.345662    0.344293  0.00115912
          34    0.354989    0.344608  0.00116693
          35      0.3459    0.344645  0.00113417
          36    0.334036     0.34435  0.00114031
          37    0.338195    0.344184  0.00112156
          38    0.340922    0.344098  0.00109533
          39    0.331848    0.343784  0.00111136
          40    0.348402    0.343899  0.00108956
          41    0.339863    0.343801  0.00106742
          42    0.332769    0.343538  0.00107384
          43    0.357636    0.343866  0.00109777
          44    0.336826    0.343706  0.00108442
          45    0.347394    0.343788  0.00106341
          46    0.348889    0.343899  0.00104606
          47     0.35131    0.344057  0.00103562
          48    0.344838    0.344073  0.00101417
          49    0.341343    0.344017 0.000995003
          50    0.341703    0.343971 0.000976179
          51    0.364852     0.34438  0.00103936
          52    0.343813    0.344369  0.00101943
          53    0.339379    0.344275  0.00100454
          54    0.349514    0.344372  0.00099061
          55    0.347417    0.344428 0.000974145
          56    0.343589    0.344413 0.000956865
          57    0.349093    0.344495 0.000943595
          58    0.342931    0.344468 0.000927711
          59    0.339227    0.344379 0.000916229
          60    0.350559    0.344482  0.00090673
          61    0.349805    0.344569 0.000896055
          62    0.336782    0.344444 0.000890361
          63    0.361365    0.344712 0.000915844
          64    0.350139    0.344797  0.00090545
          65    0.352267    0.344912 0.000898784
          66    0.340642    0.344847 0.000887492
          67    0.350055    0.344925 0.000877643
          68    0.348474    0.344977 0.000866287
          69    0.340568    0.344913 0.000856086
          70    0.338202    0.344817 0.000849208
          71    0.359006    0.345017  0.00086044
          72    0.331361    0.344828 0.000869143
          73    0.331932    0.344651 0.000875004
          74     0.34675    0.344679  0.00086364
          75    0.345715    0.344693 0.000852235
          76     0.34238    0.344663 0.000841565
          77    0.333645     0.34452 0.000842712
          78     0.33936    0.344453   0.0008345
          79    0.338981    0.344384 0.000826807
          80    0.338381    0.344309  0.00081987
          81     0.34591    0.344329 0.000809986
          82    0.338186    0.344254 0.000803566
          83    0.335263    0.344146 0.000801153
          84    0.349767    0.344213 0.000794405
          85    0.352035    0.344305 0.000790371
          86    0.360002    0.344487  0.00080198
          87    0.346434    0.344509 0.000793074
          88     0.34388    0.344502 0.000784094
          89    0.341453    0.344468 0.000776033
          90    0.339638    0.344414 0.000769264
          91    0.347376    0.344447 0.000761499
          92      0.3265    0.344252 0.000777807
          93    0.338473     0.34419 0.000771921
          94    0.341336    0.344159 0.000764306
          95    0.345077    0.344169 0.000756322
          96    0.348961    0.344219 0.000750089
          97    0.352996    0.344309 0.000747794
          98    0.348845    0.344356 0.000741595
          99    0.346026    0.344373 0.000734296
         100    0.340683    0.344336 0.000727879
