#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.610768   -0.610768           0
           2     -0.6172   -0.613984  0.00227406
           3   -0.611936   -0.613301  0.00161526
           4   -0.610048   -0.612488  0.00140133
           5   -0.613976   -0.612786  0.00115223
           6   -0.617496   -0.613571  0.00119816
           7   -0.612264   -0.613384  0.00104143
           8   -0.614104   -0.613474 0.000915133
           9   -0.608408   -0.612911 0.000971258
          10   -0.610288   -0.612649 0.000908864
          11   -0.611776   -0.612569 0.000829696
          12   -0.614168   -0.612703 0.000771174
          13   -0.615024   -0.612881 0.000732235
          14   -0.613416   -0.612919 0.000680928
          15   -0.617272    -0.61321 0.000694613
          16    -0.60956   -0.612982 0.000687633
          17      -0.612   -0.612924 0.000649603
          18    -0.61252   -0.612901 0.000613902
          19   -0.614432   -0.612982 0.000586853
          20   -0.614856   -0.613076 0.000564942
          21   -0.613608   -0.613101 0.000538609
          22   -0.613112   -0.613101 0.000514127
          23   -0.615808   -0.613219 0.000505061
          24   -0.612056   -0.613171 0.000486336
          25    -0.61496   -0.613242  0.00047212
          26   -0.615232   -0.613319 0.000460122
          27   -0.613904    -0.61334 0.000443591
          28    -0.61132   -0.613268 0.000433578
          29   -0.614008   -0.613294 0.000419377
          30   -0.614264   -0.613326 0.000406642
          31   -0.613832   -0.613342 0.000393852
          32   -0.615976   -0.613425 0.000390048
          33   -0.609544   -0.613307 0.000395559
          34    -0.61724   -0.613423 0.000400481
          35   -0.612576   -0.613399 0.000389769
          36   -0.611664    -0.61335 0.000381909
          37   -0.611472     -0.6133 0.000374946
          38   -0.614216   -0.613324 0.000365854
          39    -0.61204   -0.613291  0.00035795
          40   -0.612608   -0.613274 0.000349409
          41   -0.612336   -0.613251 0.000341634
          42   -0.610928   -0.613196 0.000337947
          43   -0.611656    -0.61316 0.000331979
          44   -0.616312   -0.613231 0.000332075
          45   -0.615648   -0.613285 0.000329009
          46   -0.613552   -0.613291 0.000321907
          47   -0.612952   -0.613284 0.000315139
          48   -0.618344   -0.613389  0.00032573
          49   -0.609104   -0.613302 0.000330614
          50   -0.613384   -0.613303 0.000324005
          51      -0.615   -0.613337 0.000319356
          52   -0.615136   -0.613371 0.000315083
          53    -0.61208   -0.613347 0.000310079
          54   -0.612472   -0.613331  0.00030476
          55   -0.611416   -0.613296   0.0003012
          56   -0.614888   -0.613324  0.00029716
          57   -0.612888   -0.613317 0.000292046
          58   -0.615808    -0.61336 0.000290152
          59   -0.612208    -0.61334  0.00028589
          60   -0.615608   -0.613378 0.000283613
          61    -0.61628   -0.613425 0.000282926
          62   -0.616088   -0.613468 0.000281603
          63   -0.612128   -0.613447 0.000277936
          64    -0.61096   -0.613408 0.000276296
          65     -0.6148    -0.61343 0.000272874
          66   -0.616752    -0.61348 0.000273343
          67   -0.607312   -0.613388 0.000284344
          68   -0.612664   -0.613377 0.000280361
          69   -0.613872   -0.613384  0.00027639
          70   -0.612168   -0.613367 0.000272987
          71   -0.613552    -0.61337 0.000269155
          72   -0.611464   -0.613343 0.000266715
          73   -0.614296   -0.613356  0.00026338
          74   -0.613776   -0.613362 0.000259882
          75   -0.612136   -0.613346  0.00025693
          76   -0.611728   -0.613324  0.00025443
          77   -0.611504   -0.613301 0.000252221
          78   -0.615552    -0.61333 0.000250634
          79   -0.613328    -0.61333 0.000247461
          80   -0.619296   -0.613404  0.00025536
          81      -0.618   -0.613461 0.000258434
          82    -0.61396   -0.613467 0.000255354
          83   -0.611904   -0.613448 0.000252971
          84   -0.618688    -0.61351 0.000257535
          85   -0.612056   -0.613493 0.000255073
          86    -0.61548   -0.613516 0.000253151
          87    -0.61316   -0.613512 0.000250275
          88   -0.615176   -0.613531 0.000248144
          89   -0.616448   -0.613564  0.00024751
          90   -0.610968   -0.613535 0.000246435
          91   -0.613712   -0.613537 0.000243735
          92   -0.611976    -0.61352 0.000241675
          93   -0.612896   -0.613513  0.00023917
          94   -0.610168   -0.613478 0.000239259
          95   -0.614528   -0.613489 0.000236996
          96   -0.612824   -0.613482 0.000234628
          97    -0.60984   -0.613444 0.000235194
          98   -0.611808   -0.613428 0.000233386
          99    -0.61488   -0.613442 0.000231489
         100   -0.615432   -0.613462 0.000230028
