#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.221804    0.221804           0
           2     0.19386    0.207832   0.0098797
           3    0.100568    0.172077   0.0299273
           4     0.15354    0.167443   0.0228015
           5    0.169964    0.167947   0.0182468
           6    0.169176    0.168152   0.0152068
           7     0.21062    0.174219   0.0141931
           8    0.209484    0.178627   0.0130856
           9    0.205896    0.181657   0.0119773
          10    0.160168    0.179508   0.0109706
          11    0.112024    0.173373   0.0115621
          12    0.209952    0.176421   0.0109931
          13    0.228932    0.180461   0.0108642
          14    0.206692    0.182334   0.0102485
          15    0.187104    0.182652  0.00957022
          16    0.122724    0.178907  0.00967731
          17    0.155552    0.177533  0.00920505
          18    0.174392    0.177358  0.00869531
          19    0.211008    0.179129  0.00841609
          20     0.25102    0.182724  0.00872922
          21    0.205992    0.183832  0.00838356
          22    0.255344    0.187083  0.00860963
          23      0.1853    0.187005  0.00823564
          24    0.182988    0.186838  0.00789419
          25    0.197556    0.187266  0.00759006
          26    0.259028    0.190026  0.00778381
          27    0.196056     0.19025  0.00749872
          28    0.209068    0.190922  0.00726097
          29    0.245064    0.192789  0.00724664
          30    0.192776    0.192788  0.00700508
          31    0.203912    0.193147  0.00678829
          32     0.24052    0.194628  0.00673565
          33    0.179408    0.194166  0.00654731
          34    0.243404    0.195615  0.00651293
          35    0.192412    0.195523  0.00632749
          36    0.223588    0.196303  0.00619956
          37    0.155852    0.195209  0.00612764
          38    0.133108    0.193575  0.00618048
          39    0.245952    0.194918  0.00616619
          40    0.176892    0.194467  0.00602848
          41    0.308928    0.197259  0.00649577
          42    0.108036    0.195135  0.00667945
          43    0.203776    0.195336  0.00652714
          44    0.255028    0.196692  0.00651826
          45    0.218804    0.197184   0.0063919
          46    0.189048    0.197007  0.00625539
          47    0.188104    0.196818  0.00612517
          48    0.164144    0.196137  0.00603527
          49    0.252472    0.197287  0.00602061
          50    0.207668    0.197494  0.00590377
          51    0.204972    0.197641  0.00578983
          52    0.232908    0.198319  0.00571808
          53    0.145228    0.197317  0.00569725
          54    0.199516    0.197358   0.0055919
          55    0.288272    0.199011  0.00572933
          56    0.231232    0.199586  0.00565584
          57    0.163656    0.198956  0.00559163
          58    0.205872    0.199075   0.0054965
          59    0.201204    0.199111  0.00540345
          60    0.169332    0.198615  0.00533614
          61    0.215196    0.198887  0.00525558
          62    0.227368    0.199346  0.00519085
          63    0.243916    0.200054  0.00515644
          64    0.276864    0.201254  0.00521367
          65     0.22816    0.201668  0.00514987
          66    0.142132    0.200766  0.00515023
          67    0.180948     0.20047  0.00508185
          68     0.21006    0.200611  0.00500908
          69    0.206216    0.200692  0.00493714
          70     0.25706    0.201497  0.00493184
          71    0.177968    0.201166   0.0048735
          72    0.263988    0.202039  0.00488329
          73    0.191356    0.201892  0.00481859
          74    0.180076    0.201597  0.00476249
          75     0.16398    0.201096  0.00472532
          76    0.260136    0.201873  0.00472657
          77     0.22422    0.202163  0.00467409
          78    0.214432     0.20232  0.00461681
          79    0.159296    0.201776  0.00459038
          80    0.206628    0.201836   0.0045334
          81    0.194264    0.201743   0.0044784
          82    0.237524    0.202179  0.00444499
          83    0.243028    0.202671   0.0044186
          84    0.189812    0.202518  0.00436865
          85    0.212316    0.202633  0.00431877
          86     0.18508    0.202429  0.00427337
          87     0.21926    0.202623  0.00422863
          88    0.217972    0.202797  0.00418418
          89    0.254384    0.203377  0.00417712
          90    0.226512    0.203634  0.00413861
          91    0.242168    0.204057  0.00411473
          92     0.21402    0.204166  0.00407143
          93    0.219616    0.204332  0.00403104
          94    0.230576    0.204611  0.00399782
          95     0.23394     0.20492  0.00396764
          96     0.18372    0.204699  0.00393245
          97    0.176056    0.204404  0.00390298
          98     0.21552    0.204517   0.0038648
          99    0.234132    0.204816  0.00383732
         100    0.218936    0.204957  0.00380154
