#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.463936   -0.463936           0
           2    -0.46052   -0.462228  0.00120774
           3    -0.46224   -0.462232 0.000805166
           4    -0.46376   -0.462614 0.000688554
           5   -0.461704   -0.462432 0.000574393
           6   -0.462152   -0.462385 0.000480553
           7   -0.462088   -0.462343 0.000413776
           8   -0.463264   -0.462458 0.000377735
           9   -0.461376   -0.462338  0.00035438
          10   -0.462008   -0.462305 0.000320473
          11   -0.461104   -0.462196 0.000309373
          12    -0.46252   -0.462223  0.00028477
          13   -0.460936   -0.462124 0.000279536
          14   -0.461272   -0.462063 0.000266106
          15   -0.462176    -0.46207 0.000248473
          16      -0.464   -0.462191 0.000260572
          17    -0.46352   -0.462269 0.000256704
          18   -0.462744   -0.462296 0.000243794
          19   -0.464184   -0.462395 0.000250405
          20    -0.46028   -0.462289 0.000259254
          21   -0.459384   -0.462151 0.000281409
          22   -0.461976   -0.462143  0.00026873
          23   -0.463088   -0.462184 0.000260169
          24   -0.462224   -0.462186 0.000249334
          25   -0.464264   -0.462269  0.00025284
          26   -0.458984   -0.462142  0.00027286
          27   -0.462248   -0.462146 0.000262782
          28   -0.459816   -0.462063 0.000266251
          29   -0.462064   -0.462063  0.00025707
          30   -0.463304   -0.462105 0.000251806
          31   -0.461344    -0.46208 0.000244876
          32   -0.459304   -0.461993 0.000252122
          33   -0.461424   -0.461976 0.000245071
          34   -0.465832   -0.462089 0.000262798
          35   -0.463624   -0.462133 0.000258921
          36     -0.4602    -0.46208 0.000257238
          37   -0.460384   -0.462034 0.000254334
          38   -0.462136   -0.462036 0.000247656
          39   -0.460544   -0.461998 0.000244244
          40   -0.460936   -0.461972 0.000239577
          41    -0.46284   -0.461993 0.000234668
          42   -0.463568    -0.46203 0.000232058
          43   -0.462496   -0.462041 0.000226914
          44   -0.463432   -0.462073 0.000223948
          45   -0.461152   -0.462052 0.000219904
          46   -0.463728   -0.462089  0.00021812
          47   -0.464024    -0.46213 0.000217331
          48   -0.463112    -0.46215 0.000213765
          49     -0.4634   -0.462176 0.000210918
          50   -0.463104   -0.462194 0.000207515
          51   -0.463336   -0.462217  0.00020465
          52   -0.461152   -0.462196 0.000201736
          53   -0.460432   -0.462163 0.000200657
          54   -0.458952   -0.462104 0.000205563
          55    -0.46156   -0.462094 0.000202063
          56   -0.460136   -0.462059 0.000201456
          57   -0.462408   -0.462065 0.000198015
          58   -0.462104   -0.462066 0.000194602
          59   -0.461208   -0.462051 0.000191846
          60   -0.462344   -0.462056 0.000188711
          61   -0.463024   -0.462072 0.000186283
          62    -0.46196    -0.46207 0.000183287
          63   -0.459176   -0.462024 0.000186045
          64   -0.465168   -0.462073 0.000189513
          65   -0.464152   -0.462105 0.000189277
          66     -0.4628   -0.462116 0.000186702
          67     -0.4618   -0.462111 0.000183975
          68    -0.46356   -0.462132 0.000182499
          69    -0.46008   -0.462102 0.000182262
          70   -0.463264   -0.462119 0.000180412
          71   -0.463888   -0.462144 0.000179583
          72    -0.46324   -0.462159 0.000177732
          73      -0.462   -0.462157 0.000175311
          74   -0.462392    -0.46216 0.000172971
          75     -0.4616   -0.462153 0.000170826
          76   -0.459288   -0.462115 0.000172687
          77   -0.464512   -0.462146 0.000173227
          78     -0.4628   -0.462155 0.000171209
          79   -0.464592   -0.462185 0.000171799
          80   -0.458912   -0.462145 0.000174456
          81   -0.463224   -0.462158 0.000172811
          82   -0.459304   -0.462123 0.000174173
          83   -0.465416   -0.462163 0.000176535
          84     -0.4636    -0.46218 0.000175261
          85   -0.462984   -0.462189 0.000173454
          86   -0.461432    -0.46218 0.000171661
          87   -0.463024    -0.46219 0.000169961
          88    -0.46524   -0.462225 0.000171527
          89   -0.461664   -0.462219 0.000169715
          90    -0.46312   -0.462229 0.000168125
          91   -0.463872   -0.462247 0.000167244
          92     -0.4606   -0.462229 0.000166382
          93   -0.461088   -0.462216 0.000165044
          94   -0.462008   -0.462214 0.000163303
          95   -0.461664   -0.462208 0.000161687
          96    -0.46156   -0.462202 0.000160144
          97   -0.463576   -0.462216 0.000159118
          98   -0.464472   -0.462239 0.000159151
          99   -0.462272   -0.462239 0.000157544
         100   -0.462912   -0.462246 0.000156112
