#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.33078     5.33078           0
           2     5.39199     5.36139   0.0216426
           3     5.67563     5.46613   0.0867348
           4     5.40791     5.45158   0.0662611
           5     5.40166     5.44159   0.0537558
           6     5.79632     5.50072   0.0701389
           7     5.43908     5.49191   0.0606692
           8     5.57142     5.50185   0.0538934
           9     5.66848     5.52036   0.0509864
          10     5.10947     5.47927   0.0602096
          11     5.33663     5.46631    0.056115
          12     5.64057     5.48083   0.0532848
          13     5.54455     5.48573   0.0494109
          14     5.51138     5.48756   0.0459155
          15      5.1775     5.46689   0.0472791
          16     5.03015      5.4396   0.0516057
          17     5.37431     5.43576   0.0487127
          18     5.76913     5.45428   0.0494019
          19      5.3592     5.44927   0.0470546
          20     5.80961     5.46729   0.0480274
          21     6.00737     5.49301   0.0521739
          22     5.18364     5.47895   0.0516626
          23     5.29501     5.47095   0.0500316
          24     6.43468      5.5111   0.0620016
          25     5.42487     5.50765   0.0596174
          26     6.06684     5.52916   0.0610807
          27       5.477     5.52723    0.058849
          28     5.29308     5.51887   0.0573383
          29     5.43147     5.51585   0.0554403
          30     5.38113     5.51136   0.0537738
          31      5.9122     5.52429   0.0535712
          32     5.79249     5.53267   0.0525487
          33     5.20511     5.52275   0.0518853
          34     5.57806     5.52438   0.0503848
          35     6.02585      5.5387   0.0509417
          36     5.35631     5.53364    0.049778
          37     5.55128     5.53411   0.0484349
          38     5.73576     5.53942   0.0474501
          39     5.85382     5.54748   0.0469132
          40     5.78653     5.55346   0.0461195
          41      5.8661     5.56108   0.0456207
          42     5.46574     5.55881   0.0445909
          43     5.67713     5.56156   0.0436387
          44     5.78922     5.56674   0.0429526
          45     5.21393      5.5589   0.0427076
          46     5.33623     5.55406   0.0420526
          47     5.52559     5.55345   0.0411622
          48     5.22985     5.54671   0.0408531
          49     5.48493     5.54545   0.0400388
          50     5.56467     5.54583   0.0392398
          51     5.26185     5.54027   0.0388635
          52     5.74245     5.54415   0.0383102
          53     5.40201     5.54147   0.0376811
          54     5.84131     5.54702   0.0373902
          55      5.4927     5.54604   0.0367234
          56     5.50023     5.54522   0.0360767
          57     6.07918     5.55459   0.0366398
          58     5.40695     5.55204   0.0360964
          59     5.49245     5.55103   0.0354987
          60     5.85345     5.55607   0.0352631
          61     5.51741     5.55544   0.0346907
          62     6.09415     5.56413   0.0352025
          63     5.71118     5.56646    0.034721
          64     5.32524     5.56269   0.0343825
          65     6.21236     5.57269   0.0352764
          66      5.5385     5.57217   0.0347457
          67     5.79015     5.57542   0.0343791
          68     5.36308      5.5723    0.034015
          69     5.37666     5.56946     0.03364
          70     5.40476     5.56711   0.0332416
          71     4.78096     5.55604   0.0345684
          72      5.3396     5.55303   0.0342187
          73     5.57573     5.55334   0.0337514
          74     5.35438     5.55065   0.0334022
          75       5.588     5.55115   0.0329605
          76     5.71306     5.55328   0.0325956
          77     5.85396     5.55719   0.0324054
          78     5.84667      5.5609   0.0322017
          79     5.91201     5.56534   0.0320994
          80     6.17478     5.57296   0.0325895
          81     5.83843     5.57624   0.0323516
          82     5.25962     5.57238   0.0321866
          83     5.47169     5.57116   0.0318217
          84     5.15104     5.56616   0.0318335
          85     5.49969     5.56538   0.0314686
          86      5.5042     5.56467   0.0311107
          87     5.65701     5.56573   0.0307712
          88     5.88512     5.56936   0.0306348
          89      5.4014     5.56747   0.0303487
          90     5.30482     5.56455   0.0301515
          91     5.63934     5.56538   0.0298313
          92     5.68791     5.56671   0.0295368
          93     5.31646     5.56402   0.0293415
          94     5.68881     5.56535   0.0290594
          95     5.31194     5.56268   0.0288757
          96     5.34001     5.56036   0.0286679
          97     5.61715     5.56094   0.0283783
          98     5.42548     5.55956   0.0281224
          99     5.39355     5.55788   0.0278883
         100     5.08181     5.55312   0.0280128
