#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.416647    0.416647           0
           2    0.401877    0.409262  0.00522207
           3    0.418795     0.41244  0.00434186
           4    0.407069    0.411097  0.00345778
           5     0.42278    0.413434  0.00346699
           6    0.414799    0.413661  0.00289662
           7    0.411195    0.413309  0.00250416
           8    0.422136    0.414412  0.00242206
           9    0.402734    0.413115  0.00247622
          10    0.419942    0.413797  0.00232081
          11    0.406234     0.41311  0.00220934
          12    0.428257    0.414372  0.00235842
          13    0.418348    0.414678  0.00219674
          14    0.416743    0.414825  0.00204478
          15    0.423249    0.415387  0.00198407
          16    0.423733    0.415909  0.00192741
          17    0.418364    0.416053  0.00181944
          18     0.42168    0.416366  0.00174501
          19    0.441767    0.417703  0.00210386
          20    0.405429    0.417089  0.00208626
          21    0.430752     0.41774   0.0020859
          22    0.402364    0.417041  0.00210492
          23    0.422726    0.417288  0.00202786
          24    0.411569    0.417049  0.00195732
          25    0.424929    0.417365  0.00190424
          26    0.413152    0.417203  0.00183788
          27    0.427505    0.417584  0.00180898
          28    0.411062    0.417351  0.00175931
          29    0.412646    0.417189  0.00170611
          30    0.436348    0.417828  0.00176473
          31    0.399459    0.417235  0.00180454
          32    0.415017    0.417166  0.00174948
          33    0.402859    0.416732  0.00174936
          34    0.438561    0.417374   0.0018119
          35    0.425077    0.417594  0.00177345
          36    0.412179    0.417444  0.00173055
          37    0.401056    0.417001  0.00173954
          38    0.432993    0.417422  0.00174392
          39    0.419947    0.417487  0.00170041
          40    0.417727    0.417493  0.00165791
          41    0.427608    0.417739  0.00163573
          42    0.416963    0.417721  0.00159689
          43    0.416392     0.41769  0.00156005
          44    0.429849    0.417966  0.00154887
          45    0.409589     0.41778   0.0015256
          46    0.424496    0.417926   0.0014994
          47    0.420617    0.417983   0.0014686
          48    0.425297    0.418136  0.00144588
          49    0.423829    0.418252  0.00142103
          50     0.42263     0.41834  0.00139531
          51    0.416908    0.418311  0.00136823
          52     0.42798    0.418497  0.00135449
          53     0.42255    0.418574  0.00133109
          54    0.432416     0.41883   0.0013309
          55    0.403487    0.418551  0.00133562
          56    0.419425    0.418567  0.00131186
          57    0.412353    0.418458  0.00129336
          58    0.412128    0.418349  0.00127566
          59    0.400505    0.418046  0.00128939
          60    0.414179    0.417982  0.00126951
          61    0.412255    0.417888  0.00125217
          62    0.397945    0.417566  0.00127262
          63    0.415806    0.417538  0.00125272
          64    0.415817    0.417511  0.00123344
          65    0.424458    0.417618  0.00121908
          66    0.424192    0.417718  0.00120467
          67    0.408641    0.417582  0.00119429
          68     0.41733    0.417579  0.00117673
          69    0.411726    0.417494  0.00116273
          70    0.424083    0.417588  0.00114992
          71    0.404558    0.417404  0.00114828
          72    0.408704    0.417284  0.00113867
          73    0.406907    0.417142  0.00113191
          74     0.41169    0.417068  0.00111901
          75    0.413199    0.417016  0.00110528
          76    0.431307    0.417204  0.00110661
          77    0.434911    0.417434  0.00111588
          78    0.418695     0.41745  0.00110169
          79    0.404414    0.417285  0.00110003
          80    0.415923    0.417268  0.00108641
          81    0.410793    0.417188  0.00107594
          82    0.416186    0.417176  0.00106289
          83    0.418172    0.417188  0.00105015
          84    0.409789      0.4171  0.00104133
          85    0.407955    0.416993  0.00103463
          86    0.430838    0.417153  0.00103504
          87     0.40101    0.416968  0.00103965
          88    0.422569    0.417032  0.00102978
          89    0.415898    0.417019  0.00101829
          90    0.425344    0.417111  0.00101117
          91    0.423848    0.417185  0.00100276
          92     0.41722    0.417186 0.000991862
          93    0.422798    0.417246 0.000983031
          94      0.4302    0.417384 0.000982186
          95    0.429565    0.417512  0.00098018
          96    0.432077    0.417664 0.000981641
          97    0.409792    0.417583  0.00097487
          98    0.407833    0.417483 0.000969985
          99    0.432031     0.41763 0.000971255
         100    0.421331    0.417667 0.000962247
