#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.55772    -0.55772           0
           2   -0.557008   -0.557364  0.00025173
           3   -0.555384   -0.556704 0.000564414
           4   -0.552584   -0.555674 0.000987354
           5    -0.55388   -0.555315 0.000852587
           6   -0.552872   -0.554908 0.000801855
           7   -0.555656   -0.555015 0.000694388
           8   -0.553512   -0.554827  0.00063249
           9   -0.557712   -0.555148 0.000638297
          10   -0.551368    -0.55477 0.000677184
          11   -0.551192   -0.554444 0.000689313
          12      -0.551   -0.554157 0.000689043
          13   -0.554584    -0.55419 0.000636821
          14   -0.556072   -0.554325 0.000605354
          15   -0.555704   -0.554417 0.000571939
          16   -0.555888   -0.554509 0.000543537
          17    -0.55436     -0.5545 0.000511634
          18   -0.553968    -0.55447 0.000484062
          19   -0.554776   -0.554486 0.000458853
          20    -0.55504   -0.554514 0.000436745
          21   -0.556216   -0.554595 0.000423401
          22   -0.552992   -0.554522 0.000410377
          23   -0.554264   -0.554511 0.000392688
          24   -0.557912   -0.554653 0.000401082
          25   -0.556384   -0.554722 0.000390971
          26     -0.5524   -0.554633 0.000385999
          27   -0.555976   -0.554682 0.000374895
          28   -0.555624   -0.554716 0.000363012
          29   -0.555544   -0.554745 0.000351615
          30   -0.555288   -0.554763 0.000340361
          31    -0.55452   -0.554755 0.000329471
          32   -0.553968    -0.55473 0.000320092
          33    -0.55924   -0.554867 0.000338309
          34    -0.55492   -0.554868 0.000328362
          35   -0.552592   -0.554803 0.000325358
          36   -0.553256    -0.55476 0.000319147
          37   -0.557192   -0.554826 0.000317216
          38   -0.554368   -0.554814 0.000309097
          39   -0.555616   -0.554835 0.000301855
          40   -0.554864   -0.554835 0.000294309
          41   -0.552184   -0.554771  0.00029415
          42   -0.554336    -0.55476 0.000287328
          43   -0.556664   -0.554805 0.000284036
          44   -0.556112   -0.554834 0.000279131
          45   -0.553248   -0.554799 0.000275145
          46   -0.554944   -0.554802 0.000269182
          47   -0.552728   -0.554758 0.000267048
          48    -0.55584   -0.554781 0.000262434
          49   -0.557544   -0.554837 0.000263067
          50   -0.553968    -0.55482  0.00025838
          51   -0.553168   -0.554787 0.000255335
          52     -0.5568   -0.554826 0.000253341
          53   -0.555032    -0.55483 0.000248591
          54   -0.552888   -0.554794 0.000246575
          55   -0.558616   -0.554863 0.000251694
          56      -0.555   -0.554866 0.000247211
          57   -0.553832   -0.554848 0.000243538
          58   -0.554896   -0.554849 0.000239341
          59    -0.55152   -0.554792 0.000241842
          60   -0.556088   -0.554814 0.000238774
          61   -0.552384   -0.554774 0.000238159
          62     -0.5526   -0.554739 0.000236884
          63   -0.555232   -0.554747 0.000233254
          64   -0.552976   -0.554719 0.000231244
          65   -0.556792   -0.554751 0.000229875
          66   -0.560184   -0.554833 0.000240681
          67   -0.556056   -0.554851  0.00023778
          68   -0.554728    -0.55485  0.00023429
          69   -0.557328   -0.554886 0.000233631
          70   -0.555384   -0.554893 0.000230402
          71   -0.554168   -0.554882 0.000227383
          72    -0.55352   -0.554864 0.000225011
          73   -0.554552   -0.554859 0.000221969
          74   -0.553448    -0.55484 0.000219787
          75   -0.555904   -0.554854 0.000217314
          76    -0.55512   -0.554858 0.000214483
          77    -0.55664   -0.554881 0.000212942
          78   -0.554832    -0.55488 0.000210213
          79   -0.552216   -0.554847  0.00021024
          80   -0.553248   -0.554827  0.00020856
          81   -0.550096   -0.554768 0.000214006
          82   -0.553768   -0.554756 0.000211744
          83   -0.552848   -0.554733 0.000210437
          84   -0.554344   -0.554728 0.000207983
          85   -0.554456   -0.554725 0.000205561
          86   -0.553864   -0.554715 0.000203414
          87   -0.552336   -0.554688 0.000202906
          88   -0.555712     -0.5547 0.000200934
          89   -0.555808   -0.554712 0.000199062
          90   -0.556464   -0.554731   0.0001978
          91    -0.55712   -0.554758  0.00019736
          92   -0.554856   -0.554759 0.000195217
          93   -0.551688   -0.554726 0.000195891
          94    -0.55124   -0.554689 0.000197286
          95   -0.552464   -0.554665 0.000196594
          96   -0.559808   -0.554719 0.000201713
          97    -0.55308   -0.554702  0.00020034
          98   -0.557408    -0.55473 0.000200189
          99   -0.558128   -0.554764 0.000201089
         100   -0.554056   -0.554757 0.000199202
