#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.893744   -0.893744           0
           2   -0.894688   -0.894216 0.000333754
           3    -0.88632   -0.891584  0.00216051
           4   -0.886896   -0.890412  0.00191202
           5   -0.891856   -0.890701  0.00155127
           6   -0.891944   -0.890908  0.00130649
           7   -0.897328   -0.891825  0.00140537
           8   -0.890624   -0.891675  0.00123769
           9    -0.88684   -0.891138  0.00121116
          10    -0.88836    -0.89086  0.00112145
          11   -0.884816   -0.890311  0.00114622
          12    -0.88968   -0.890258  0.00105191
          13    -0.89088   -0.890306  0.00097208
          14   -0.896072   -0.890718 0.000986046
          15    -0.89448   -0.890969 0.000951676
          16    -0.89908   -0.891476  0.00101832
          17    -0.89116   -0.891457 0.000958583
          18   -0.891408   -0.891454 0.000905332
          19   -0.892296   -0.891499 0.000858767
          20   -0.891144   -0.891481 0.000816011
          21   -0.895368   -0.891666 0.000797872
          22   -0.891736   -0.891669 0.000761612
          23    -0.89344   -0.891746  0.00073238
          24   -0.892632   -0.891783 0.000702794
          25    -0.89028   -0.891723 0.000677248
          26   -0.888696   -0.891606 0.000661131
          27     -0.8992   -0.891888  0.00069389
          28   -0.895728   -0.892025 0.000682529
          29     -0.8974    -0.89221 0.000683697
          30   -0.892632   -0.892224 0.000661052
          31   -0.892064   -0.892219 0.000639748
          32   -0.893896   -0.892272 0.000621898
          33   -0.890256    -0.89221 0.000606045
          34   -0.893472   -0.892248 0.000589355
          35   -0.898568   -0.892428 0.000599544
          36    -0.88372   -0.892186   0.0006298
          37   -0.885792   -0.892013 0.000636047
          38    -0.88968   -0.891952 0.000622266
          39   -0.895344   -0.892039 0.000612358
          40     -0.8906   -0.892003 0.000598105
          41   -0.893792   -0.892047 0.000585107
          42   -0.895368   -0.892126 0.000576495
          43   -0.889776   -0.892071 0.000565672
          44   -0.893008   -0.892092 0.000553216
          45   -0.890936   -0.892067 0.000541519
          46   -0.890048   -0.892023 0.000531522
          47   -0.894376   -0.892073 0.000522566
          48   -0.888512   -0.891999 0.000516918
          49   -0.895856   -0.892077 0.000512328
          50   -0.892784   -0.892092 0.000502276
          51   -0.891688   -0.892084  0.00049249
          52   -0.895928   -0.892158 0.000488536
          53   -0.887936   -0.892078 0.000485769
          54   -0.888072   -0.892004 0.000482404
          55   -0.894312   -0.892046 0.000475455
          56   -0.886648   -0.891949 0.000476635
          57   -0.891616   -0.891943 0.000468309
          58   -0.886016   -0.891841 0.000471254
          59   -0.894824   -0.891892  0.00046597
          60   -0.894176    -0.89193 0.000459756
          61    -0.89064   -0.891909 0.000452705
          62   -0.882808   -0.891762 0.000468597
          63   -0.886056   -0.891671  0.00046983
          64   -0.894408   -0.891714 0.000464431
          65   -0.887368   -0.891647 0.000462074
          66   -0.893136    -0.89167 0.000455623
          67    -0.89636    -0.89174 0.000454168
          68   -0.888968   -0.891699 0.000449315
          69   -0.893248   -0.891722 0.000443363
          70   -0.891416   -0.891717 0.000437051
          71   -0.891544   -0.891715 0.000430902
          72   -0.889512   -0.891684 0.000426002
          73   -0.892016   -0.891689 0.000420191
          74     -0.8892   -0.891655 0.000415856
          75   -0.892168   -0.891662 0.000410368
          76     -0.8866   -0.891595 0.000410338
          77   -0.894192   -0.891629 0.000406392
          78   -0.893064   -0.891647 0.000401598
          79     -0.8934    -0.89167 0.000397127
          80   -0.886248   -0.891602 0.000397903
          81   -0.890232   -0.891585  0.00039335
          82   -0.892128   -0.891592 0.000388609
          83    -0.89052   -0.891579 0.000384141
          84   -0.890696   -0.891568 0.000379712
          85    -0.89544   -0.891614 0.000377967
          86   -0.891376   -0.891611 0.000373582
          87   -0.895968   -0.891661  0.00037263
          88    -0.89476   -0.891696 0.000370056
          89    -0.89728   -0.891759 0.000371178
          90    -0.89468   -0.891791  0.00036847
          91   -0.893416   -0.891809 0.000364853
          92   -0.892088   -0.891812   0.0003609
          93   -0.883752   -0.891726 0.000367279
          94   -0.896008   -0.891771 0.000366186
          95   -0.891568   -0.891769 0.000362338
          96   -0.888944    -0.89174 0.000359756
          97   -0.890832    -0.89173 0.000356169
          98   -0.895648    -0.89177 0.000354771
          99   -0.890792    -0.89176 0.000351325
         100   -0.891432   -0.891757 0.000347827
