#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.264639    0.264639           0
           2     0.25976      0.2622  0.00172493
           3    0.277397    0.267266  0.00429303
           4    0.266379    0.267044  0.00322549
           5    0.271966    0.268028  0.00272648
           6    0.274043    0.269031  0.00244943
           7    0.266139    0.268618  0.00213407
           8     0.26568     0.26825  0.00189863
           9    0.270876    0.268542  0.00170994
          10    0.265776    0.268266  0.00156116
          11    0.272956    0.268692  0.00147633
          12    0.272192    0.268984  0.00138181
          13     0.27418    0.269383  0.00133208
          14    0.276002    0.269856  0.00131816
          15    0.262908    0.269393  0.00130915
          16    0.263844    0.269046  0.00127244
          17    0.271055    0.269164  0.00120306
          18     0.27538     0.26951  0.00118475
          19    0.268125    0.269437  0.00112463
          20    0.262722    0.269101  0.00111739
          21    0.270741    0.269179  0.00106691
          22    0.269382    0.269188  0.00101845
          23    0.270747    0.269256 0.000976426
          24    0.268816    0.269238 0.000935913
          25    0.269934    0.269266 0.000898891
          26    0.260948    0.268946 0.000919482
          27    0.264901    0.268796 0.000897545
          28    0.276252    0.269062 0.000904134
          29    0.268249    0.269034 0.000873391
          30    0.267614    0.268987 0.000845561
          31    0.273046    0.269118 0.000828362
          32    0.267014    0.269052 0.000805081
          33    0.268849    0.269046 0.000780708
          34    0.270832    0.269098 0.000759511
          35    0.275108     0.26927 0.000756973
          36    0.267515    0.269221 0.000737515
          37    0.269613    0.269232 0.000717658
          38     0.26788    0.269196 0.000699654
          39     0.26218    0.269016 0.000704466
          40      0.2629    0.268864 0.000703255
          41    0.267824    0.268838 0.000686559
          42     0.27087    0.268887 0.000671915
          43     0.27141    0.268945 0.000658847
          44    0.260625    0.268756 0.000670459
          45    0.270311    0.268791 0.000656449
          46    0.273697    0.268897 0.000650786
          47    0.271607    0.268955 0.000639488
          48    0.272744    0.269034 0.000631017
          49    0.266958    0.268992  0.00061956
          50    0.265352    0.268919 0.000611431
          51    0.270162    0.268943 0.000599928
          52    0.271582    0.268994 0.000590533
          53    0.269201    0.268998 0.000579404
          54    0.271397    0.269042 0.000570375
          55     0.26537    0.268976   0.0005639
          56    0.265203    0.268908  0.00055784
          57    0.275388    0.269022 0.000559519
          58    0.270395    0.269045 0.000550373
          59    0.276491    0.269172 0.000555323
          60    0.272467    0.269227 0.000548778
          61    0.270369    0.269245 0.000540101
          62    0.261066    0.269113 0.000547263
          63    0.271925    0.269158 0.000540393
          64     0.27008    0.269172 0.000532142
          65    0.274859     0.26926 0.000531097
          66    0.260355    0.269125 0.000539916
          67    0.271321    0.269158 0.000532852
          68    0.270207    0.269173 0.000525239
          69    0.270184    0.269188 0.000517832
          70    0.266456    0.269149 0.000511903
          71    0.266223    0.269108 0.000506349
          72    0.257688    0.268949 0.000523566
          73    0.278571    0.269081 0.000532727
          74    0.279317    0.269219 0.000543191
          75    0.265389    0.269168 0.000538344
          76    0.273087     0.26922 0.000533724
          77    0.267038    0.269191 0.000527544
          78     0.26888    0.269187 0.000520796
          79    0.263563    0.269116 0.000519048
          80    0.277225    0.269218 0.000522363
          81    0.267579    0.269197 0.000516305
          82    0.260754    0.269094 0.000520174
          83    0.259935    0.268984 0.000525481
          84    0.270751    0.269005 0.000519646
          85    0.270221    0.269019 0.000513729
          86    0.272078    0.269055 0.000508985
          87    0.275068    0.269124 0.000507806
          88    0.272101    0.269158  0.00050316
          89      0.2736    0.269208 0.000499976
          90     0.26883    0.269204 0.000494438
          91    0.266824    0.269177 0.000489696
          92    0.270007    0.269186 0.000484456
          93    0.274692    0.269246  0.00048285
          94    0.278002    0.269339 0.000486616
          95    0.274553    0.269394  0.00048458
          96    0.267779    0.269377 0.000479824
          97    0.270146    0.269385 0.000474943
          98    0.272219    0.269414 0.000470976
          99    0.264321    0.269362  0.00046902
         100     0.26943    0.269363  0.00046433
