#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.410308    0.410308           0
           2    0.433692       0.422  0.00826738
           3    0.410879    0.418293  0.00628798
           4    0.420552    0.418858  0.00474126
           5    0.412628    0.417612  0.00395333
           6    0.404316    0.415396  0.00386591
           7    0.449753    0.420304  0.00562395
           8    0.428515    0.421331  0.00501374
           9    0.404565    0.419468  0.00479025
          10    0.463072    0.423828  0.00597487
          11    0.426041    0.424029  0.00543509
          12    0.419761    0.423674  0.00499379
          13    0.425603    0.423822  0.00461186
          14    0.438622    0.424879  0.00440192
          15    0.439797    0.425874  0.00421931
          16    0.436452    0.426535  0.00400707
          17    0.446001     0.42768  0.00393157
          18    0.429234    0.427766   0.0037141
          19    0.442107    0.428521   0.0035945
          20    0.447736    0.429482  0.00354084
          21    0.435917    0.429788  0.00338546
          22    0.375692    0.427329  0.00402672
          23    0.408278    0.426501  0.00393591
          24    0.409644    0.425799  0.00383407
          25     0.43369    0.426114  0.00369368
          26    0.433753    0.426408  0.00356328
          27    0.454531     0.42745   0.0035803
          28    0.434644    0.427707  0.00346164
          29    0.466869    0.429057  0.00359605
          30    0.459799    0.430082  0.00361925
          31    0.448692    0.430682  0.00355194
          32    0.386761     0.42931  0.00369662
          33    0.464957     0.43039   0.0037391
          34    0.452076    0.431028  0.00368313
          35    0.447432    0.431496  0.00360759
          36    0.448547     0.43197  0.00353834
          37    0.397556     0.43104  0.00356285
          38    0.421198    0.430781  0.00347849
          39    0.441478    0.431055   0.0034001
          40     0.41838    0.430738  0.00332983
          41    0.446614    0.431125  0.00327105
          42     0.46217    0.431865  0.00327562
          43    0.436811     0.43198  0.00320146
          44    0.396775     0.43118  0.00322713
          45    0.402621    0.430545  0.00321722
          46    0.424506    0.430414  0.00314996
          47    0.460479    0.431053  0.00314722
          48    0.451448    0.431478   0.0031102
          49    0.408631    0.431012  0.00308148
          50    0.446344    0.431319  0.00303506
          51    0.434844    0.431388  0.00297634
          52    0.479059    0.432304  0.00305703
          53    0.431647    0.432292  0.00299938
          54    0.408829    0.431858  0.00297514
          55    0.438984    0.431987  0.00292387
          56    0.418674    0.431749   0.0028813
          57    0.500321    0.432952  0.00307165
          58    0.450315    0.433252  0.00303324
          59    0.411078    0.432876  0.00300502
          60    0.422661    0.432706  0.00295976
          61    0.444415    0.432898  0.00291745
          62    0.418983    0.432673  0.00287902
          63    0.421139     0.43249  0.00283913
          64    0.440532    0.432616  0.00279755
          65    0.402363     0.43215  0.00279296
          66    0.385201    0.431439  0.00283979
          67    0.441195    0.431585  0.00280114
          68    0.419026      0.4314  0.00276602
          69    0.382809    0.430696  0.00281415
          70    0.412628    0.430438  0.00278576
          71    0.407757    0.430118  0.00276478
          72      0.4116    0.429861  0.00273832
          73    0.432483    0.429897  0.00270104
          74    0.434531    0.429959  0.00266527
          75    0.440075    0.430094  0.00263314
          76    0.453873    0.430407  0.00261702
          77    0.473684    0.430969   0.0026427
          78    0.438552    0.431067   0.0026106
          79    0.412045    0.430826  0.00258864
          80    0.408621    0.430548  0.00257112
          81    0.433137     0.43058  0.00253957
          82    0.436256    0.430649  0.00250955
          83    0.415809    0.430471  0.00248567
          84    0.427053     0.43043  0.00245641
          85    0.429682    0.430421  0.00242753
          86    0.468754    0.430867  0.00243988
          87    0.441051    0.430984  0.00241464
          88    0.433084    0.431008  0.00238732
          89    0.448616    0.431206  0.00236868
          90    0.427708    0.431167  0.00234268
          91    0.435903    0.431219  0.00231752
          92      0.4182    0.431077  0.00229664
          93     0.43311    0.431099  0.00227205
          94    0.424856    0.431033  0.00224885
          95    0.429774    0.431019  0.00222522
          96     0.41267    0.430828  0.00221023
          97    0.431325    0.430833  0.00218745
          98    0.408908     0.43061  0.00217654
          99     0.42632    0.430566  0.00215499
         100    0.447464    0.430735  0.00214005
