#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.04324     0.04324           0
           2    0.036168    0.039704  0.00250033
           3    0.030068    0.036492  0.00310749
           4    0.038368    0.036961  0.00236574
           5    0.033372   0.0362432  0.00199852
           6    0.032544   0.0356267  0.00175797
           7    0.044888   0.0369497  0.00194189
           8    0.039832     0.03731  0.00173225
           9    0.031436   0.0366573  0.00165818
          10    0.047964    0.037788  0.00183785
          11    0.025368   0.0366589  0.00198757
          12    0.031544   0.0362327  0.00186709
          13     0.03924    0.036464  0.00173774
          14    0.034784    0.036344  0.00161775
          15    0.041432   0.0366832  0.00154505
          16     0.03896   0.0368255  0.00145502
          17    0.029428   0.0363904  0.00143303
          18    0.042144     0.03671  0.00138861
          19     0.02912   0.0363105  0.00137178
          20     0.04342    0.036666  0.00134846
          21     0.02788   0.0362476  0.00134759
          22      0.0331   0.0361045  0.00129391
          23    0.037152   0.0361501  0.00123845
          24     0.03358    0.036043  0.00119147
          25    0.037532   0.0361026   0.0011453
          26    0.044684   0.0364326  0.00114783
          27    0.041268   0.0366117   0.0011192
          28    0.046692   0.0369717  0.00113565
          29    0.026344   0.0366052  0.00115411
          30     0.03996   0.0367171  0.00112104
          31     0.03366   0.0366185  0.00108921
          32     0.03238    0.036486  0.00106319
          33    0.021168   0.0360218  0.00112776
          34    0.043372    0.036238  0.00111512
          35    0.045316   0.0364974  0.00111301
          36    0.030984   0.0363442  0.00109258
          37    0.040028   0.0364438  0.00106758
          38    0.042004   0.0365901  0.00104947
          39    0.035604   0.0365648  0.00102286
          40    0.027672   0.0363425  0.00102116
          41    0.049556   0.0366648  0.00104588
          42    0.042604   0.0368062  0.00103049
          43    0.034636   0.0367557  0.00100776
          44    0.044204    0.036925 0.000998975
          45    0.049344    0.037201  0.00101418
          46     0.04246   0.0373153 0.000998556
          47    0.043944   0.0374563  0.00098722
          48    0.038332   0.0374746 0.000966821
          49    0.038416   0.0374938 0.000947281
          50    0.031648   0.0373769 0.000935523
          51    0.036152   0.0373529 0.000917487
          52    0.031736   0.0372448 0.000906179
          53    0.041312   0.0373216 0.000892325
          54    0.044836   0.0374607 0.000886585
          55    0.044464   0.0375881 0.000879561
          56     0.03916   0.0376161 0.000864303
          57    0.045824   0.0377601 0.000861051
          58     0.04728   0.0379243 0.000861707
          59    0.034012    0.037858  0.00084965
          60    0.041244   0.0379144 0.000837361
          61    0.039592   0.0379419 0.000824085
          62    0.043692   0.0380346 0.000815996
          63    0.034136   0.0379728 0.000805386
          64    0.023788   0.0377511 0.000822734
          65     0.04022   0.0377891 0.000810953
          66    0.035836   0.0377595 0.000799205
          67    0.034864   0.0377163 0.000788444
          68    0.028396   0.0375792 0.000788673
          69    0.035216    0.037545 0.000777986
          70    0.021476   0.0373154 0.000800023
          71    0.051208   0.0375111 0.000812331
          72    0.043916   0.0376001 0.000805905
          73     0.03412   0.0375524 0.000796274
          74    0.042204   0.0376152 0.000787991
          75    0.042316   0.0376779 0.000779973
          76    0.030388    0.037582 0.000775586
          77     0.04584   0.0376892 0.000772892
          78    0.039548   0.0377131 0.000763351
          79    0.027072   0.0375784  0.00076548
          80    0.040232   0.0376115  0.00075663
          81    0.046276   0.0377185 0.000754812
          82     0.03356   0.0376678 0.000747309
          83    0.037132   0.0376613 0.000738333
          84    0.036068   0.0376424 0.000729787
          85    0.044016   0.0377174 0.000725043
          86    0.035616   0.0376929 0.000717024
          87    0.040108   0.0377207 0.000709319
          88    0.034288   0.0376817 0.000702331
          89    0.038256   0.0376881 0.000694469
          90    0.041096    0.037726 0.000687784
          91    0.039864   0.0377495 0.000680627
          92    0.026188   0.0376238 0.000684732
          93    0.040424   0.0376539 0.000678031
          94      0.0353   0.0376289 0.000671281
          95    0.042516   0.0376803 0.000666183
          96    0.046568   0.0377729 0.000665645
          97    0.035048   0.0377448 0.000659375
          98    0.038484   0.0377524  0.00065269
          99    0.042392   0.0377992 0.000647778
         100    0.040036   0.0378216 0.000641686
