#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.96367     5.96367           0
           2      5.5772     5.77044    0.136639
           3     5.60918     5.71668    0.101114
           4     5.52405     5.66853   0.0865474
           5      5.3508     5.60498   0.0895783
           6     5.49463     5.58659   0.0765135
           7     5.49539     5.57356    0.066683
           8     5.98461     5.62494   0.0755942
           9     5.63908     5.62651   0.0672112
          10     5.77128     5.64099   0.0620296
          11     5.91395      5.6658   0.0611529
          12     5.63196     5.66298   0.0561218
          13     5.81302     5.67452   0.0529781
          14     5.48035     5.66066   0.0509772
          15      6.0062     5.68369   0.0525266
          16     5.59511     5.67816   0.0495345
          17     5.85763     5.68871   0.0477325
          18     5.29659     5.66693   0.0498044
          19     5.91479     5.67997   0.0488617
          20     5.38278     5.66511   0.0486257
          21     5.37772     5.65143   0.0481976
          22     5.36079     5.63822   0.0477831
          23     5.62327     5.63757     0.04571
          24     5.59711     5.63588   0.0438365
          25     5.70403     5.63861   0.0421677
          26     5.60463      5.6373   0.0405661
          27     5.30761     5.62509   0.0408601
          28     5.75085     5.62958   0.0396469
          29     5.59831      5.6285   0.0382945
          30     5.39999     5.62089    0.037768
          31     5.62394     5.62098   0.0365498
          32     5.68188     5.62289   0.0354571
          33     5.86972     5.63037   0.0351627
          34     5.84093     5.63656   0.0346696
          35     5.17672     5.62342   0.0360827
          36     5.49448     5.61984   0.0352577
          37     5.62838     5.62007   0.0343056
          38      5.3538     5.61306   0.0341109
          39     5.23356     5.60333   0.0345964
          40     5.29934     5.59573   0.0345561
          41     5.66257     5.59736   0.0337517
          42     5.75531     5.60112    0.033157
          43     5.54673     5.59986     0.03241
          44     5.50509      5.5977   0.0317449
          45     5.79069     5.60199   0.0313278
          46     5.48649     5.59948   0.0307472
          47     5.59371     5.59936   0.0300933
          48     5.29269     5.59297   0.0301369
          49     5.75116      5.5962   0.0296942
          50     5.80991     5.60047   0.0294064
          51     5.60465     5.60056   0.0288299
          52     5.19593     5.59277   0.0293068
          53     5.73199      5.5954   0.0288713
          54     6.09452     5.60464   0.0297794
          55     5.79836     5.60817   0.0294455
          56     5.66753     5.60923   0.0289388
          57     5.65219     5.60998   0.0284409
          58     5.73964     5.61222   0.0280383
          59      5.6275     5.61247   0.0275642
          60     5.73859     5.61458   0.0271849
          61     5.21264     5.60799   0.0275262
          62     5.63928     5.60849   0.0270868
          63     5.02501     5.59923   0.0281958
          64     5.69115     5.60067   0.0277918
          65     5.71335      5.6024   0.0274183
          66     5.68092     5.60359   0.0270286
          67     5.56207     5.60297   0.0266323
          68     5.98145     5.60854    0.026816
          69     5.62944     5.60884    0.026429
          70     5.56164     5.60816   0.0260601
          71     5.91588      5.6125   0.0260509
          72     6.11828     5.61952   0.0266194
          73     5.71778     5.62087   0.0262888
          74     5.69707      5.6219   0.0259537
          75     5.68617     5.62276   0.0256218
          76      5.6168     5.62268   0.0252847
          77     5.68839     5.62353   0.0249708
          78     5.48559     5.62176   0.0247132
          79     5.87863     5.62501   0.0246133
          80     5.50813     5.62355    0.024349
          81     5.51161     5.62217   0.0240876
          82     5.79301     5.62425   0.0238837
          83     5.77146     5.62603   0.0236617
          84     5.57525     5.62542   0.0233878
          85     5.64471     5.62565   0.0231137
          86     5.73215     5.62689   0.0228781
          87     5.87928     5.62979   0.0227983
          88       5.575     5.62917   0.0225478
          89      5.5937     5.62877   0.0222979
          90     5.74519     5.63006   0.0220877
          91     5.94178     5.63349    0.022109
          92     5.70806      5.6343   0.0218835
          93     5.51663     5.63303   0.0216848
          94     5.98429     5.63677   0.0217737
          95     5.58847     5.63626   0.0215504
          96     6.18156     5.64194   0.0220618
          97     5.56503     5.64115   0.0218486
          98     5.95985      5.6444   0.0218664
          99     5.71906     5.64516   0.0216585
         100     5.56476     5.64435   0.0214568
