#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.51784     1.51784           0
           2     1.52017       1.519  0.00082471
           3     1.50208     1.51336  0.00463831
           4     1.48721     1.50682  0.00664476
           5     1.49734     1.50493  0.00557981
           6     1.51134       1.506  0.00475117
           7       1.506       1.506  0.00407244
           8     1.48808     1.50376  0.00413388
           9     1.49691       1.503  0.00374384
          10     1.52062     1.50476  0.00376157
          11     1.47856     1.50238  0.00410478
          12     1.54271     1.50574  0.00495091
          13     1.49084     1.50459  0.00470089
          14     1.45959     1.50138  0.00535242
          15     1.46203     1.49875  0.00560178
          16     1.41727     1.49366   0.0072038
          17     1.53568     1.49613  0.00719157
          18     1.55495      1.4994  0.00749765
          19     1.50172     1.49952  0.00710403
          20     1.53295     1.50119  0.00694267
          21     1.47571     1.49998  0.00671726
          22     1.49427     1.49972  0.00641694
          23     1.47969     1.49885  0.00619678
          24     1.54782     1.50089  0.00626554
          25     1.46496     1.49945   0.0061776
          26     1.49293      1.4992   0.0059451
          27     1.56163     1.50152  0.00615817
          28     1.46674     1.50027  0.00606221
          29     1.55595     1.50219  0.00614962
          30     1.55601     1.50399  0.00620075
          31     1.53619     1.50503   0.0060871
          32     1.52658      1.5057  0.00593403
          33     1.49275     1.50531  0.00576718
          34     1.52361     1.50584  0.00562264
          35     1.50394     1.50579  0.00546225
          36     1.56563     1.50745  0.00555772
          37     1.47395     1.50655  0.00548077
          38     1.52202     1.50695  0.00535165
          39     1.55107     1.50809  0.00533266
          40     1.56541     1.50952   0.0053885
          41     1.47907     1.50878  0.00530802
          42     1.50438     1.50867  0.00518267
          43     1.50761     1.50865   0.0050622
          44     1.53958     1.50935  0.00499574
          45     1.49681     1.50907  0.00489248
          46     1.52477     1.50941  0.00479802
          47     1.53005     1.50985  0.00471599
          48     1.51101     1.50988   0.0046178
          49     1.43859     1.50842  0.00474722
          50      1.5297     1.50885  0.00467132
          51     1.47518     1.50819  0.00462613
          52     1.45132     1.50709  0.00466465
          53     1.47632     1.50651  0.00461264
          54     1.47893       1.506  0.00455542
          55     1.49263     1.50576  0.00447907
          56     1.53443     1.50627  0.00442825
          57     1.48968     1.50598  0.00436011
          58     1.55944      1.5069  0.00438128
          59     1.49509      1.5067   0.0043116
          60     1.47317     1.50614  0.00427581
          61     1.50942      1.5062  0.00420605
          62     1.56214      1.5071  0.00423389
          63     1.53219      1.5075  0.00418539
          64     1.51579     1.50763  0.00412199
          65      1.5826     1.50878  0.00421687
          66     1.56415     1.50962  0.00423561
          67     1.51216     1.50966  0.00417257
          68     1.50286     1.50956   0.0041124
          69     1.53209     1.50988  0.00406574
          70     1.55418     1.51052  0.00405661
          71     1.51799     1.51062  0.00400084
          72     1.53988     1.51103  0.00396585
          73      1.4538     1.51024  0.00398826
          74     1.54016     1.51065  0.00395479
          75     1.43816     1.50968  0.00401841
          76     1.47446     1.50922  0.00399217
          77     1.51659     1.50931  0.00394147
          78     1.59307     1.51039  0.00403456
          79     1.43338     1.50941  0.00409956
          80     1.56341     1.51009  0.00410352
          81     1.53693     1.51042  0.00406621
          82     1.50101      1.5103  0.00401824
          83     1.55054     1.51079  0.00399896
          84     1.54532      1.5112  0.00397243
          85     1.49193     1.51097  0.00393216
          86     1.44251     1.51018  0.00396619
          87     1.46581     1.50967  0.00395325
          88     1.51808     1.50976  0.00390948
          89     1.48014     1.50943   0.0038797
          90     1.51877     1.50953  0.00383798
          91     1.51541      1.5096  0.00379634
          92     1.50996      1.5096  0.00375508
          93     1.53433     1.50987  0.00372411
          94     1.50045     1.50977  0.00368584
          95     1.53779     1.51006  0.00365882
          96     1.55581     1.51054   0.0036516
          97     1.48382     1.51026  0.00362433
          98     1.49993     1.51016  0.00358888
          99     1.54363      1.5105  0.00356851
         100     1.50475     1.51044  0.00353329
