#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.95898     0.95898           0
           2    0.912344    0.935662   0.0164883
           3    0.922516     0.93128   0.0115598
           4    0.906488    0.925082    0.010197
           5    0.874188    0.914903   0.0122243
           6    0.771264    0.890963   0.0241116
           7    0.774756    0.874362   0.0257556
           8    0.937424    0.882245   0.0237118
           9    0.776652    0.870512   0.0238035
          10    0.892504    0.872712   0.0215245
          11    0.951988    0.879919   0.0207392
          12    0.756744    0.869654   0.0214008
          13    0.813048      0.8653   0.0201927
          14    0.907852    0.868339   0.0189778
          15    0.836284    0.866202   0.0178325
          16    0.956612    0.871853   0.0175905
          17    0.957884    0.876913   0.0172683
          18    0.886912    0.877469   0.0163179
          19     0.92364    0.879899    0.015639
          20    0.883064    0.880057   0.0148578
          21     0.91022    0.881494   0.0142196
          22     0.88652    0.881722   0.0135751
          23    0.924916      0.8836   0.0131141
          24    0.930872     0.88557   0.0127147
          25    0.902968    0.886266   0.0122252
          26    0.899632     0.88678   0.0117658
          27    0.957756    0.889408     0.01162
          28    0.919304    0.890476   0.0112539
          29    0.793988    0.887149    0.011347
          30      0.9511    0.889281   0.0111672
          31    0.937436    0.890834   0.0109145
          32    0.946684    0.892579   0.0107121
          33    0.933552    0.893821   0.0104592
          34    0.943884    0.895293   0.0102547
          35     0.78982     0.89228    0.010395
          36    0.883792    0.892044    0.010109
          37    0.947416    0.893541   0.0099459
          38    0.958232    0.895243  0.00982878
          39    0.881076     0.89488  0.00958347
          40    0.940772    0.896027  0.00941231
          41    0.939072    0.897077  0.00924111
          42    0.948368    0.898298  0.00910142
          43    0.972368    0.900021   0.0090513
          44    0.824388    0.898302  0.00900733
          45    0.906972    0.898494  0.00880922
          46    0.947824    0.899567  0.00868275
          47     0.96368    0.900931  0.00860449
          48     0.95062    0.901966  0.00848728
          49    0.841356    0.900729  0.00840372
          50    0.823704    0.899189  0.00837565
          51    0.718296    0.895642  0.00893092
          52    0.696484    0.891812  0.00954514
          53    0.912748    0.892207  0.00937321
          54     0.94878    0.893255    0.009258
          55    0.926664    0.893862  0.00910958
          56    0.933648    0.894572  0.00897457
          57    0.903696    0.894732  0.00881855
          58    0.930492    0.895349  0.00868803
          59    0.901264    0.895449  0.00854135
          60    0.931332    0.896047  0.00841991
          61    0.850128    0.895295  0.00831546
          62    0.730168    0.892631  0.00859728
          63    0.865584    0.892202  0.00847153
          64     0.95666    0.893209  0.00839882
          65    0.940516    0.893937  0.00830108
          66      0.9603    0.894942  0.00823598
          67    0.824568    0.893892  0.00817975
          68      0.9122    0.894161  0.00806389
          69     0.97178    0.895286   0.0080251
          70     0.92686    0.895737  0.00792313
          71    0.927448    0.896184  0.00782411
          72    0.952156    0.896961  0.00775397
          73    0.965932    0.897906  0.00770509
          74    0.913664    0.898119  0.00760391
          75    0.895568    0.898085   0.0075026
          76    0.901992    0.898136  0.00740406
          77    0.780848    0.896613  0.00746295
          78    0.911004    0.896798  0.00736955
          79    0.865168    0.896397  0.00728713
          80    0.880532    0.896199  0.00719874
          81    0.965464    0.897054  0.00716047
          82    0.949548    0.897694  0.00710171
          83    0.850144    0.897121  0.00703922
          84    0.907016    0.897239   0.0069564
          85     0.54512    0.893097  0.00801365
          86    0.944504    0.893694  0.00794274
          87    0.954856    0.894397  0.00788249
          88     0.87936    0.894226  0.00779477
          89    0.949228    0.894844  0.00773165
          90     0.90442    0.894951  0.00764647
          91     0.84612    0.894414  0.00758125
          92     0.84122    0.893836  0.00752086
          93    0.875972    0.893644  0.00744244
          94    0.800256     0.89265  0.00742928
          95    0.967964    0.893443  0.00739326
          96    0.944864    0.893979  0.00733562
          97      0.9569    0.894628  0.00728862
          98    0.939468    0.895085  0.00722859
          99     0.86284    0.894759  0.00716291
         100    0.809504    0.893907  0.00714184
