           1    0.516584
           2    0.516034
           3    0.515535
           4    0.516055
           5    0.516007
           6    0.516034
           7    0.516203
           8    0.516561
           9    0.516598
          10    0.516408
          11    0.516582
          12    0.516772
          13    0.516745
          14    0.516936
          15    0.516902
          16    0.517015
          17    0.517098
          18    0.517183
          19    0.517067
          20    0.517098
          21    0.517138
          22    0.517138
          23    0.517178
          24    0.517216
          25    0.517213
          26      0.5173
          27    0.517268
          28    0.517198
          29    0.517194
          30    0.517092
          31    0.517079
          32    0.517097
          33    0.517065
          34    0.517035
          35    0.517063
          36    0.517085
          37    0.517094
          38    0.517068
          39    0.517124
          40    0.517117
          41     0.51714
          42    0.517136
          43    0.517169
          44    0.517124
          45    0.517112
          46    0.517103
          47    0.517113
          48    0.517103
          49    0.517084
          50    0.517121
          51    0.517149
          52    0.517108
          53    0.517114
          54    0.517072
          55    0.517109
          56    0.517111
          57    0.517144
          58     0.51715
          59    0.517135
          60    0.517143
          61     0.51713
          62    0.517103
          63    0.517085
          64    0.517069
          65    0.517048
          66    0.517069
          67    0.517097
          68    0.517103
          69    0.517086
          70    0.517065
          71     0.51707
          72    0.517085
          73    0.517131
          74     0.51713
          75    0.517123
          76      0.5171
          77    0.517089
          78    0.517087
          79     0.51709
          80    0.517088
          81    0.517107
          82    0.517106
          83    0.517119
          84    0.517112
          85    0.517123
          86    0.517092
          87    0.517079
          88    0.517103
          89    0.517112
          90    0.517097
          91    0.517083
          92    0.517083
          93    0.517099
          94    0.517107
          95    0.517114
          96    0.517156
          97    0.517169
          98    0.517186
          99    0.517191
         100    0.517212
           1    0.516584
           2    0.516034
           3    0.515535
           4    0.516055
           5    0.516007
           6    0.516034
           7    0.516203
           8    0.516561
           9    0.516598
          10    0.516408
          11    0.516582
          12    0.516772
          13    0.516745
          14    0.516936
          15    0.516902
          16    0.517015
          17    0.517098
          18    0.517183
          19    0.517067
          20    0.517098
          21    0.517138
          22    0.517138
          23    0.517178
          24    0.517216
          25    0.517213
          26      0.5173
          27    0.517268
          28    0.517198
          29    0.517194
          30    0.517092
          31    0.517079
          32    0.517097
          33    0.517065
          34    0.517035
          35    0.517063
          36    0.517085
          37    0.517094
          38    0.517068
          39    0.517124
          40    0.517117
          41     0.51714
          42    0.517136
          43    0.517169
          44    0.517124
          45    0.517112
          46    0.517103
          47    0.517113
          48    0.517103
          49    0.517084
          50    0.517121
          51    0.517149
          52    0.517108
          53    0.517114
          54    0.517072
          55    0.517109
          56    0.517111
          57    0.517144
          58     0.51715
          59    0.517135
          60    0.517143
          61     0.51713
          62    0.517103
          63    0.517085
          64    0.517069
          65    0.517048
          66    0.517069
          67    0.517097
          68    0.517103
          69    0.517086
          70    0.517065
          71     0.51707
          72    0.517085
          73    0.517131
          74     0.51713
          75    0.517123
          76      0.5171
          77    0.517089
          78    0.517087
          79     0.51709
          80    0.517088
          81    0.517107
          82    0.517106
          83    0.517119
          84    0.517112
          85    0.517123
          86    0.517092
          87    0.517079
          88    0.517103
          89    0.517112
          90    0.517097
          91    0.517083
          92    0.517083
          93    0.517099
          94    0.517107
          95    0.517114
          96    0.517156
          97    0.517169
          98    0.517186
          99    0.517191
         100    0.517212
           1    0.516584
           2    0.516034
           3    0.515535
           4    0.516055
           5    0.516007
           6    0.516034
           7    0.516203
           8    0.516561
           9    0.516598
          10    0.516408
          11    0.516582
          12    0.516772
          13    0.516745
          14    0.516936
          15    0.516902
          16    0.517015
          17    0.517098
          18    0.517183
          19    0.517067
          20    0.517098
          21    0.517138
          22    0.517138
          23    0.517178
          24    0.517216
          25    0.517213
          26      0.5173
          27    0.517268
          28    0.517198
          29    0.517194
          30    0.517092
          31    0.517079
          32    0.517097
          33    0.517065
          34    0.517035
          35    0.517063
          36    0.517085
          37    0.517094
          38    0.517068
          39    0.517124
          40    0.517117
          41     0.51714
          42    0.517136
          43    0.517169
          44    0.517124
          45    0.517112
          46    0.517103
          47    0.517113
          48    0.517103
          49    0.517084
          50    0.517121
          51    0.517149
          52    0.517108
          53    0.517114
          54    0.517072
          55    0.517109
          56    0.517111
          57    0.517144
          58     0.51715
          59    0.517135
          60    0.517143
          61     0.51713
          62    0.517103
          63    0.517085
          64    0.517069
          65    0.517048
          66    0.517069
          67    0.517097
          68    0.517103
          69    0.517086
          70    0.517065
          71     0.51707
          72    0.517085
          73    0.517131
          74     0.51713
          75    0.517123
          76      0.5171
          77    0.517089
          78    0.517087
          79     0.51709
          80    0.517088
          81    0.517107
          82    0.517106
          83    0.517119
          84    0.517112
          85    0.517123
          86    0.517092
          87    0.517079
          88    0.517103
          89    0.517112
          90    0.517097
          91    0.517083
          92    0.517083
          93    0.517099
          94    0.517107
          95    0.517114
          96    0.517156
          97    0.517169
          98    0.517186
          99    0.517191
         100    0.517212
           1     0.51144
           2     0.51153
           3    0.511334
           4    0.511927
           5    0.511987
           6    0.512039
           7    0.512079
           8    0.512374
           9    0.512369
          10    0.512375
          11    0.512359
          12    0.512581
          13    0.512659
          14    0.512771
          15    0.512737
          16    0.512838
          17      0.5129
          18    0.512955
          19    0.512884
          20    0.512892
          21    0.512936
