#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      1.2903      1.2903           0
           2     1.37338     1.33184   0.0293746
           3     1.34167     1.33511    0.019765
           4     1.39068     1.34901   0.0190917
           5     1.34214     1.34763   0.0153227
           6     1.30492     1.34051   0.0143277
           7     1.38814     1.34732   0.0138024
           8     1.36391     1.34939    0.012232
           9     1.38292     1.35312   0.0114262
          10     1.36398      1.3542   0.0103351
          11      1.3348     1.35244  0.00954493
          12     1.35962     1.35304  0.00876825
          13     1.36663     1.35408  0.00815584
          14     1.30271     1.35041  0.00835808
          15     1.33036     1.34908  0.00790709
          16     1.38041     1.35104  0.00765152
          17     1.39649     1.35371  0.00765439
          18      1.3871     1.35556  0.00745054
          19     1.36565      1.3561  0.00707729
          20     1.36129     1.35636  0.00672819
          21     1.40635     1.35874  0.00681602
          22     1.31828      1.3569  0.00674971
          23     1.25498     1.35247  0.00777591
          24     1.32624     1.35137  0.00752832
          25     1.37976     1.35251  0.00731234
          26     1.35423     1.35257   0.0070314
          27     1.33924     1.35208  0.00678831
          28     1.36616     1.35258  0.00656447
          29     1.35251     1.35258  0.00633811
          30     1.38184     1.35356  0.00620144
          31     1.32377      1.3526  0.00607539
          32     1.38184     1.35351  0.00595387
          33     1.41863     1.35548  0.00609168
          34     1.34504     1.35518  0.00592026
          35     1.34109     1.35477  0.00576478
          36     1.41458     1.35643  0.00583912
          37     1.35261     1.35633  0.00568222
          38     1.38579     1.35711  0.00558533
          39     1.37184     1.35748  0.00545488
          40      1.3412     1.35708  0.00533368
          41     1.40433     1.35823  0.00532664
          42     1.37712     1.35868  0.00521877
          43     1.37468     1.35905  0.00511064
          44     1.33791     1.35857  0.00501703
          45     1.36049     1.35861  0.00490572
          46     1.37667     1.35901  0.00481476
          47     1.37356     1.35932  0.00472226
          48     1.37116     1.35956  0.00463032
          49     1.37569     1.35989  0.00454751
          50     1.35065     1.35971  0.00446032
          51     1.34404      1.3594  0.00438342
          52      1.3637     1.35948   0.0042999
          53     1.40917     1.36042  0.00431977
          54      1.3342     1.35993  0.00426699
          55     1.34067     1.35958  0.00420376
          56     1.36442     1.35967  0.00412958
          57     1.32696      1.3591  0.00409681
          58     1.39499     1.35972  0.00407265
          59     1.33439     1.35929  0.00402618
          60     1.39727     1.35992  0.00400854
          61     1.30441     1.35901  0.00404479
          62     1.26762     1.35754  0.00423961
          63      1.3637     1.35763  0.00417345
          64     1.37009     1.35783  0.00411278
          65     1.38071     1.35818  0.00406454
          66      1.3918     1.35869  0.00403475
          67      1.3546     1.35863    0.003975
          68      1.3828     1.35898   0.0039324
          69     1.35894     1.35898  0.00387541
          70     1.37955     1.35928  0.00383117
          71     1.36689     1.35938  0.00377871
          72     1.31743      1.3588  0.00377089
          73     1.35626     1.35877  0.00371939
          74     1.33022     1.35838  0.00368909
          75     1.38604     1.35875  0.00365828
          76     1.35962     1.35876  0.00361016
          77      1.4007     1.35931  0.00360414
          78     1.42281     1.36012  0.00364873
          79     1.36363     1.36016  0.00360281
          80      1.3448     1.35997  0.00356289
          81     1.33516     1.35967  0.00353204
          82     1.37278     1.35983  0.00349259
          83     1.40014     1.36031  0.00348412
          84     1.36634     1.36038  0.00344338
          85     1.40633     1.36092  0.00344504
          86     1.35902      1.3609  0.00340505
          87     1.40108     1.36136  0.00339709
          88     1.36009     1.36135  0.00335852
          89     1.34162     1.36113  0.00332809
          90     1.36548     1.36118  0.00329146
          91     1.34753     1.36103   0.0032587
          92     1.32668     1.36065  0.00324459
          93     1.35121     1.36055  0.00321129
          94      1.3828     1.36079  0.00318584
          95     1.33555     1.36052  0.00316336
          96     1.34843      1.3604  0.00313292
          97     1.32547     1.36004  0.00312124
          98     1.42984     1.36075  0.00316962
          99     1.34161     1.36055   0.0031435
         100     1.38434     1.36079  0.00312104
