#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.254518    0.254518           0
           2    0.254501     0.25451 6.02249e-06
           3    0.252567    0.253862 0.000528874
           4    0.245614      0.2518  0.00182925
           5    0.249871    0.251414  0.00150354
           6     0.24802    0.250849  0.00135523
           7    0.244616    0.249958  0.00142439
           8    0.249358    0.249883  0.00124832
           9    0.244793    0.249318  0.00123108
          10    0.252045     0.24959  0.00113778
          11    0.250871    0.249707  0.00104029
          12    0.248949    0.249644 0.000955509
          13    0.251003    0.249748 0.000887711
          14    0.251192    0.249851 0.000830272
          15    0.251619    0.249969 0.000783236
          16    0.251286    0.250052 0.000738596
          17    0.255168    0.250352 0.000753983
          18    0.249761     0.25032 0.000712811
          19    0.244335    0.250005 0.000741637
          20     0.25511     0.25026 0.000747192
          21    0.244509    0.249986 0.000760137
          22    0.250284        0.25 0.000725706
          23    0.246791     0.24986 0.000707437
          24    0.243885    0.249611 0.000720442
          25    0.247111    0.249511 0.000698531
          26    0.243359    0.249274 0.000710616
          27    0.246115    0.249157 0.000693867
          28    0.251448    0.249239 0.000673892
          29    0.256368    0.249485 0.000694048
          30    0.250869    0.249531 0.000672445
          31    0.252929    0.249641 0.000659624
          32    0.255113    0.249812 0.000660809
          33    0.248817    0.249782 0.000641472
          34    0.256458    0.249978  0.00065197
          35    0.246877    0.249889 0.000639332
          36    0.251822    0.249943 0.000623822
          37    0.250354    0.249954  0.00060706
          38    0.247965    0.249902 0.000593338
          39    0.251224    0.249936 0.000579092
          40    0.246701    0.249855 0.000570233
          41    0.248436     0.24982 0.000557374
          42    0.248481    0.249788 0.000545014
          43    0.254994    0.249909 0.000545617
          44     0.25262    0.249971 0.000536683
          45    0.252673    0.250031 0.000528104
          46    0.250268    0.250036 0.000516649
          47    0.247973    0.249992 0.000507517
          48    0.247623    0.249943 0.000499339
          49    0.254665    0.250039 0.000498362
          50    0.244584     0.24993 0.000500195
          51    0.248312    0.249899 0.000491393
          52    0.242403    0.249754 0.000502643
          53    0.243389    0.249634 0.000507304
          54    0.253585    0.249707 0.000503158
          55    0.249505    0.249704 0.000494023
          56    0.243873      0.2496 0.000496052
          57    0.250619    0.249618 0.000487672
          58    0.249145    0.249609 0.000479331
          59    0.251231    0.249637 0.000471994
          60    0.250037    0.249644 0.000464175
          61    0.245068    0.249569 0.000462586
          62    0.251304    0.249597 0.000455971
          63    0.252217    0.249638 0.000450626
          64    0.248074    0.249614 0.000444247
          65    0.247199    0.249577 0.000438963
          66    0.258909    0.249718 0.000454518
          67    0.243445    0.249624 0.000457274
          68    0.254692    0.249699 0.000456582
          69    0.245834    0.249643 0.000453387
          70    0.250401    0.249654  0.00044704
          71    0.245971    0.249602 0.000443743
          72    0.258465    0.249725 0.000454334
          73    0.258898    0.249851 0.000465163
          74    0.245174    0.249787  0.00046315
          75    0.248915    0.249776 0.000457121
          76    0.245383    0.249718 0.000454746
          77    0.252094    0.249749 0.000449886
          78    0.244949    0.249687 0.000448307
          79    0.250453    0.249697 0.000442737
          80    0.244088    0.249627 0.000442719
          81     0.25371    0.249677 0.000440113
          82    0.248604    0.249664 0.000434941
          83    0.247717    0.249641 0.000430333
          84    0.252564    0.249675 0.000426615
          85    0.248864    0.249666 0.000421702
          86     0.24787    0.249645 0.000417316
          87    0.246808    0.249612 0.000413791
          88    0.248484      0.2496 0.000409287
          89    0.245024    0.249548 0.000407905
          90    0.248883    0.249541 0.000403439
          91    0.256952    0.249622 0.000407143
          92    0.246782    0.249591 0.000403887
          93    0.241633    0.249506 0.000408509
          94    0.249367    0.249504 0.000404166
          95    0.254875    0.249561 0.000403847
          96    0.248895    0.249554   0.0003997
          97    0.250043    0.249559 0.000395611
          98    0.248243    0.249546 0.000391802
          99    0.246468    0.249514 0.000389075
         100    0.243065     0.24945 0.000390493
