#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.418453    0.418453           0
           2    0.458392    0.438422   0.0141205
           3    0.430423    0.435756  0.00966211
           4    0.418751    0.431505  0.00812824
           5    0.441608    0.433525  0.00674907
           6    0.430271    0.432983  0.00564598
           7    0.438088    0.433712  0.00488629
           8    0.426899    0.432861  0.00434909
           9    0.419934    0.431424  0.00409617
          10    0.459652    0.434247  0.00455651
          11    0.438598    0.434643  0.00415942
          12    0.430884    0.434329  0.00382457
          13    0.411195     0.43255   0.0039226
          14    0.435541    0.432764  0.00364823
          15    0.397368    0.430404   0.0040977
          16    0.433344    0.430588  0.00384571
          17     0.42477    0.430245  0.00363469
          18    0.446649    0.431157  0.00354517
          19    0.443741    0.431819   0.0034199
          20     0.43966    0.432211   0.0032713
          21    0.426871    0.431957  0.00312539
          22    0.404691    0.430718   0.0032197
          23    0.437378    0.431007  0.00309271
          24    0.439798    0.431373  0.00298546
          25    0.421085    0.430962  0.00289427
          26    0.419326    0.430514  0.00281734
          27    0.450931    0.431271  0.00281264
          28    0.453892    0.432078  0.00282584
          29    0.438872    0.432313   0.0027381
          30    0.440634     0.43259  0.00266084
          31    0.439125    0.432801  0.00258334
          32    0.424885    0.432553  0.00251443
          33    0.446721    0.432983  0.00247461
          34     0.44452    0.433322  0.00242498
          35    0.422428    0.433011  0.00237559
          36    0.466644    0.433945  0.00248653
          37    0.422181    0.433627  0.00243957
          38    0.463278    0.434407  0.00249703
          39    0.438223    0.434505  0.00243492
          40    0.424356    0.434252  0.00238724
          41    0.437835    0.434339  0.00233061
          42    0.454474    0.434818   0.0023239
          43    0.424193    0.434571  0.00228296
          44     0.45054    0.434934  0.00225974
          45    0.446047    0.435181  0.00222297
          46    0.440304    0.435292  0.00217744
          47    0.451753    0.435643  0.00215909
          48    0.431944    0.435566  0.00211548
          49    0.423919    0.435328  0.00208562
          50    0.421882    0.435059  0.00206117
          51     0.45658    0.435481   0.0020635
          52    0.442171     0.43561  0.00202783
          53     0.41434    0.435208  0.00202889
          54    0.415869     0.43485  0.00202268
          55    0.445729    0.435048  0.00199555
          56    0.448808    0.435294  0.00197498
          57     0.42349    0.435087  0.00195116
          58     0.44226     0.43521  0.00192144
          59    0.432424    0.435163  0.00188945
          60     0.43166    0.435105  0.00185886
          61    0.429811    0.435018  0.00183041
          62    0.436753    0.435046   0.0018011
          63    0.459565    0.435435  0.00181408
          64    0.426626    0.435297  0.00179095
          65    0.422168    0.435095  0.00177475
          66      0.4213    0.434886  0.00176012
          67    0.423661    0.434719  0.00174181
          68    0.413298    0.434404  0.00174445
          69    0.413312    0.434098  0.00174574
          70    0.419797    0.433894  0.00173272
          71    0.421972    0.433726  0.00171643
          72    0.445118    0.433884  0.00169986
          73    0.418729    0.433677  0.00168921
          74    0.434297    0.433685   0.0016664
          75    0.426555     0.43359  0.00164689
          76    0.431863    0.433567  0.00162538
          77    0.422179    0.433419  0.00161099
          78    0.424021    0.433299  0.00159483
          79    0.448733    0.433494  0.00158657
          80    0.446027    0.433651  0.00157445
          81    0.423128    0.433521  0.00156036
          82    0.429606    0.433473  0.00154206
          83    0.459457    0.433786  0.00155493
          84    0.427254    0.433708  0.00153837
          85    0.433541    0.433707  0.00152027
          86    0.441361    0.433796   0.0015052
          87    0.412446     0.43355  0.00150777
          88    0.448988    0.433726   0.0015008
          89    0.444319    0.433845  0.00148865
          90     0.44519    0.433971  0.00147744
          91    0.436917    0.434003  0.00146156
          92    0.451498    0.434193  0.00145799
          93    0.455378    0.434421     0.00146
          94    0.435659    0.434434  0.00144453
          95    0.447473    0.434571  0.00143583
          96    0.459849    0.434835  0.00144481
          97    0.412371    0.434603  0.00144836
          98    0.426344    0.434519  0.00143603
          99    0.441427    0.434589  0.00142322
         100     0.40506    0.434293  0.00143929
