#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.367081    0.367081           0
           2    0.373146    0.370113  0.00214409
           3    0.370963    0.370397  0.00144797
           4    0.371145    0.370584    0.001098
           5    0.362252    0.368917  0.00172993
           6    0.365697    0.368381  0.00152259
           7    0.386811    0.371014  0.00276493
           8    0.372299    0.371174  0.00242397
           9     0.36114    0.370059  0.00239737
          10    0.377439    0.370797  0.00226837
          11    0.364104    0.370189   0.0021422
          12    0.368988    0.370089  0.00196602
          13    0.371523    0.370199  0.00181788
          14    0.369413    0.370143   0.0016889
          15     0.37252    0.370301  0.00158372
          16     0.38107    0.370974  0.00162147
          17    0.372303    0.371053  0.00152797
          18      0.3667    0.370811  0.00146209
          19    0.364199    0.370463  0.00142595
          20    0.371496    0.370514  0.00135559
          21    0.375318    0.370743  0.00131019
          22    0.364817    0.370474  0.00127803
          23    0.365989    0.370279  0.00123725
          24    0.373964    0.370432  0.00119519
          25    0.382693    0.370923  0.00124394
          26    0.371079    0.370929  0.00119611
          27    0.367663    0.370808  0.00115791
          28    0.365678    0.370625  0.00113096
          29     0.37366    0.370729  0.00109679
          30    0.384477    0.371188  0.00115199
          31    0.368502    0.371101  0.00111808
          32     0.36254    0.370833  0.00111468
          33    0.367201    0.370723  0.00108633
          34      0.3683    0.370652  0.00105671
          35    0.374622    0.370765  0.00103259
          36    0.373354    0.370837  0.00100641
          37    0.372242    0.370875 0.000979922
          38    0.378198    0.371068 0.000972896
          39     0.36151    0.370823 0.000978333
          40    0.377236    0.370983 0.000966922
          41    0.372955    0.371031 0.000944533
          42    0.365282    0.370894  0.00093191
          43    0.356575    0.370561 0.000967913
          44    0.377582    0.370721 0.000958975
          45    0.372224    0.370754 0.000938246
          46    0.360885     0.37054  0.00094206
          47    0.367628    0.370478  0.00092405
          48    0.370428    0.370477   0.0009048
          49    0.373532    0.370539  0.00088848
          50    0.360284    0.370334  0.00089407
          51    0.389608    0.370712 0.000953067
          52    0.370532    0.370709 0.000934745
          53     0.37042    0.370703 0.000917125
          54    0.365529    0.370607 0.000905133
          55    0.387289    0.370911 0.000938117
          56    0.372083    0.370932 0.000921599
          57    0.371617    0.370944 0.000905509
          58     0.36643    0.370866 0.000893235
          59    0.382244    0.371059 0.000898675
          60     0.36678    0.370987 0.000886522
          61    0.363867    0.370871  0.00087964
          62    0.372016    0.370889 0.000865647
          63    0.366737    0.370823 0.000854412
          64    0.364477    0.370724 0.000846796
          65    0.385652    0.370954 0.000864351
          66    0.378932    0.371074 0.000859667
          67    0.378547    0.371186 0.000854039
          68    0.364756    0.371091 0.000846699
          69    0.371895    0.371103 0.000834508
          70    0.357954    0.370915 0.000843462
          71    0.350094    0.370622 0.000881088
          72    0.367994    0.370586 0.000869606
          73    0.368994    0.370564 0.000857967
          74    0.370609    0.370564 0.000846373
          75    0.374452    0.370616 0.000836673
          76    0.370632    0.370616 0.000825665
          77    0.370153     0.37061 0.000814964
          78    0.363504    0.370519 0.000809593
          79    0.370971    0.370525 0.000799365
          80    0.376701    0.370602 0.000793092
          81    0.372176    0.370622 0.000783538
          82    0.362331     0.37052 0.000780479
          83    0.376768    0.370596 0.000774697
          84     0.37486    0.370647 0.000767136
          85    0.372695    0.370671 0.000758489
          86    0.376991    0.370744 0.000753222
          87    0.366587    0.370696 0.000746078
          88    0.363038    0.370609 0.000742658
          89    0.378897    0.370702 0.000740128
          90    0.371882    0.370716  0.00073202
          91    0.357897    0.370575 0.000737404
          92    0.363745      0.3705 0.000733116
          93     0.37669    0.370567 0.000728248
          94    0.381228     0.37068 0.000729279
          95    0.375087    0.370727 0.000723076
          96     0.37034    0.370723 0.000715555
          97    0.353927     0.37055 0.000728828
          98    0.373801    0.370583 0.000722145
          99    0.367631    0.370553 0.000715466
         100    0.364613    0.370494 0.000710773
