#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.040516    0.040516           0
           2    0.038752    0.039634 0.000623668
           3    0.037384    0.038884 0.000740184
           4    0.046168    0.040705  0.00167189
           5    0.027728   0.0381096  0.00267914
           6    0.031384   0.0369887  0.00245595
           7      0.0334    0.036476  0.00215794
           8    0.039852    0.036898  0.00192902
           9    0.026328   0.0357236  0.00204113
          10    0.040244   0.0361756  0.00188641
          11    0.024132   0.0350807  0.00200766
          12    0.032976   0.0349053    0.001848
          13    0.038112    0.035152  0.00172223
          14    0.037088   0.0352903  0.00160476
          15      0.0329   0.0351309  0.00150566
          16    0.038464   0.0353393   0.0014259
          17    0.031112   0.0350906  0.00136353
          18    0.047856   0.0357998  0.00146061
          19    0.031156   0.0355554  0.00140404
          20    0.030444   0.0352998   0.0013569
          21    0.027736   0.0349396  0.00133923
          22    0.032744   0.0348398  0.00128207
          23      0.0335   0.0347816  0.00122765
          24    0.021504   0.0342283  0.00129517
          25    0.035408   0.0342755  0.00124422
          26    0.036524    0.034362  0.00119937
          27     0.03398   0.0343479  0.00115503
          28    0.032576   0.0342846  0.00111551
          29    0.035304   0.0343197   0.0010776
          30     0.03718   0.0344151  0.00104589
          31    0.030756    0.034297  0.00101879
          32    0.043744   0.0345923  0.00102884
          33    0.030116   0.0344566  0.00100656
          34    0.035476   0.0344866 0.000977404
          35    0.025848   0.0342398 0.000980146
          36    0.037308    0.034325 0.000956618
          37     0.02734   0.0341362 0.000949209
          38     0.03984   0.0342863 0.000936022
          39    0.024324   0.0340309 0.000946236
          40    0.021376   0.0337145 0.000974034
          41    0.029624   0.0336147 0.000955373
          42    0.035984   0.0336711  0.00093429
          43     0.03472   0.0336955 0.000912881
          44    0.053004   0.0341344 0.000992016
          45    0.037728   0.0342142  0.00097318
          46    0.035092   0.0342333 0.000952211
          47    0.032732   0.0342014 0.000932487
          48    0.019908   0.0339036 0.000959429
          49    0.037812   0.0339833 0.000943159
          50     0.04542   0.0342121 0.000951627
          51    0.047068   0.0344642 0.000965777
          52      0.0414   0.0345975 0.000956371
          53    0.029916   0.0345092 0.000942396
          54    0.048712   0.0347722 0.000960947
          55    0.036676   0.0348068 0.000944098
          56    0.022392   0.0345851 0.000952913
          57    0.036832   0.0346246  0.00093701
          58    0.033764   0.0346097 0.000920972
          59    0.041188   0.0347212 0.000912086
          60    0.035632   0.0347364 0.000897011
          61    0.023936   0.0345593 0.000899611
          62     0.03842   0.0346216 0.000887253
          63    0.024636   0.0344631 0.000887214
          64    0.032392   0.0344308 0.000873942
          65    0.035616    0.034449 0.000860687
          66    0.033744   0.0344383 0.000847712
          67    0.027408   0.0343334 0.000841529
          68    0.034492   0.0343357 0.000829157
          69    0.038868   0.0344014 0.000819738
          70    0.040576   0.0344896 0.000812759
          71    0.037172   0.0345274 0.000802189
          72    0.044752   0.0346694 0.000803519
          73    0.032964    0.034646 0.000792852
          74    0.028656   0.0345651 0.000786259
          75     0.03236   0.0345357 0.000776325
          76    0.032012   0.0345025  0.00076682
          77    0.028844    0.034429 0.000760374
          78    0.041516   0.0345198 0.000756035
          79    0.021816    0.034359 0.000763375
          80     0.02842   0.0342848 0.000757434
          81     0.02546   0.0341759 0.000755878
          82    0.032372   0.0341539  0.00074698
          83    0.030332   0.0341078 0.000739398
          84    0.035832   0.0341283  0.00073088
          85    0.031056   0.0340922 0.000723175
          86    0.031196   0.0340585  0.00071555
          87    0.036676   0.0340886 0.000707957
          88    0.030796   0.0340512   0.0007009
          89    0.032908   0.0340383 0.000693143
          90    0.043732    0.034146 0.000693759
          91    0.037296   0.0341807 0.000686998
          92       0.037   0.0342113 0.000680214
          93    0.037208   0.0342435 0.000673663
          94      0.0402   0.0343069  0.00066947
          95    0.029816   0.0342596  0.00066409
          96    0.032184    0.034238 0.000657524
          97      0.0364   0.0342603 0.000651123
          98    0.033732   0.0342549 0.000644501
          99    0.036428   0.0342768 0.000638365
         100     0.03836   0.0343177 0.000633286
