           1    0.467035
           2    0.466486
           3    0.467107
           4    0.467172
           5    0.467269
           6    0.467297
           7    0.467211
           8    0.467245
           9     0.46716
          10       0.467
          11    0.466947
          12    0.467048
          13    0.467126
          14    0.467113
          15    0.467033
          16    0.467055
          17    0.467017
          18    0.466944
          19    0.466897
          20    0.466893
          21    0.466885
          22      0.4669
          23    0.466927
          24    0.466831
          25    0.466808
          26    0.466744
          27    0.466713
          28    0.466732
          29    0.466784
          30    0.466857
          31    0.466861
          32    0.466869
          33    0.466716
          34    0.466589
          35    0.466607
          36    0.466615
          37    0.466661
          38    0.466656
          39    0.466719
          40    0.466689
          41    0.466754
          42    0.466754
          43    0.466768
          44    0.466723
          45    0.466712
          46    0.466788
          47    0.466825
          48    0.466866
          49    0.466852
          50     0.46683
          51     0.46679
          52    0.466811
          53    0.466792
          54    0.466809
          55    0.466825
          56    0.466787
          57     0.46681
          58    0.466813
          59    0.466793
          60    0.466792
          61     0.46677
          62    0.466784
          63    0.466806
          64    0.466843
          65    0.466868
          66    0.466889
          67    0.466895
          68    0.466893
          69    0.466901
          70    0.466916
          71    0.466898
          72    0.466867
          73    0.466852
          74    0.466875
          75    0.466901
          76    0.466883
          77    0.466895
          78    0.466914
          79    0.466917
          80    0.466924
          81    0.466939
          82    0.466967
          83    0.466999
          84    0.467018
          85    0.467012
          86    0.467004
          87    0.467007
          88     0.46698
          89     0.46702
          90     0.46704
          91    0.467049
          92    0.467057
          93    0.467057
          94    0.467068
          95    0.467077
          96    0.467069
          97    0.467055
          98    0.467066
          99    0.467061
         100    0.467035
           1    0.467035
           2    0.466486
           3    0.467107
           4    0.467172
           5    0.467269
           6    0.467297
           7    0.467211
           8    0.467245
           9     0.46716
          10       0.467
          11    0.466947
          12    0.467048
          13    0.467126
          14    0.467113
          15    0.467033
          16    0.467055
          17    0.467017
          18    0.466944
          19    0.466897
          20    0.466893
          21    0.466885
          22      0.4669
          23    0.466927
          24    0.466831
          25    0.466808
          26    0.466744
          27    0.466713
          28    0.466732
          29    0.466784
          30    0.466857
          31    0.466861
          32    0.466869
          33    0.466716
          34    0.466589
          35    0.466607
          36    0.466615
          37    0.466661
          38    0.466656
          39    0.466719
          40    0.466689
          41    0.466754
          42    0.466754
          43    0.466768
          44    0.466723
          45    0.466712
          46    0.466788
