#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.609944   -0.609944           0
           2   -0.615248   -0.612596  0.00187525
           3   -0.613472   -0.612888   0.0012727
           4   -0.615832   -0.613624  0.00114777
           5   -0.614424   -0.613784 0.000929304
           6   -0.614904   -0.613971 0.000792946
           7   -0.611912   -0.613677 0.000732178
           8   -0.616184    -0.61399 0.000704555
           9   -0.613656   -0.613953 0.000627248
          10   -0.613176   -0.613875 0.000569314
          11   -0.615512   -0.614024 0.000536651
          12    -0.61296   -0.613935 0.000499202
          13   -0.614112   -0.613949 0.000460986
          14   -0.611376   -0.613765 0.000463246
          15   -0.613632   -0.613756 0.000432448
          16   -0.611992   -0.613646 0.000419242
          17      -0.614   -0.613667 0.000395098
          18   -0.612088   -0.613579  0.00038276
          19    -0.61852   -0.613839 0.000442216
          20   -0.616912   -0.613993 0.000445998
          21   -0.616016   -0.614089 0.000435041
          22   -0.614568   -0.614111 0.000415811
          23   -0.613728   -0.614094 0.000398065
          24   -0.617016   -0.614216 0.000399661
          25   -0.616008   -0.614288  0.00039005
          26   -0.613656   -0.614263 0.000375804
          27   -0.613096    -0.61422 0.000364364
          28   -0.611408    -0.61412  0.00036493
          29   -0.614472   -0.614132 0.000352549
          30   -0.612904   -0.614091 0.000343165
          31   -0.615968   -0.614151 0.000337394
          32   -0.614704   -0.614169 0.000327292
          33   -0.613184   -0.614139 0.000318732
          34   -0.614312   -0.614144 0.000309398
          35   -0.613384   -0.614122 0.000301319
          36   -0.613912   -0.614116 0.000293006
          37   -0.615976   -0.614167 0.000289365
          38   -0.612736   -0.614129 0.000284189
          39   -0.614312   -0.614134 0.000276941
          40   -0.613504   -0.614118 0.000270464
          41   -0.615488   -0.614151 0.000265924
          42      -0.614   -0.614148 0.000259617
          43   -0.612248   -0.614104 0.000257311
          44    -0.61168   -0.614049 0.000257291
          45   -0.615216   -0.614074 0.000252878
          46   -0.615304   -0.614101 0.000248789
          47   -0.613488   -0.614088 0.000243838
          48   -0.615944   -0.614127 0.000241804
          49   -0.612048   -0.614084 0.000240562
          50   -0.610616   -0.614015 0.000245549
          51   -0.614344   -0.614021 0.000240819
          52    -0.61432   -0.614027 0.000236256
          53    -0.61504   -0.614046  0.00023257
          54   -0.610072   -0.613973 0.000239626
          55   -0.612744    -0.61395 0.000236308
          56   -0.612784    -0.61393 0.000233004
          57   -0.613848   -0.613928 0.000228921
          58   -0.613096   -0.613914 0.000225423
          59   -0.611464   -0.613872 0.000225394
          60    -0.61268   -0.613852 0.000222512
          61   -0.611088   -0.613807 0.000223431
          62   -0.611952   -0.613777 0.000221822
          63   -0.611136   -0.613735 0.000222227
          64    -0.61472   -0.613751 0.000219287
          65   -0.613256   -0.613743 0.000216045
          66   -0.613184   -0.613735 0.000212938
          67   -0.610488   -0.613686 0.000215202
          68   -0.616688    -0.61373 0.000216518
          69     -0.6122   -0.613708 0.000214513
          70   -0.611568   -0.613677 0.000213616
          71   -0.612504   -0.613661 0.000211246
          72   -0.611848   -0.613636 0.000209807
          73   -0.614856   -0.613652 0.000207598
          74   -0.611576   -0.613624  0.00020668
          75    -0.61404    -0.61363 0.000203999
          76   -0.614232   -0.613638 0.000201468
          77    -0.61364   -0.613638 0.000198852
          78    -0.61608   -0.613669 0.000198752
          79   -0.613024   -0.613661 0.000196404
          80   -0.614312   -0.613669 0.000194117
          81   -0.614688   -0.613682 0.000192128
          82   -0.611056    -0.61365 0.000192435
          83   -0.613896   -0.613653 0.000190139
          84   -0.612664   -0.613641  0.00018824
          85     -0.6122   -0.613624 0.000186787
          86   -0.616296   -0.613655 0.000187181
          87   -0.610824   -0.613623 0.000187837
          88   -0.613432    -0.61362 0.000185715
          89    -0.61252   -0.613608 0.000184039
          90   -0.617968   -0.613656 0.000188262
          91   -0.614264   -0.613663 0.000186312
          92   -0.614496   -0.613672 0.000184507
          93   -0.613712   -0.613673 0.000182523
          94   -0.613416    -0.61367 0.000180602
          95   -0.613792   -0.613671 0.000178705
          96     -0.6136    -0.61367 0.000176845
          97     -0.6098   -0.613631 0.000179467
          98    -0.61692   -0.613664 0.000180748
          99   -0.609808   -0.613625 0.000183071
         100   -0.615384   -0.613643 0.000182083
