#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.425524    0.425524           0
           2    0.420561    0.423043  0.00175477
           3    0.392414    0.412833  0.00841772
           4    0.425081    0.415895   0.0068476
           5    0.423534    0.417423  0.00564594
           6    0.422194    0.418218  0.00476062
           7    0.408574    0.416841  0.00427525
           8    0.431173    0.418632  0.00409909
           9    0.436864    0.420658  0.00411385
          10    0.425696    0.421162  0.00373319
          11    0.403805    0.419584  0.00371233
          12    0.414873    0.419191  0.00342366
          13     0.42254    0.419449  0.00316998
          14    0.398971    0.417986  0.00326361
          15    0.419007    0.418054  0.00304674
          16    0.423068    0.418368  0.00287239
          17     0.41292    0.418047  0.00272124
          18    0.426334    0.418507  0.00260871
          19    0.411966    0.418163  0.00249402
          20    0.417273    0.418119  0.00236972
          21    0.417648    0.418096  0.00225698
          22    0.414802    0.417947  0.00215935
          23    0.414774    0.417809  0.00206987
          24    0.402053    0.417152  0.00208513
          25    0.426345     0.41752  0.00203389
          26    0.418335    0.417551  0.00195591
          27    0.433932    0.418158  0.00197532
          28    0.417173    0.418123  0.00190509
          29    0.411929    0.417909  0.00185133
          30    0.417922     0.41791  0.00178962
          31    0.415691    0.417838  0.00173332
          32    0.416304     0.41779  0.00167981
          33    0.407688    0.417484  0.00165657
          34    0.420805    0.417582  0.00161073
          35    0.409636    0.417355  0.00158062
          36    0.407619    0.417084  0.00155968
          37    0.423678    0.417262  0.00152767
          38    0.409279    0.417052  0.00150185
          39    0.417778    0.417071  0.00146345
          40    0.419904    0.417142  0.00142858
          41    0.424923    0.417332  0.00140629
          42    0.402944    0.416989  0.00141391
          43    0.421478    0.417093  0.00138488
          44    0.423265    0.417234  0.00136049
          45    0.400254    0.416856  0.00138159
          46    0.424825     0.41703  0.00136237
          47    0.411188    0.416905  0.00133905
          48    0.435182    0.417286  0.00136421
          49    0.420649    0.417355   0.0013381
          50    0.439174    0.417791  0.00138066
          51     0.41283    0.417694  0.00135701
          52    0.410408    0.417554  0.00133813
          53     0.43917    0.417961  0.00137363
          54    0.396843     0.41757  0.00140276
          55    0.414322    0.417511   0.0013785
          56    0.436547    0.417851  0.00139516
          57    0.414197    0.417787  0.00137216
          58    0.416971    0.417773  0.00134857
          59    0.401467    0.417497  0.00135374
          60    0.405696      0.4173  0.00134539
          61    0.419234    0.417332  0.00132371
          62    0.423803    0.417436  0.00130647
          63    0.429225    0.417623  0.00129906
          64    0.414401    0.417573  0.00127974
          65    0.413961    0.417517  0.00126126
          66    0.440617    0.417867  0.00128979
          67    0.425323    0.417979  0.00127533
          68    0.418035    0.417979  0.00125658
          69    0.422906    0.418051  0.00124039
          70     0.40327     0.41784  0.00124052
          71    0.403793    0.417642  0.00123872
          72    0.424977    0.417744   0.0012257
          73    0.416264    0.417723  0.00120908
          74    0.416973    0.417713  0.00119278
          75    0.412412    0.417643  0.00117897
          76    0.426812    0.417763  0.00116961
          77    0.407885    0.417635  0.00116144
          78    0.415037    0.417602  0.00114703
          79    0.422425    0.417663  0.00113413
          80    0.422092    0.417718   0.0011213
          81    0.428861    0.417856  0.00111587
          82    0.409985     0.41776  0.00110638
          83    0.435605    0.417975  0.00111374
          84    0.424041    0.418047  0.00110282
          85    0.424046    0.418117  0.00109211
          86    0.432169    0.418281  0.00109156
          87    0.420764    0.418309  0.00107939
          88     0.42942    0.418436  0.00107448
          89    0.416666    0.418416  0.00106259
          90    0.429511    0.418539  0.00105791
          91    0.418595     0.41854  0.00104629
          92    0.411663    0.418465  0.00103758
          93    0.443464    0.418734  0.00106067
          94    0.417622    0.418722  0.00104946
          95     0.41731    0.418707  0.00103852
          96    0.431496     0.41884  0.00103621
          97    0.419472    0.418847  0.00102555
          98    0.400309    0.418658  0.00103238
          99    0.414813    0.418619  0.00102268
         100    0.440133    0.418834  0.00103483
