#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     70.7609     70.7609           0
           2     86.2668     78.5139     5.48218
           3     81.6693     79.5657     3.75433
           4     76.7657     78.8657     2.88027
           5     75.2859     78.1497     2.39154
           6     75.0034     77.6253     2.04964
           7     72.0379     76.8271     1.90593
           8     79.6407     77.1788     1.69983
           9     82.8254     77.8062     1.62262
          10     77.4174     77.7673     1.46082
          11     76.3777      77.641     1.33347
          12     77.7076     77.6466     1.22236
          13     77.4595     77.6322     1.12842
          14      69.051     77.0192     1.20282
          15     81.7539     77.3349     1.16331
          16      80.384     77.5255      1.1061
          17      76.822     77.4841     1.04181
          18     85.0286     77.9032     1.06491
          19     81.3276     78.0834       1.024
          20     85.0987     78.4342     1.03113
          21     84.2787     78.7125      1.0189
          22     83.3068     78.9213    0.993752
          23     84.8718     79.1801    0.983647
          24     73.0955     78.9265    0.974785
          25     76.6004     78.8335    0.940224
          26     78.4025     78.8169    0.904207
          27     81.1711     78.9041    0.874912
          28     68.9174     78.5474    0.913477
          29     78.8622     78.5583    0.882043
          30     89.0264     78.9072    0.919073
          31     80.1069     78.9459    0.890239
          32     86.9985     79.1976    0.897281
          33     87.4086     79.4464    0.903931
          34     82.2046     79.5275    0.880978
          35     68.6447     79.2166    0.909025
          36     74.9421     79.0978    0.891495
          37     83.5941     79.2194    0.875644
          38     77.0698     79.1628    0.854426
          39     76.2182     79.0873    0.835847
          40     76.6583     79.0266    0.817153
          41     81.0055     79.0748    0.798647
          42     78.9334     79.0715    0.779639
          43     78.8054     79.0653    0.761532
          44     77.9139     79.0391    0.744674
          45     84.1765     79.1533    0.736825
          46     73.3805     79.0278    0.731416
          47     84.2226     79.1383    0.724157
          48     82.2062     79.2022    0.711885
          49     79.4591     79.2075    0.697376
          50     68.3215     78.9897    0.716609
          51     79.0772     78.9915     0.70256
          52     81.4682     79.0391    0.690662
          53        80.4     79.0648    0.678108
          54     78.5709     79.0556    0.665612
          55     80.1362     79.0753      0.6538
          56     73.5579     78.9767    0.649506
          57      77.856     78.9571    0.638409
          58     76.6542     78.9174    0.628635
          59     81.1495     78.9552    0.619117
          60     75.6188     78.8996    0.611291
          61     74.9736     78.8352    0.604648
          62     69.7893     78.6893    0.612246
          63     75.9821     78.6464    0.604034
          64     83.6966     78.7253    0.599728
          65     75.8347     78.6808    0.592148
          66     78.9488     78.6849     0.58319
          67     84.5615     78.7726    0.581044
          68     80.6466     78.8001    0.573153
          69     88.9339      78.947    0.583359
          70     77.6599     78.9286    0.575315
          71     78.7432      78.926    0.567218
          72     74.5089     78.8647    0.562648
          73     80.7879      78.891    0.555557
          74     80.7851     78.9166    0.548639
          75     85.7837     79.0082    0.548911
          76     77.0506     78.9824    0.542292
          77     75.6851     78.9396    0.536937
          78     75.5438      78.896    0.531816
          79     77.7641     78.8817    0.525277
          80       78.81     78.8808    0.518712
          81     84.2023     78.9465    0.516451
          82     80.5577     78.9662    0.510527
          83     74.1247     78.9078    0.507697
          84     77.5742      78.892    0.501901
          85     81.1374     78.9184    0.496691
          86     90.3467     79.0513    0.508382
          87     81.6179     79.0808    0.503394
          88     80.8093     79.1004    0.498057
          89     75.7023     79.0622    0.493922
          90     75.2289     79.0196    0.490267
          91      79.281     79.0225    0.484888
          92     76.0598     78.9903    0.480685
          93     87.0706     79.0772    0.483305
          94     71.9989     79.0019    0.483994
          95     83.5216     79.0495    0.481232
          96     87.4854     79.1373    0.484176
          97     79.6449     79.1426    0.479213
          98     70.5627      79.055    0.482254
          99     84.4172     79.1092    0.480415
         100     77.7431     79.0955    0.475805
