#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.344537    0.344537           0
           2     0.35016    0.347349  0.00198812
           3    0.345103      0.3466  0.00145955
           4    0.356466    0.349067  0.00240024
           5    0.350093    0.349272  0.00192894
           6    0.337956    0.347386  0.00235538
           7    0.359822    0.349162  0.00260406
           8    0.346438    0.348822  0.00230071
           9    0.345063    0.348404  0.00208264
          10    0.345211    0.348085  0.00189871
          11    0.340031    0.347353  0.00186194
          12    0.344538    0.347118  0.00172148
          13    0.338356    0.346444  0.00171595
          14     0.34597     0.34641  0.00159371
          15    0.342098    0.346123  0.00151318
          16    0.338751    0.345662   0.0014871
          17    0.337001    0.345153  0.00148434
          18    0.336311    0.344661  0.00148092
          19    0.342755    0.344561  0.00140637
          20    0.346231    0.344644  0.00133853
          21    0.342555    0.344545  0.00127848
          22    0.342897     0.34447  0.00122256
          23    0.342074    0.344366  0.00117384
          24    0.344091    0.344354  0.00112498
          25    0.340905    0.344216  0.00108841
          26     0.35237     0.34453  0.00109079
          27    0.348498    0.344677  0.00106025
          28    0.356973    0.345116   0.0011096
          29    0.341803    0.345002  0.00107721
          30    0.356353     0.34538  0.00110576
          31    0.334413    0.345027  0.00112527
          32    0.350395    0.345194  0.00110254
          33    0.351056    0.345372  0.00108334
          34    0.338861     0.34518  0.00106827
          35    0.343132    0.345122  0.00103935
          36     0.34282    0.345058  0.00101244
          37    0.340029    0.344922 0.000994165
          38     0.34994    0.345054 0.000976732
          39    0.340485    0.344937 0.000958688
          40    0.338178    0.344768 0.000949494
          41    0.349479    0.344883 0.000933262
          42     0.34068    0.344783  0.00091639
          43    0.333749    0.344526 0.000930308
          44    0.339503    0.344412 0.000916143
          45    0.334788    0.344198 0.000920408
          46    0.342652    0.344165 0.000901012
          47    0.338778     0.34405 0.000889101
          48    0.334434     0.34385 0.000892862
          49     0.34113    0.343794 0.000876364
          50    0.339679    0.343712 0.000862693
          51    0.348179    0.343799 0.000850214
          52    0.324313    0.343425  0.00091272
          53    0.336264     0.34329 0.000905443
          54    0.353479    0.343478 0.000908126
          55    0.357439    0.343732 0.000926411
          56    0.342969    0.343718 0.000909969
          57     0.35097    0.343846 0.000902853
          58    0.334344    0.343682 0.000902026
          59    0.348393    0.343762 0.000890264
          60    0.338053    0.343667 0.000880495
          61    0.351871    0.343801 0.000876272
          62    0.349144    0.343887 0.000866365
          63    0.337681    0.343789 0.000858196
          64    0.344472    0.343799 0.000844853
          65    0.352131    0.343928 0.000841522
          66    0.344096     0.34393 0.000828776
          67    0.350977    0.344035 0.000823052
          68    0.348901    0.344107 0.000814052
          69    0.349272    0.344182 0.000805688
          70     0.34032    0.344127 0.000796065
          71    0.355967    0.344293 0.000802131
          72    0.340392    0.344239 0.000792819
          73    0.347396    0.344282 0.000783137
          74    0.343521    0.344272 0.000772622
          75    0.345132    0.344284 0.000762405
          76    0.341392    0.344245 0.000753322
          77    0.349212     0.34431 0.000746295
          78    0.357332    0.344477 0.000755171
          79    0.347075     0.34451 0.000746327
          80    0.345242    0.344519 0.000737054
          81    0.349857    0.344585 0.000730895
          82    0.352591    0.344683 0.000728474
          83    0.346018    0.344699 0.000719875
          84    0.348125    0.344739  0.00071246
          85    0.344785     0.34474 0.000704078
          86    0.341364    0.344701 0.000696985
          87    0.352707    0.344793 0.000695022
          88    0.348772    0.344838 0.000688593
          89    0.350131    0.344897 0.000683419
          90    0.340278    0.344846 0.000677751
          91    0.338207    0.344773 0.000674218
          92    0.345595    0.344782 0.000666949
          93    0.338445    0.344714 0.000663249
          94    0.355705    0.344831 0.000666421
          95    0.357049    0.344959 0.000671701
          96    0.342347    0.344932 0.000665255
          97    0.349625    0.344981 0.000660154
          98    0.344773    0.344978 0.000653421
          99    0.334839    0.344876 0.000654798
         100    0.338377    0.344811 0.000651467
