#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.19828     2.19828           0
           2     2.20513      2.2017  0.00242538
           3     2.23097     2.21146  0.00812605
           4      2.2043     2.20967  0.00628878
           5     2.08608     2.18495   0.0226732
           6     2.13462     2.17656   0.0203868
           7     2.15114     2.17293    0.017795
           8      2.2335      2.1805   0.0171056
           9     2.14977     2.17709    0.015542
          10     2.13756     2.17313   0.0144817
          11     2.16884     2.17274   0.0131705
          12      2.1859     2.17384   0.0121185
          13     2.23127     2.17826   0.0119646
          14     2.18748     2.17892   0.0111281
          15     2.31408     2.18793    0.013552
          16     2.16701     2.18662   0.0127679
          17      2.2018     2.18751    0.012048
          18     2.12858     2.18424   0.0118151
          19     2.09743     2.17967   0.0120443
          20     2.21132     2.18125   0.0115456
          21      2.2445     2.18427   0.0113819
          22     2.14631     2.18254   0.0109945
          23     2.20898     2.18369   0.0105764
          24     2.07685     2.17924   0.0110328
          25     2.17122     2.17892   0.0105962
          26     2.16222     2.17828   0.0102081
          27     2.26717     2.18157   0.0103474
          28     2.33561     2.18707   0.0113465
          29     2.14569     2.18564   0.0110446
          30     2.09074     2.18248   0.0111202
          31     2.10346     2.17993   0.0110498
          32     2.19119     2.18028   0.0107101
          33     2.13922     2.17904   0.0104576
          34     2.22241     2.18031   0.0102275
          35      2.1102     2.17831   0.0101295
          36     2.19556     2.17879  0.00985949
          37     2.20665     2.17954  0.00962171
          38     2.19112     2.17985  0.00937333
          39     2.07694     2.17721  0.00949716
          40      2.1969      2.1777  0.00927248
          41     2.21165     2.17853  0.00908323
          42     2.31713     2.18183  0.00944739
          43     2.24769     2.18336    0.009351
          44     2.12312     2.18199  0.00923814
          45     2.17332      2.1818  0.00903486
          46     2.24823     2.18324  0.00895313
          47     2.10793     2.18164   0.0089049
          48      2.2283     2.18261  0.00877229
          49     2.08474     2.18061  0.00881775
          50     2.16957     2.18039  0.00864416
          51       2.164     2.18007  0.00848064
          52     2.23119     2.18106  0.00837433
          53     2.25111     2.18238  0.00831998
          54     2.23295     2.18331  0.00821844
          55     2.18068     2.18327  0.00806915
          56     2.08079     2.18144  0.00812989
          57     2.29054     2.18335   0.0082095
          58     2.12937     2.18242  0.00812053
          59     2.22618     2.18316  0.00801669
          60     2.23976      2.1841  0.00793839
          61     2.14281     2.18343  0.00783707
          62     2.20147     2.18372  0.00771607
          63     2.12009     2.18271   0.0076594
          64     2.14651     2.18214  0.00756058
          65     2.16983     2.18195  0.00744664
          66     2.13565     2.18125  0.00736678
          67     2.24885     2.18226  0.00732559
          68     2.08747     2.18087   0.0073493
          69     2.17653      2.1808  0.00724306
          70     2.13542     2.18016  0.00716855
          71     2.19229     2.18033  0.00706962
          72     2.15422     2.17996  0.00698072
          73     2.18248        2.18  0.00688518
          74     2.13955     2.17945   0.0068138
          75     2.16015     2.17919  0.00672781
          76     2.16938     2.17907  0.00664052
          77     2.07138     2.17767  0.00669994
          78     2.31075     2.17937  0.00682784
          79      2.1549     2.17906  0.00674843
          80     2.25157     2.17997  0.00672466
          81     2.17716     2.17993  0.00664173
          82     2.29746     2.18137  0.00671359
          83     2.23947     2.18207  0.00666911
          84     2.18111     2.18206  0.00658972
          85     2.10384     2.18114  0.00657613
          86     2.10074      2.1802  0.00656577
          87     2.15358      2.1799  0.00649743
          88      2.1387     2.17943  0.00644044
          89     2.28981     2.18067   0.0064864
          90     2.28126     2.18179  0.00650991
          91      2.2452     2.18248  0.00647556
          92     2.08191     2.18139  0.00649678
          93     2.07862     2.18028  0.00652022
          94     2.13668     2.17982  0.00646734
          95     2.19283     2.17996  0.00640071
          96     2.13707     2.17951  0.00634961
          97     2.11315     2.17883   0.0063209
          98     2.19307     2.17897  0.00625807
          99     2.20143      2.1792  0.00619897
         100     2.25989     2.18001  0.00618927
