#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.137256    0.137256           0
           2    0.154796    0.146026  0.00620133
           3    0.125884    0.139312  0.00686612
           4     0.16582    0.145939  0.00771078
           5    0.145984    0.145948  0.00616863
           6    0.138476    0.144703  0.00526473
           7     0.12656    0.142111  0.00511093
           8    0.164664     0.14493  0.00519167
           9     0.11638    0.141758  0.00549922
          10     0.10972    0.138554  0.00580804
          11    0.168392    0.141267  0.00587944
          12    0.130116    0.140337  0.00546242
          13     0.11906    0.138701  0.00528175
          14    0.151536    0.139617  0.00498342
          15    0.170512    0.141677  0.00505894
          16    0.111948    0.139819  0.00507251
          17    0.170996    0.141653  0.00509488
          18    0.087864    0.138665  0.00562027
          19    0.181088    0.140897  0.00575091
          20    0.122068    0.139956  0.00553989
          21    0.145184    0.140205  0.00528168
          22    0.212352    0.143484  0.00597356
          23     0.17256    0.144749  0.00584608
          24    0.148848    0.144919  0.00560498
          25      0.1358    0.144555  0.00539264
          26    0.172016    0.145611  0.00528766
          27    0.141764    0.145468  0.00509374
          28    0.153604    0.145759   0.0049201
          29    0.165272    0.146432  0.00479623
          30    0.182684     0.14764  0.00478616
          31     0.13662    0.147285  0.00464495
          32    0.129416    0.146726  0.00453324
          33    0.161676    0.147179  0.00441845
          34    0.139544    0.146955  0.00429419
          35    0.180956    0.147926  0.00427998
          36    0.125068    0.147291  0.00420793
          37    0.167456    0.147836  0.00412934
          38    0.172292     0.14848  0.00407052
          39     0.17132    0.149065  0.00400805
          40    0.130344    0.148597  0.00393508
          41    0.146804    0.148554  0.00383935
          42     0.16132    0.148858  0.00375995
          43    0.152936    0.148952   0.0036737
          44    0.116028    0.148204  0.00366563
          45    0.121012      0.1476  0.00363363
          46     0.16426    0.147962  0.00357264
          47    0.144716    0.147893   0.0034973
          48     0.12816    0.147482  0.00344852
          49    0.135676    0.147241  0.00338654
          50    0.117324    0.146643  0.00337126
          51    0.141156    0.146535  0.00330687
          52    0.157432    0.146745  0.00324991
          53    0.166176    0.147111   0.0032092
          54    0.152648    0.147214  0.00315141
          55     0.16258    0.147493  0.00310647
          56    0.187084      0.1482  0.00313041
          57     0.13564     0.14798  0.00308324
          58    0.150484    0.148023  0.00303038
          59      0.1812    0.148585  0.00303074
          60     0.16356    0.148835  0.00299049
          61    0.178616    0.149323  0.00298105
          62    0.145884    0.149268  0.00293349
          63      0.1317    0.148989  0.00290015
          64    0.202568    0.149826  0.00297321
          65    0.137012    0.149629    0.002934
          66    0.175324    0.150018  0.00291526
          67    0.093976    0.149182  0.00298934
          68    0.148808    0.149176  0.00294538
          69    0.144644     0.14911  0.00290343
          70    0.198828    0.149821  0.00294754
          71    0.166392    0.150054  0.00291525
          72    0.150172    0.150056  0.00287476
          73    0.141796    0.149943  0.00283761
          74    0.101092    0.149282  0.00287503
          75      0.1716     0.14958  0.00285205
          76    0.136964    0.149414  0.00281935
          77    0.168376     0.14966  0.00279347
          78    0.125736    0.149354  0.00277444
          79     0.17854    0.149723  0.00276381
          80     0.14622    0.149679  0.00272961
          81    0.152848    0.149718  0.00269619
          82    0.166436    0.149922  0.00267101
          83    0.168964    0.150152  0.00264866
          84    0.200004    0.150745   0.0026828
          85    0.138216    0.150598  0.00265528
          86    0.174492    0.150876   0.0026389
          87    0.127684    0.150609    0.002622
          88     0.12598    0.150329   0.0026071
          89     0.13346     0.15014  0.00258469
          90    0.190856    0.150592  0.00259526
          91     0.12398      0.1503  0.00258316
          92    0.135204    0.150135  0.00256029
          93    0.133964    0.149962  0.00253866
          94     0.11932    0.149636  0.00253249
          95    0.143208    0.149568  0.00250674
          96    0.170308    0.149784  0.00248992
          97    0.158768    0.149877  0.00246597
          98    0.177168    0.150155  0.00245648
          99    0.134636    0.149998  0.00243667
         100    0.115468    0.149653  0.00243664
