#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      4.4644      4.4644           0
           2     4.46449     4.46444 3.06413e-05
           3     4.52068     4.48319   0.0153057
           4     4.40659     4.46404   0.0201689
           5     4.34482      4.4402   0.0267427
           6     4.23781     4.40646   0.0380109
           7     4.75167     4.45578   0.0560901
           8     4.25209     4.43032   0.0545523
           9     4.48753     4.43668   0.0488599
          10     4.33186     4.42619   0.0450842
          11     4.37067     4.42115   0.0412673
          12     4.42325     4.42132   0.0378287
          13     4.63734     4.43794   0.0383953
          14      4.3062     4.42853   0.0367878
          15     4.21273     4.41414   0.0370416
          16     4.32051     4.40829   0.0351858
          17     4.38059     4.40666   0.0331538
          18     4.45436     4.40931   0.0314176
          19     4.71375     4.42533   0.0336026
          20     4.39391     4.42376   0.0319591
          21     4.61851     4.43304   0.0317542
          22     4.26464     4.42538   0.0312198
          23     4.54557     4.43061   0.0302966
          24     4.50493      4.4337   0.0291921
          25     4.23103      4.4256   0.0291284
          26     4.26837     4.41955   0.0286289
          27     4.15462     4.40974   0.0292017
          28     4.51471     4.41349   0.0283984
          29     4.44765     4.41467   0.0274436
          30     4.64007     4.42218   0.0275382
          31     4.20615     4.41521   0.0275175
          32     4.19025     4.40818   0.0275409
          33     4.19038     4.40158   0.0274858
          34     4.38778     4.40117   0.0266804
          35     4.52983     4.40485   0.0261701
          36     4.33999     4.40305   0.0255051
          37     4.46089     4.40461   0.0248636
          38     4.30507     4.40199   0.0243469
          39     4.30972     4.39963   0.0238373
          40     4.29871      4.3971   0.0233745
          41     4.51681     4.40002    0.022986
          42     4.17227      4.3946   0.0230695
          43     4.33511     4.39322   0.0225744
          44     4.25945     4.39018   0.0222651
          45     4.57011     4.39417   0.0221265
          46     4.39415     4.39417   0.0216455
          47     4.49666     4.39635   0.0212945
          48       4.434     4.39714   0.0208653
          49     4.53226      4.3999   0.0206209
          50     4.49057     4.40171    0.020288
          51     4.39153     4.40151   0.0198912
          52     4.34024     4.40033   0.0195436
          53     4.48053     4.40185   0.0192333
          54     4.45652     4.40286   0.0189038
          55     4.48752      4.4044   0.0186226
          56     4.60571     4.40799   0.0186338
          57     4.17033     4.40382   0.0187676
          58     4.12543     4.39902   0.0190479
          59     4.47533     4.40032   0.0187689
          60     4.36309      4.3997   0.0184664
          61     4.49757      4.4013   0.0182332
          62     4.44025     4.40193   0.0179499
          63     4.36692     4.40137   0.0176736
          64     3.93685     4.39411    0.018829
          65     4.49477     4.39566   0.0186029
          66     4.49889     4.39723   0.0183866
          67     4.55365     4.39956   0.0182598
          68     4.50969     4.40118    0.018063
          69     4.31826     4.39998   0.0178411
          70     4.31626     4.39878   0.0176263
          71     4.50157     4.40023   0.0174374
          72     4.41487     4.40043   0.0171964
          73     4.31495     4.39926   0.0170007
          74     4.21373     4.39676   0.0169548
          75     4.30707     4.39556   0.0167708
          76     4.18677     4.39281   0.0167737
          77      4.4358     4.39337   0.0165651
          78     4.65777     4.39676    0.016696
          79      4.3673     4.39639   0.0164888
          80     4.53168     4.39808   0.0163692
          81     4.56045     4.40008   0.0162893
          82      4.2596     4.39837   0.0161805
          83     4.42325     4.39867   0.0159884
          84     4.46293     4.39944   0.0158163
          85     4.30987     4.39838   0.0156653
          86     4.38715     4.39825   0.0154837
          87     4.50917     4.39953   0.0153581
          88     4.24923     4.39782   0.0152783
          89     4.19323     4.39552   0.0152786
          90     4.64699     4.39831   0.0153622
          91     4.39713      4.3983   0.0151934
          92     4.47197      4.3991   0.0150493
          93     4.45763     4.39973   0.0149006
          94     4.51509     4.40096   0.0147926
          95     4.41601     4.40112   0.0146377
          96     4.40399     4.40115   0.0144853
          97     4.44189     4.40157    0.014342
          98     4.51277      4.4027   0.0142405
          99     4.59489     4.40464   0.0142283
         100     4.53453     4.40594   0.0141452
