#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.48587     2.48587           0
           2     2.40919     2.44753   0.0271095
           3     2.57263     2.48923   0.0385489
           4     2.54378     2.50287   0.0312306
           5     2.47648     2.49759   0.0254264
           6     2.74367      2.5386   0.0430205
           7     2.49839     2.53286   0.0372562
           8     2.40265     2.51658   0.0359795
           9     2.53966     2.51915    0.032073
          10     2.51716     2.51895   0.0288663
          11       2.491     2.51641   0.0263537
          12     2.52276     2.51694   0.0241629
          13       2.503     2.51587   0.0223279
          14     2.54463     2.51792   0.0208274
          15     2.41692     2.51119   0.0204984
          16     2.63576     2.51897    0.020643
          17     2.59813     2.52363    0.019947
          18     2.57031     2.52622   0.0190067
          19     2.64327     2.53238   0.0189785
          20     2.58044     2.53479   0.0181811
          21     2.52362     2.53425   0.0173231
          22     2.42359     2.52922   0.0172505
          23     2.51823     2.52875   0.0165071
          24     2.42676      2.5245   0.0163571
          25     2.57973     2.52671   0.0158513
          26     2.43156     2.52305   0.0156584
          27      2.4941     2.52198   0.0151151
          28     2.65021     2.52656   0.0152533
          29     2.44905     2.52388   0.0149597
          30     2.46479     2.52191   0.0145901
          31     2.61447      2.5249   0.0144218
          32     2.49864     2.52408   0.0139944
          33      2.5897     2.52607   0.0137109
          34     2.47415     2.52454   0.0133924
          35     2.54892     2.52524   0.0130278
          36     2.53418     2.52548   0.0126683
          37     2.52114     2.52537   0.0123265
          38     2.55127     2.52605   0.0120209
          39     2.52754     2.52609   0.0117128
          40     2.49904     2.52541   0.0114395
          41     2.53948     2.52575   0.0111656
          42     2.49106     2.52493   0.0109303
          43     2.57859     2.52618   0.0107471
          44     2.46041     2.52468   0.0106063
          45     2.50643     2.52428   0.0103783
          46     2.56529     2.52517   0.0101909
          47     2.45034     2.52357   0.0100977
          48      2.4758     2.52258  0.00993625
          49     2.59931     2.52415   0.0098561
          50     2.57976     2.52526  0.00972154
          51     2.51932     2.52514  0.00953162
          52     2.49957     2.52465  0.00936099
          53     2.67864     2.52756  0.00962472
          54     2.57501     2.52843  0.00948652
          55     2.46086     2.52721  0.00939326
          56     2.54707     2.52756  0.00923222
          57     2.47677     2.52667  0.00911316
          58      2.5545     2.52715  0.00896866
          59     2.44853     2.52582  0.00891508
          60     2.48415     2.52512   0.0087935
          61      2.5381     2.52533  0.00865192
          62     2.58676     2.52633  0.00856891
          63     2.50622     2.52601  0.00843884
          64     2.60385     2.52722  0.00839417
          65     2.49264     2.52669  0.00828187
          66     2.50853     2.52642  0.00816096
          67     2.45583     2.52536  0.00810687
          68     2.51507     2.52521  0.00798907
          69     2.47614      2.5245  0.00790487
          70     2.52045     2.52444  0.00779216
          71     2.55651     2.52489  0.00769549
          72       2.587     2.52576   0.0076368
          73     2.53719     2.52591  0.00753379
          74      2.4056     2.52429  0.00760539
          75      2.5115     2.52412   0.0075059
          76     2.52511     2.52413  0.00740715
          77     2.61405      2.5253  0.00740243
          78     2.44954     2.52433  0.00737098
          79     2.43909     2.52325  0.00735621
          80     2.51423     2.52313  0.00726512
          81     2.54901     2.52345  0.00718244
          82     2.59394     2.52431   0.0071461
          83     2.53014     2.52438  0.00706035
          84      2.6356     2.52571  0.00709935
          85     2.54793     2.52597  0.00702065
          86     2.45126      2.5251  0.00699255
          87       2.392     2.52357  0.00707756
          88     2.63595     2.52485   0.0071114
          89     2.48046     2.52435  0.00704897
          90     2.44698     2.52349  0.00702287
          91     2.56343     2.52393   0.0069594
          92     2.58549      2.5246  0.00691586
          93     2.66162     2.52607  0.00699667
          94     2.52614     2.52607  0.00692224
          95     2.51719     2.52598     0.00685
          96     2.69115      2.5277  0.00699139
          97     2.50133     2.52743   0.0069246
          98     2.49188     2.52706  0.00686343
          99     2.45835     2.52637  0.00682911
         100     2.52128     2.52632  0.00676101
