#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.582388    0.582388           0
           2     0.72904    0.655714   0.0518493
           3    0.719744    0.677057   0.0387107
           4    0.802244    0.708354   0.0397181
           5    0.793276    0.725338   0.0352192
           6    0.635336    0.710338   0.0323866
           7    0.702448    0.709211   0.0277796
           8    0.695836    0.707539   0.0243574
           9    0.682304    0.704735   0.0218118
          10    0.699508    0.704212   0.0196369
          11    0.730092    0.706565   0.0179921
          12    0.677052    0.704106     0.01666
          13     0.85548     0.71575   0.0190172
          14    0.703944    0.714907   0.0176775
          15    0.702576    0.714085   0.0165181
          16     0.51638    0.701728   0.0195691
          17      0.6019    0.695856   0.0192789
          18    0.798236    0.701544   0.0190284
          19    0.754732    0.704343   0.0182317
          20     0.68632    0.703442   0.0173423
          21    0.610892    0.699035   0.0170673
          22    0.651152    0.696858   0.0164297
          23     0.51192    0.688817   0.0175732
          24    0.659276    0.687586    0.016884
          25    0.539412     0.68166   0.0172176
          26    0.539192     0.67618   0.0174054
          27     0.83334    0.682001   0.0177074
          28    0.506952    0.675749    0.018145
          29    0.844972    0.681584   0.0184338
          30    0.708944    0.682496   0.0178419
          31     0.72368    0.683825   0.0173157
          32    0.738216    0.685524   0.0168578
          33    0.694804    0.685806   0.0163493
          34    0.602812    0.683365   0.0160496
          35     0.66022    0.682703   0.0156047
          36    0.576812    0.679762    0.015446
          37    0.613448     0.67797   0.0151321
          38    0.763464     0.68022   0.0149002
          39    0.675652    0.680102   0.0145186
          40    0.503424    0.675685   0.0148123
          41    0.747524    0.677438   0.0145543
          42     0.78626    0.680029   0.0144366
          43     0.74848    0.681621   0.0141883
          44    0.646696    0.680827    0.013888
          45    0.700592    0.681266   0.0135864
          46    0.740276    0.682549   0.0133514
          47    0.762252    0.684245   0.0131746
          48    0.695864    0.684487   0.0129024
          49     0.70018    0.684807    0.012643
          50    0.614004    0.683391   0.0124692
          51    0.682352    0.683371   0.0122247
          52    0.573992    0.681267   0.0121693
          53    0.653052    0.680735   0.0119513
          54     0.72032    0.681468   0.0117524
          55     0.54788    0.679039   0.0117871
          56      0.6546    0.678603   0.0115847
          57    0.684888    0.678713   0.0113819
          58    0.727408    0.679552   0.0112166
          59    0.467028     0.67595   0.0115905
          60    0.692664    0.676229   0.0114007
          61    0.784004    0.677996   0.0113498
          62    0.682084    0.678062    0.011167
          63    0.594276    0.676732   0.0110686
          64    0.619044     0.67583   0.0109323
          65    0.715292    0.676437    0.010781
          66    0.655012    0.676113   0.0106225
          67    0.697004    0.676425   0.0104685
          68    0.518252    0.674099   0.0105699
          69    0.645464    0.673684   0.0104248
          70    0.612128    0.672804   0.0103129
          71     0.57296    0.671398   0.0102631
          72    0.839652    0.673735   0.0103832
          73    0.740596    0.674651   0.0102813
          74    0.552848    0.673005   0.0102732
          75     0.49696    0.670657    0.010401
          76    0.549516    0.669063   0.0103855
          77    0.572852    0.667814   0.0103255
          78    0.570064    0.666561   0.0102689
          79    0.657716    0.666449   0.0101396
          80    0.641712     0.66614   0.0100175
          81    0.574148    0.665004  0.00995802
          82    0.606172    0.664286   0.0098624
          83    0.660688    0.664243  0.00974367
          84     0.72994    0.665025  0.00965901
          85    0.869872    0.667435  0.00984143
          86    0.753308    0.668434  0.00977752
          87     0.54548     0.66702  0.00976674
          88    0.633772    0.666643  0.00966306
          89     0.68684     0.66687  0.00955715
          90    0.784132    0.668172  0.00953936
          91    0.768564    0.669276  0.00949811
          92    0.650536    0.669072  0.00939705
          93    0.613068     0.66847  0.00931528
          94    0.530164    0.666998  0.00933166
          95    0.694228    0.667285  0.00923783
          96     0.73712    0.668012   0.0091702
          97    0.704172    0.668385  0.00908324
          98    0.689472      0.6686   0.0089931
          99    0.593128    0.667838  0.00893451
         100    0.717448    0.668334  0.00885893
