#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     24.8773     24.8773           0
           2     24.7898     24.8335   0.0309107
           3     21.7671     23.8114    0.834845
           4     23.9215     23.8389    0.626587
           5     23.1302     23.6972    0.517054
           6     23.8966     23.7304    0.431945
           7     28.4528      24.405    0.726076
           8     23.6088     24.3055    0.642102
           9     22.3164     24.0845    0.607604
          10     25.6455     24.2406     0.56654
          11     22.9601     24.1242     0.52686
          12     23.0364     24.0335    0.490691
          13     23.4421      23.988     0.45505
          14     27.0209     24.2047      0.4713
          15     26.2568     24.3415    0.459306
          16     28.2825     24.5878    0.492233
          17     25.6471     24.6501    0.467206
          18     24.4252     24.6376    0.441417
          19     25.7113     24.6941    0.421786
          20     24.7928     24.6991    0.400726
          21     26.5039      24.785    0.390751
          22     22.4073     24.6769    0.387648
          23     24.4963     24.6691    0.370873
          24      22.748      24.589    0.363955
          25     24.0346     24.5668    0.350072
          26     24.7764     24.5749    0.336701
          27       28.33      24.714    0.351784
          28     26.3975     24.7741     0.34432
          29     28.5708      24.905    0.356469
          30     27.0292     24.9758    0.351548
          31     25.3723     24.9886     0.34044
          32     23.2172     24.9333    0.334272
          33      25.757     24.9582    0.325073
          34     27.3942     25.0299    0.323311
          35     29.1987      25.149    0.335297
          36     22.2163     25.0675    0.335733
          37     21.7198      24.977    0.338632
          38     23.3184     24.9334    0.332522
          39     25.5031      24.948    0.324317
          40      23.092     24.9016    0.319511
          41     25.7815     24.9231    0.312438
          42     25.4871     24.9365    0.305287
          43     22.6796      24.884    0.302666
          44     22.8867     24.8386    0.299172
          45     22.5336     24.7874    0.296876
          46     23.9405      24.769    0.290993
          47     25.0153     24.7742    0.284848
          48     24.2632     24.7636    0.279113
          49      24.854     24.7654    0.273423
          50     26.0727     24.7916    0.269202
          51     24.3187     24.7823    0.264083
          52     27.3583     24.8318     0.26361
          53     23.8308     24.8129    0.259312
          54      21.607     24.7536    0.261217
          55     26.0983      24.778     0.25761
          56     22.5198     24.7377    0.256146
          57     27.4622     24.7855    0.256073
          58     23.6184     24.7654    0.252448
          59      25.184     24.7725    0.248269
          60     26.4094     24.7998    0.245625
          61     24.2412     24.7906    0.241769
          62       22.18     24.7485    0.241508
          63     21.2954     24.6937    0.243815
          64     25.7238     24.7098    0.240536
          65     20.9576     24.6521    0.243664
          66       23.12     24.6288    0.241075
          67     26.8252     24.6616    0.239696
          68      22.686     24.6326    0.237925
          69     23.3127     24.6134    0.235245
          70     24.2326      24.608    0.231947
          71     22.9249     24.5843    0.229888
          72      22.066     24.5493    0.229341
          73     25.3162     24.5598    0.226439
          74     23.2013     24.5415    0.224122
          75     24.4921     24.5408    0.221135
          76     22.3735     24.5123    0.220056
          77     27.7077     24.5538    0.221077
          78     25.0663     24.5604     0.21834
          79     25.1086     24.5673    0.215687
          80     21.3909     24.5276    0.216614
          81     23.8564     24.5193    0.214099
          82     25.6689     24.5333    0.211946
          83     23.6787      24.523    0.209642
          84     24.4771     24.5225    0.207147
          85     26.2391     24.5427    0.205692
          86     26.6656     24.5674    0.204777
          87     27.2739     24.5985    0.204772
          88     25.4603     24.6083    0.202679
          89     26.4897     24.6294    0.201502
          90     26.2418     24.6473    0.200057
          91     26.3293     24.6658    0.198711
          92     24.1735     24.6605    0.196623
          93     22.6116     24.6384    0.195739
          94     26.0994      24.654    0.194273
          95     24.2449     24.6497    0.192276
          96     22.8152     24.6306     0.19122
          97     22.5287     24.6089    0.190472
          98       26.16     24.6247    0.189185
          99     24.9436     24.6279    0.187302
         100     24.9903     24.6316    0.185464
