#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.99023     2.99023           0
           2     3.02456     3.00739    0.012138
           3     2.92789     2.98089    0.023103
           4     3.24011      3.0457   0.0587361
           5     2.93833     3.02422   0.0507628
           6     2.99116     3.01871   0.0426003
           7     2.73937      2.9788   0.0519456
           8     2.85565     2.96341   0.0476789
           9     3.03674     2.97156   0.0430717
          10     3.05335     2.97974   0.0395335
          11     3.16261     2.99636   0.0392797
          12     2.93609     2.99134   0.0363262
          13     2.88984     2.98353   0.0343606
          14     3.03058     2.98689   0.0320702
          15     3.19549      3.0008    0.032809
          16     2.93335     2.99658   0.0310281
          17     2.98779     2.99607   0.0292072
          18     2.84158     2.98748   0.0288179
          19     3.12821     2.99489   0.0282369
          20     2.96711      2.9935   0.0268592
          21     3.00646     2.99412   0.0255873
          22     2.96133     2.99263   0.0244676
          23     2.88422     2.98791   0.0238535
          24      3.0913     2.99222   0.0232453
          25     3.13287     2.99785   0.0229863
          26     2.85642     2.99241   0.0227367
          27     3.01618     2.99329   0.0219116
          28     3.01435     2.99404   0.0211419
          29     2.99449     2.99406   0.0204129
          30     3.04501     2.99575    0.019803
          31     3.10788     2.99937   0.0194917
          32     3.00907     2.99968    0.018885
          33      2.8706     2.99576   0.0187134
          34     3.03575     2.99694   0.0181999
          35     3.07339     2.99912   0.0178105
          36     3.00538      2.9993   0.0173166
          37     2.95995     2.99823   0.0168812
          38     3.00176     2.99833   0.0164372
          39     2.95135     2.99712   0.0160598
          40     2.98121     2.99673   0.0156633
          41      2.9961     2.99671   0.0152812
          42      2.9151     2.99477   0.0150404
          43     2.93321     2.99334   0.0147586
          44     3.03329     2.99424   0.0144511
          45     3.14611     2.99762   0.0145187
          46      2.9811     2.99726   0.0142075
          47      3.0641     2.99868   0.0139762
          48     3.13156     3.00145   0.0139565
          49     2.94636     3.00033   0.0137169
          50     2.89157     2.99815   0.0136139
          51     2.95548     2.99731   0.0133727
          52     3.20035     3.00122   0.0136737
          53     3.03583     3.00187   0.0134313
          54     2.84768     2.99902   0.0134826
          55     2.92471     2.99766    0.013305
          56      2.9743     2.99725    0.013074
          57     3.02811     2.99779   0.0128558
          58     3.04276     2.99856   0.0126575
          59     2.88048     2.99656   0.0126002
          60     2.95463     2.99586   0.0124096
          61     2.95126     2.99513   0.0122277
          62     2.91505     2.99384   0.0120985
          63     2.86398     2.99178   0.0120807
          64     3.13593     2.99403   0.0121001
          65      2.9892     2.99396   0.0119142
          66     3.00509     2.99413   0.0117349
          67     3.04358     2.99486   0.0115829
          68     3.03982     2.99553   0.0114314
          69     2.95433     2.99493   0.0112813
          70     2.95172     2.99431   0.0111371
          71     2.90214     2.99301   0.0110556
          72     2.98111     2.99285   0.0109033
          73     3.03765     2.99346   0.0107712
          74     3.03885     2.99407   0.0106431
          75     3.06737     2.99505   0.0105459
          76     2.99846      2.9951   0.0104073
          77     2.94625     2.99446   0.0102914
          78     3.12962      2.9962   0.0103043
          79     2.89913     2.99497   0.0102469
          80      3.0836     2.99607   0.0101785
          81     2.97126     2.99577   0.0100575
          82      2.9423     2.99512  0.00995593
          83     3.06212     2.99592  0.00986865
          84     2.88984     2.99466  0.00983164
          85     3.02792     2.99505  0.00972376
          86     2.94626     2.99448  0.00962723
          87      2.9605     2.99409  0.00952449
          88     3.02036     2.99439  0.00942094
          89     3.00605     2.99452  0.00931599
          90     3.19518     2.99675  0.00947551
          91     3.07627     2.99763  0.00941159
          92     3.06351     2.99834   0.0093365
          93     2.88703     2.99715  0.00931251
          94     2.94108     2.99655  0.00923252
          95     3.05886     2.99721  0.00915861
          96     3.01515     2.99739  0.00906512
          97     2.92735     2.99667  0.00900038
          98     3.06707     2.99739  0.00893716
          99     2.94651     2.99687  0.00886165
         100     2.96558     2.99656  0.00877856
