#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     46.2504     46.2504           0
           2     43.7752     45.0128    0.875092
           3     47.2236     45.7497    0.838092
           4      52.093     47.3355     1.51037
           5     42.9015     46.4487     1.44537
           6     48.8701     46.8523     1.25956
           7      45.054     46.5954     1.10551
           8     46.9212     46.6361    0.968069
           9      49.291     46.9311    0.904333
          10      42.628     46.5008    0.910541
          11      43.707     46.2468     0.86246
          12     44.5317     46.1039    0.802343
          13     49.8756      46.394    0.791344
          14     44.1175     46.2314    0.751341
          15     44.1889     46.0952    0.713484
          16     45.8227     46.0782    0.669094
          17     43.4564      45.924    0.647266
          18     55.1431     46.4362    0.788318
          19     45.4731     46.3855    0.748456
          20     37.1578     45.9241    0.841307
          21     48.5153     46.0475    0.810243
          22      41.489     45.8403    0.799469
          23     46.2075     45.8562    0.764868
          24     51.6479     46.0976    0.770127
          25     45.6958     46.0815     0.73949
          26     41.5372     45.9067    0.731411
          27     52.5266     46.1519    0.744283
          28     41.1734     45.9741    0.738634
          29     47.0306     46.0105    0.714062
          30     45.1851      45.983     0.69079
          31     40.1245      45.794    0.693876
          32     45.3872     45.7813    0.672309
          33     46.9661     45.8172    0.652894
          34     42.2186     45.7114    0.642213
          35     41.1358     45.5806    0.637031
          36     47.5105     45.6343    0.621587
          37     39.9969     45.4819     0.62318
          38     45.0039     45.4693    0.606908
          39     47.6677     45.5257    0.593958
          40      42.343     45.4461    0.584414
          41      46.551     45.4731    0.570781
          42     48.2817     45.5399    0.561095
          43     48.8761     45.6175    0.553384
          44     47.1993     45.6535    0.541974
          45     41.1563     45.5535    0.539065
          46     46.0105     45.5635    0.527437
          47     51.3008     45.6855    0.530154
          48     45.8596     45.6892    0.519121
          49     38.4696     45.5418    0.529022
          50     48.7084     45.6052    0.522219
          51     47.2693     45.6378    0.512998
          52     42.9041     45.5852    0.505819
          53     47.5452     45.6222    0.497625
          54     40.3236     45.5241     0.49799
          55     45.0098     45.5147    0.489023
          56     49.3777     45.5837    0.485132
          57     48.6136     45.6369    0.479524
          58     44.7316     45.6213     0.47151
          59     44.4839      45.602    0.463912
          60     47.1071     45.6271    0.456858
          61     44.8191     45.6138    0.449561
          62     43.6228     45.5817    0.443455
          63     39.6448     45.4875    0.446317
          64     45.8562     45.4932     0.43938
          65     50.2259      45.566    0.438612
          66     42.5437     45.5203     0.43435
          67     46.2219     45.5307    0.427994
          68     47.5917      45.561    0.422771
          69     41.9109     45.5081    0.419941
          70     44.0457     45.4872    0.414461
          71     41.6362      45.433    0.412158
          72     44.7563     45.4236     0.40654
          73     43.2955     45.3944    0.402015
          74     47.0297     45.4165    0.397189
          75     44.1687     45.3999    0.392242
          76     47.6862       45.43    0.388233
          77     43.5393     45.4054    0.383966
          78     44.9961     45.4002     0.37908
          79     43.5081     45.3762    0.375037
          80     47.2251     45.3994     0.37106
          81     41.2025     45.3475    0.370079
          82     41.7175     45.3033    0.368204
          83      48.305     45.3394     0.36554
          84     48.5167     45.3773     0.36314
          85      42.305     45.3411    0.360662
          86     42.5975     45.3092    0.357876
          87     42.8852     45.2813    0.354846
          88     48.3681     45.3164    0.352543
          89      44.653      45.309     0.34866
          90      40.118     45.2513    0.349525
          91     52.3471     45.3293    0.354275
          92     47.9695      45.358    0.351584
          93     39.1032     45.2907    0.354178
          94     34.8625     45.1798    0.367374
          95     41.0981     45.1368    0.366011
          96     50.4905     45.1926    0.366422
          97     39.7442     45.1364    0.366925
          98     46.9789     45.1552    0.363662
          99     43.8247     45.1418    0.360237
         100      48.777     45.1781    0.358464
